project_id,week_start,num_deliveries,num_unique_deliveries,num_sov_lines,num_material_categories,num_vendors,total_quantity,avg_unit_cost,total_material_cost,first_delivery_date,last_delivery_date
PRJ-2018-054,2018-10-15,2,2,2,1,2,1280.0,223.505,165129.83,2018-10-18,2018-10-21
PRJ-2018-054,2018-10-29,1,1,1,1,1,19.0,3400.86,64616.3,2018-11-02,2018-11-02
PRJ-2018-054,2018-11-12,1,1,1,1,1,14.0,2286.18,32006.54,2018-11-16,2018-11-16
PRJ-2018-054,2018-12-24,2,2,2,1,2,122.0,6656.235000000001,406711.73,2018-12-25,2018-12-27
PRJ-2018-054,2019-01-07,1,1,1,1,1,19.0,11255.37,213852.05,2019-01-10,2019-01-10
PRJ-2018-054,2019-01-21,2,2,2,2,2,243.0,785.53,66274.42,2019-01-23,2019-01-27
PRJ-2018-054,2019-01-28,1,1,1,1,1,15.0,27402.96,411044.35,2019-01-30,2019-01-30
PRJ-2018-054,2019-02-04,4,4,4,4,4,80.0,20323.315,338503.57,2019-02-05,2019-02-10
PRJ-2018-054,2019-02-18,1,1,1,1,1,76.0,839.2,63779.53,2019-02-19,2019-02-19
PRJ-2018-054,2019-03-11,2,2,2,1,1,12.0,78086.81,937041.7,2019-03-16,2019-03-16
PRJ-2018-054,2019-03-25,2,2,2,2,2,15.0,29524.63,234248.63,2019-03-25,2019-03-27
PRJ-2018-054,2019-04-01,1,1,1,1,1,676.0,979.4,662077.18,2019-04-04,2019-04-04
PRJ-2018-054,2019-05-20,1,1,1,1,1,649.0,94.22,61149.38,2019-05-25,2019-05-25
PRJ-2018-054,2019-06-10,1,1,1,1,1,1.0,222451.72,222451.72,2019-06-10,2019-06-10
PRJ-2018-054,2019-06-24,1,1,1,1,1,2.0,112675.17,225350.33,2019-06-29,2019-06-29
PRJ-2018-054,2019-07-15,2,2,2,2,1,918.0,641.17,143943.78,2019-07-16,2019-07-18
PRJ-2018-054,2019-07-22,1,1,1,1,1,178.0,436.38,77675.14,2019-07-28,2019-07-28
PRJ-2018-054,2019-07-29,1,1,1,1,1,27.0,1468.47,39648.68,2019-08-02,2019-08-02
PRJ-2018-054,2019-09-02,1,1,1,1,1,4.0,104171.13,416684.53,2019-09-03,2019-09-03
PRJ-2018-054,2019-10-14,1,1,1,1,1,37.0,30.4,1124.62,2019-10-20,2019-10-20
PRJ-2018-054,2019-10-21,1,1,1,1,1,40.0,1186.57,47462.95,2019-10-22,2019-10-22
PRJ-2018-054,2019-11-11,1,1,1,1,1,27.0,2259.64,61010.15,2019-11-17,2019-11-17
PRJ-2018-054,2019-11-18,1,1,1,1,1,21.0,2432.41,51080.62,2019-11-21,2019-11-21
PRJ-2018-054,2019-11-25,1,1,1,1,1,34.0,4455.99,151503.58,2019-11-29,2019-11-29
PRJ-2018-054,2019-12-16,1,1,1,1,1,277.0,149.49,41409.87,2019-12-19,2019-12-19
PRJ-2018-054,2020-01-06,1,1,1,1,1,20.0,2062.17,41243.4,2020-01-06,2020-01-06
PRJ-2018-054,2020-01-27,1,1,1,1,1,633.0,116.9,73998.09,2020-01-28,2020-01-28
PRJ-2018-054,2020-02-10,1,1,1,1,1,292.0,158.13,46172.84,2020-02-14,2020-02-14
PRJ-2018-055,2018-04-09,2,2,2,2,2,481.0,205.14499999999998,97119.01000000001,2018-04-13,2018-04-14
PRJ-2018-055,2018-04-16,1,1,1,1,1,489.0,123.84,60557.3,2018-04-19,2018-04-19
PRJ-2018-055,2018-04-23,1,1,1,1,1,375.0,23.14,8676.17,2018-04-27,2018-04-27
PRJ-2018-055,2018-06-04,1,1,1,1,1,430.0,139.34,59916.1,2018-06-06,2018-06-06
PRJ-2018-055,2018-06-11,1,1,1,1,1,39.0,3691.44,143966.06,2018-06-13,2018-06-13
PRJ-2018-055,2018-06-25,2,2,1,1,2,376.0,96.28999999999999,32896.42,2018-06-25,2018-06-27
PRJ-2018-055,2018-07-02,2,2,2,2,2,44.0,26951.995,85986.93,2018-07-06,2018-07-06
PRJ-2018-055,2018-07-09,1,1,1,1,1,490.0,68.39,33509.75,2018-07-11,2018-07-11
PRJ-2018-055,2018-07-23,1,1,1,1,1,287.0,77.47,22234.47,2018-07-24,2018-07-24
PRJ-2018-055,2018-07-30,1,1,1,1,1,131.0,19.27,2523.77,2018-07-30,2018-07-30
PRJ-2018-055,2018-08-06,4,4,4,3,3,499.0,10738.512499999999,209282.34,2018-08-06,2018-08-12
PRJ-2018-055,2018-08-27,2,2,2,2,2,34.0,1751.6100000000001,52661.97,2018-08-27,2018-08-29
PRJ-2018-055,2018-09-10,1,1,1,1,1,358.0,55.02,19697.63,2018-09-16,2018-09-16
PRJ-2018-055,2018-10-22,1,1,1,1,1,640.0,253.62,162317.3,2018-10-22,2018-10-22
PRJ-2018-055,2018-10-29,2,2,2,1,2,18.0,49823.6,156101.54,2018-10-30,2018-10-30
PRJ-2018-055,2018-11-05,1,1,1,1,1,242.0,172.89,41839.17,2018-11-08,2018-11-08
PRJ-2018-055,2018-11-12,1,1,1,1,1,31.0,294.78,9138.17,2018-11-17,2018-11-17
PRJ-2018-055,2018-11-19,2,2,2,2,2,64.0,2806.5750000000003,81717.68000000001,2018-11-20,2018-11-22
PRJ-2018-055,2018-11-26,2,2,2,1,2,6.0,41650.22,249901.31,2018-11-30,2018-12-01
PRJ-2018-055,2018-12-10,1,1,1,1,1,3.0,75027.02,225081.05,2018-12-13,2018-12-13
PRJ-2018-055,2018-12-17,1,1,1,1,1,50.0,211.79,10589.6,2018-12-20,2018-12-20
PRJ-2018-055,2018-12-24,2,2,2,1,1,62.0,456.4,28296.98,2018-12-27,2018-12-27
PRJ-2018-055,2019-01-14,1,1,1,1,1,516.0,14.62,7542.82,2019-01-19,2019-01-19
PRJ-2018-055,2019-01-21,1,1,1,1,1,34.0,617.57,20997.44,2019-01-26,2019-01-26
PRJ-2018-055,2019-01-28,1,1,1,1,1,14.0,394.71,5525.91,2019-01-28,2019-01-28
PRJ-2018-055,2019-02-04,3,3,3,2,1,179.0,400.5333333333333,53647.78,2019-02-04,2019-02-10
PRJ-2018-055,2019-02-18,1,1,1,1,1,94.0,84.77,7968.45,2019-02-22,2019-02-22
PRJ-2018-055,2019-02-25,2,2,2,2,2,459.0,94.6,50511.479999999996,2019-02-25,2019-03-02
PRJ-2018-055,2019-03-04,3,3,2,2,2,131.0,607.5766666666667,63800.479999999996,2019-03-04,2019-03-10
PRJ-2018-055,2019-03-11,1,1,1,1,1,33.0,509.0,16796.93,2019-03-12,2019-03-12
PRJ-2018-055,2019-03-18,1,1,1,1,1,128.0,102.81,13160.13,2019-03-24,2019-03-24
PRJ-2018-055,2019-04-01,2,2,1,2,2,253.0,551.3199999999999,84755.62,2019-04-05,2019-04-07
PRJ-2018-055,2019-04-08,2,2,1,1,2,1296.0,21.580000000000002,24430.449999999997,2019-04-10,2019-04-13
PRJ-2018-055,2019-04-15,1,1,1,1,1,531.0,45.61,24220.52,2019-04-17,2019-04-17
PRJ-2018-055,2019-04-29,2,2,2,2,2,47.0,14829.314999999999,95155.14,2019-05-01,2019-05-03
PRJ-2018-055,2019-05-13,1,1,1,1,1,21.0,1391.78,29227.35,2019-05-15,2019-05-15
PRJ-2018-055,2019-06-17,1,1,1,1,1,64.0,497.39,31832.74,2019-06-17,2019-06-17
PRJ-2018-055,2019-07-22,1,1,1,1,1,40.0,80.63,3225.3,2019-07-27,2019-07-27
PRJ-2018-055,2019-07-29,3,3,3,2,2,535.0,208.70666666666668,54235.77,2019-07-29,2019-08-03
PRJ-2018-055,2019-08-05,1,1,1,1,1,481.0,0.72,343.92,2019-08-09,2019-08-09
PRJ-2018-055,2019-08-12,1,1,1,1,1,34.0,74.8,2543.12,2019-08-15,2019-08-15
PRJ-2018-055,2019-09-16,1,1,1,1,1,90.0,85.44,7689.68,2019-09-22,2019-09-22
PRJ-2018-056,2018-04-30,1,1,1,1,1,39.0,2616.06,102026.34,2018-05-04,2018-05-04
PRJ-2018-056,2018-05-07,1,1,1,1,1,458.0,1136.91,520706.16,2018-05-08,2018-05-08
PRJ-2018-056,2018-06-04,1,1,1,1,1,326.0,1044.83,340616.17,2018-06-10,2018-06-10
PRJ-2018-056,2018-06-25,1,1,1,1,1,1.0,745921.76,745921.76,2018-06-26,2018-06-26
PRJ-2018-056,2018-07-09,2,2,1,1,1,37.0,15891.39,593306.72,2018-07-12,2018-07-15
PRJ-2018-056,2018-07-16,1,1,1,1,1,276.0,2010.1,554787.39,2018-07-18,2018-07-18
PRJ-2018-056,2018-08-20,1,1,1,1,1,37.0,5632.55,208404.28,2018-08-20,2018-08-20
PRJ-2018-056,2018-09-03,3,3,3,2,2,984.0,2782.9733333333334,1101844.32,2018-09-03,2018-09-06
PRJ-2018-056,2018-09-10,2,2,2,1,2,7.0,194705.88,1196469.49,2018-09-10,2018-09-10
PRJ-2018-056,2018-09-17,1,1,1,1,1,17.0,17966.23,305425.87,2018-09-20,2018-09-20
PRJ-2018-056,2018-10-08,1,1,1,1,1,40.0,9249.22,369968.89,2018-10-12,2018-10-12
PRJ-2018-056,2018-10-15,1,1,1,1,1,71.0,930.88,66092.61,2018-10-19,2018-10-19
PRJ-2018-056,2018-10-22,2,2,2,2,2,71.0,119706.165,990505.4199999999,2018-10-22,2018-10-24
PRJ-2018-056,2018-11-05,1,1,1,1,1,23.0,2775.78,63842.98,2018-11-05,2018-11-05
PRJ-2018-056,2018-11-19,2,2,2,2,2,711.0,476.445,414945.3,2018-11-19,2018-11-25
PRJ-2018-056,2018-11-26,1,1,1,1,1,4.0,181995.24,727980.96,2018-11-29,2018-11-29
PRJ-2018-056,2018-12-03,1,1,1,1,1,702.0,2281.78,1601812.38,2018-12-08,2018-12-08
PRJ-2018-056,2018-12-10,1,1,1,1,1,344.0,105.82,36401.75,2018-12-14,2018-12-14
PRJ-2018-056,2018-12-17,1,1,1,1,1,14.0,4275.22,59853.12,2018-12-17,2018-12-17
PRJ-2018-056,2018-12-31,1,1,1,1,1,325.0,151.24,49152.77,2019-01-06,2019-01-06
PRJ-2018-056,2019-01-21,1,1,1,1,1,47.0,1563.45,73482.32,2019-01-21,2019-01-21
PRJ-2018-056,2019-02-11,1,1,1,1,1,43.0,22719.99,976959.63,2019-02-14,2019-02-14
PRJ-2018-056,2019-03-04,1,1,1,1,1,676.0,546.29,369291.82,2019-03-04,2019-03-04
PRJ-2018-056,2019-03-18,3,3,2,3,3,439.0,4703.566666666667,734799.3200000001,2019-03-20,2019-03-24
PRJ-2018-056,2019-03-25,1,1,1,1,1,60.0,2375.91,142554.83,2019-03-27,2019-03-27
PRJ-2018-056,2019-04-01,4,4,4,3,3,196.0,14636.720000000001,2075844.67,2019-04-01,2019-04-07
PRJ-2018-056,2019-04-15,2,2,1,1,2,187.0,3376.475,176093.56,2019-04-19,2019-04-19
PRJ-2018-056,2019-04-22,1,1,1,1,1,18.0,23636.48,425456.69,2019-04-26,2019-04-26
PRJ-2018-056,2019-05-20,1,1,1,1,1,52.0,118.17,6144.68,2019-05-21,2019-05-21
PRJ-2018-056,2019-05-27,1,1,1,1,1,61.0,2806.6,171202.57,2019-05-29,2019-05-29
PRJ-2018-056,2019-06-10,1,1,1,1,1,53.0,1709.27,90591.55,2019-06-14,2019-06-14
PRJ-2018-056,2019-06-17,1,1,1,1,1,160.0,814.1,130255.97,2019-06-22,2019-06-22
PRJ-2018-056,2019-07-08,1,1,1,1,1,87.0,341.16,29681.18,2019-07-08,2019-07-08
PRJ-2018-057,2018-04-16,1,1,1,1,1,84.0,1520.46,127718.48,2018-04-16,2018-04-16
PRJ-2018-057,2018-05-14,1,1,1,1,1,374.0,468.22,175112.74,2018-05-16,2018-05-16
PRJ-2018-057,2018-06-18,2,2,2,2,1,122.0,1149.0149999999999,83327.04,2018-06-22,2018-06-24
PRJ-2018-057,2018-06-25,1,1,1,1,1,363.0,432.35,156944.2,2018-07-01,2018-07-01
PRJ-2018-057,2018-07-02,1,1,1,1,1,3.0,174781.34,524344.03,2018-07-07,2018-07-07
PRJ-2018-057,2018-07-09,2,2,2,2,1,17.0,45433.21,366366.74,2018-07-09,2018-07-10
PRJ-2018-057,2018-07-16,1,1,1,1,1,327.0,60.92,19919.4,2018-07-16,2018-07-16
PRJ-2018-057,2018-07-30,2,2,2,2,2,674.0,1482.33,232814.22999999998,2018-07-30,2018-08-05
PRJ-2018-057,2018-08-06,2,2,2,1,2,6.0,39907.01,239442.05,2018-08-11,2018-08-11
PRJ-2018-057,2018-08-13,2,2,2,2,2,1256.0,330.32000000000005,291099.57999999996,2018-08-18,2018-08-18
PRJ-2018-057,2018-08-27,1,1,1,1,1,319.0,171.04,54561.64,2018-08-30,2018-08-30
PRJ-2018-057,2018-09-03,6,6,5,5,4,1924.0,19134.926666666666,1792722.7700000003,2018-09-07,2018-09-09
PRJ-2018-057,2018-09-10,1,1,1,1,1,46.0,12551.66,577376.15,2018-09-10,2018-09-10
PRJ-2018-057,2018-09-17,1,1,1,1,1,284.0,114.57,32538.83,2018-09-17,2018-09-17
PRJ-2018-057,2018-09-24,1,1,1,1,1,86.0,1062.05,91335.97,2018-09-24,2018-09-24
PRJ-2018-057,2018-10-01,1,1,1,1,1,259.0,11.51,2981.49,2018-10-06,2018-10-06
PRJ-2018-057,2018-10-22,1,1,1,1,1,26.0,6637.37,172571.6,2018-10-26,2018-10-26
PRJ-2018-057,2018-10-29,3,3,3,2,3,385.0,1699.9366666666665,344839.97,2018-10-29,2018-11-03
PRJ-2018-057,2018-11-12,2,2,2,2,2,365.0,1948.605,126533.78,2018-11-17,2018-11-17
PRJ-2018-057,2018-11-19,1,1,1,1,1,376.0,13.95,5245.12,2018-11-23,2018-11-23
PRJ-2018-057,2018-12-03,1,1,1,1,1,311.0,66.57,20704.46,2018-12-03,2018-12-03
PRJ-2018-057,2018-12-31,1,1,1,1,1,767.0,51.31,39358.49,2019-01-03,2019-01-03
PRJ-2018-057,2019-02-04,2,2,2,1,1,38.0,9570.36,363673.72,2019-02-09,2019-02-09
PRJ-2018-057,2019-02-25,1,1,1,1,1,25.0,717.36,17934.03,2019-03-03,2019-03-03
PRJ-2018-057,2019-03-04,2,2,2,2,2,69.0,34144.88,373007.83999999997,2019-03-06,2019-03-09
PRJ-2018-057,2019-03-11,2,2,2,2,2,248.0,1241.455,173759.47,2019-03-12,2019-03-13
PRJ-2018-057,2019-03-18,2,2,2,2,2,46.0,12763.6,564418.3200000001,2019-03-20,2019-03-22
PRJ-2018-057,2019-03-25,1,1,1,1,1,28.0,51.44,1440.44,2019-03-25,2019-03-25
PRJ-2018-057,2019-04-22,1,1,1,1,1,84.0,229.81,19304.43,2019-04-28,2019-04-28
PRJ-2018-057,2019-06-03,1,1,1,1,1,11.0,1416.11,15577.26,2019-06-09,2019-06-09
PRJ-2018-057,2019-06-17,1,1,1,1,1,5.0,9013.59,45067.97,2019-06-22,2019-06-22
PRJ-2018-057,2019-07-08,1,1,1,1,1,233.0,468.97,109270.45,2019-07-09,2019-07-09
PRJ-2018-057,2019-07-22,2,2,2,2,2,265.0,1291.7250000000001,20218.23,2019-07-28,2019-07-28
PRJ-2018-058,2018-01-29,2,2,2,1,2,710.0,113.495,89074.14,2018-02-03,2018-02-03
PRJ-2018-058,2018-02-05,1,1,1,1,1,72.0,535.76,38574.43,2018-02-09,2018-02-09
PRJ-2018-058,2018-02-19,2,2,2,2,2,39.0,2635.8050000000003,104006.45000000001,2018-02-20,2018-02-21
PRJ-2018-058,2018-02-26,3,3,3,3,2,853.0,460.6233333333334,152491.91999999998,2018-02-27,2018-02-28
PRJ-2018-058,2018-03-05,3,3,3,3,3,237.0,6678.823333333334,160976.69,2018-03-06,2018-03-11
PRJ-2018-058,2018-03-12,1,1,1,1,1,311.0,135.52,42148.1,2018-03-17,2018-03-17
PRJ-2018-058,2018-03-19,3,3,1,2,2,102.0,1413.8933333333334,69468.33,2018-03-23,2018-03-24
PRJ-2018-058,2018-03-26,2,2,2,1,2,19.0,9878.335000000001,84704.20000000001,2018-03-29,2018-03-31
PRJ-2018-058,2018-04-09,4,4,3,4,3,584.0,288.34000000000003,74001.81,2018-04-09,2018-04-15
PRJ-2018-058,2018-04-16,8,8,7,5,4,543.0,9665.507500000002,386057.2200000001,2018-04-16,2018-04-21
PRJ-2018-058,2018-04-23,3,3,2,1,3,980.0,165.35666666666665,104607.86,2018-04-25,2018-04-28
PRJ-2018-058,2018-04-30,3,3,3,3,3,79.0,66574.68333333333,503050.33999999997,2018-05-02,2018-05-06
PRJ-2018-058,2018-05-07,1,1,1,1,1,95.0,17.71,1682.18,2018-05-13,2018-05-13
PRJ-2018-058,2018-05-14,5,5,5,3,3,1335.0,2007.336,334933.36,2018-05-14,2018-05-19
PRJ-2018-058,2018-05-21,2,2,2,1,2,9.0,12030.945,101486.95000000001,2018-05-23,2018-05-23
PRJ-2018-058,2018-05-28,6,6,4,2,3,221.0,637.3133333333334,127196.79,2018-05-28,2018-06-02
PRJ-2018-058,2018-06-04,2,2,2,2,2,50.0,1676.875,92829.48999999999,2018-06-08,2018-06-10
PRJ-2018-059,2018-03-12,1,1,1,1,1,15.0,485.06,7275.92,2018-03-14,2018-03-14
PRJ-2018-059,2018-03-26,1,1,1,1,1,37.0,2139.36,79156.25,2018-03-26,2018-03-26
PRJ-2018-059,2018-04-02,1,1,1,1,1,452.0,173.27,78318.47,2018-04-06,2018-04-06
PRJ-2018-059,2018-04-09,1,1,1,1,1,336.0,3.05,1025.45,2018-04-10,2018-04-10
PRJ-2018-059,2018-04-16,1,1,1,1,1,322.0,58.11,18710.57,2018-04-16,2018-04-16
PRJ-2018-059,2018-04-30,1,1,1,1,1,69.0,4497.67,310339.06,2018-05-03,2018-05-03
PRJ-2018-059,2018-05-07,1,1,1,1,1,11.0,4566.05,50226.56,2018-05-07,2018-05-07
PRJ-2018-059,2018-05-21,1,1,1,1,1,44.0,5114.61,225043.04,2018-05-23,2018-05-23
PRJ-2018-059,2018-06-04,1,1,1,1,1,4.0,34973.89,139895.55,2018-06-10,2018-06-10
PRJ-2018-059,2018-06-18,1,1,1,1,1,108.0,410.46,44329.55,2018-06-20,2018-06-20
PRJ-2018-059,2018-07-02,2,2,2,2,2,751.0,628.31,541609.21,2018-07-03,2018-07-06
PRJ-2018-059,2018-07-09,4,4,3,3,3,1151.0,35334.9325,588728.55,2018-07-09,2018-07-15
PRJ-2018-059,2018-07-23,2,2,2,1,2,50.0,2582.475,97828.75,2018-07-24,2018-07-27
PRJ-2018-059,2018-07-30,1,1,1,1,1,1.0,22606.6,22606.6,2018-08-03,2018-08-03
PRJ-2018-059,2018-08-13,1,1,1,1,1,34.0,2177.03,74018.9,2018-08-17,2018-08-17
PRJ-2018-059,2018-08-20,1,1,1,1,1,46.0,5936.37,273073.21,2018-08-23,2018-08-23
PRJ-2018-059,2018-08-27,1,1,1,1,1,447.0,139.62,62410.34,2018-09-02,2018-09-02
PRJ-2018-059,2018-09-03,2,2,2,2,2,971.0,830.26,267327.13,2018-09-03,2018-09-07
PRJ-2018-059,2018-09-17,2,2,2,1,2,62.0,591.885,35991.64,2018-09-18,2018-09-21
PRJ-2018-059,2018-10-01,1,1,1,1,1,13.0,778.46,10120.03,2018-10-03,2018-10-03
PRJ-2018-059,2018-10-08,2,2,2,2,2,174.0,2085.905,451631.23,2018-10-09,2018-10-10
PRJ-2018-059,2018-10-15,1,1,1,1,1,6.0,532.07,3192.41,2018-10-18,2018-10-18
PRJ-2018-059,2018-10-29,2,2,2,2,2,211.0,20285.789999999997,196844.22,2018-11-01,2018-11-01
PRJ-2018-059,2018-11-05,2,2,2,2,2,640.0,2658.075,192686.37,2018-11-08,2018-11-11
PRJ-2018-059,2018-11-12,2,2,1,1,2,510.0,66.97,35230.15,2018-11-13,2018-11-16
PRJ-2018-059,2018-11-19,2,2,1,2,2,57.0,3169.93,97348.24,2018-11-20,2018-11-25
PRJ-2018-059,2018-12-10,1,1,1,1,1,155.0,222.03,34414.51,2018-12-16,2018-12-16
PRJ-2018-059,2018-12-17,2,2,2,2,2,531.0,1106.22,433342.46,2018-12-22,2018-12-23
PRJ-2018-059,2018-12-24,3,3,2,2,3,1698.0,160.93666666666667,98292.17000000001,2018-12-27,2018-12-30
PRJ-2018-059,2019-01-21,2,2,2,2,2,775.0,272.355,36289.59,2019-01-22,2019-01-25
PRJ-2018-059,2019-01-28,4,4,4,3,3,757.0,74218.015,426909.98000000004,2019-01-28,2019-02-03
PRJ-2018-059,2019-02-11,1,1,1,1,1,25.0,261.26,6531.62,2019-02-16,2019-02-16
PRJ-2018-059,2019-02-25,1,1,1,1,1,18.0,2033.0,36593.91,2019-02-28,2019-02-28
PRJ-2018-059,2019-03-04,1,1,1,1,1,277.0,82.15,22755.14,2019-03-04,2019-03-04
PRJ-2018-059,2019-03-11,2,2,2,2,2,265.0,230.03,19840.89,2019-03-13,2019-03-16
PRJ-2018-059,2019-03-18,1,1,1,1,1,26.0,2412.52,62725.54,2019-03-23,2019-03-23
PRJ-2018-059,2019-04-08,2,2,2,1,1,790.0,24.52,19367.2,2019-04-09,2019-04-09
PRJ-2018-059,2019-05-13,1,1,1,1,1,14.0,2919.77,40876.78,2019-05-17,2019-05-17
PRJ-2018-059,2019-05-20,1,1,1,1,1,7.0,4984.68,34892.76,2019-05-25,2019-05-25
PRJ-2018-060,2018-02-05,1,1,1,1,1,229.0,648.8,148574.96,2018-02-07,2018-02-07
PRJ-2018-060,2018-02-12,1,1,1,1,1,34.0,832.65,28310.09,2018-02-13,2018-02-13
PRJ-2018-060,2018-02-26,1,1,1,1,1,196.0,82.99,16265.91,2018-02-27,2018-02-27
PRJ-2018-060,2018-03-05,2,2,2,2,2,474.0,76441.3,398898.44,2018-03-08,2018-03-10
PRJ-2018-060,2018-03-19,2,2,2,2,2,994.0,112.245,113883.23000000001,2018-03-23,2018-03-23
PRJ-2018-060,2018-03-26,1,1,1,1,1,309.0,71.4,22062.72,2018-03-29,2018-03-29
PRJ-2018-060,2018-04-02,3,3,3,3,2,1352.0,2607.4666666666667,537324.04,2018-04-03,2018-04-08
PRJ-2018-060,2018-04-16,1,1,1,1,1,451.0,61.21,27607.76,2018-04-20,2018-04-20
PRJ-2018-060,2018-04-23,3,3,3,2,2,228.0,10598.256666666666,292114.12,2018-04-26,2018-04-29
PRJ-2018-060,2018-04-30,3,3,2,2,3,986.0,766.7533333333332,499828.6,2018-05-02,2018-05-03
PRJ-2018-060,2018-05-07,2,2,2,2,2,497.0,2049.8450000000003,345772.38,2018-05-11,2018-05-12
PRJ-2018-060,2018-05-21,1,1,1,1,1,11.0,3869.38,42563.19,2018-05-27,2018-05-27
PRJ-2018-060,2018-05-28,3,3,3,2,2,664.0,29449.653333333332,284241.08,2018-05-30,2018-06-03
PRJ-2018-060,2018-06-04,2,2,2,2,1,1361.0,280.465,387323.25,2018-06-04,2018-06-06
PRJ-2018-060,2018-06-18,2,2,2,2,2,52.0,3943.0200000000004,50904.83,2018-06-18,2018-06-24
PRJ-2018-060,2018-06-25,3,3,3,3,3,88.0,1738.4766666666667,150267.8,2018-06-25,2018-06-26
PRJ-2018-060,2018-07-02,3,3,3,3,3,703.0,5413.240000000001,600119.6699999999,2018-07-02,2018-07-08
PRJ-2018-060,2018-07-09,1,1,1,1,1,24.0,2806.74,67361.75,2018-07-12,2018-07-12
PRJ-2018-060,2018-07-16,2,2,2,2,2,79.0,9274.125,575772.3,2018-07-18,2018-07-19
PRJ-2018-060,2018-07-23,1,1,1,1,1,1.0,435140.64,435140.64,2018-07-25,2018-07-25
PRJ-2018-060,2018-07-30,1,1,1,1,1,65.0,429.18,27896.9,2018-08-04,2018-08-04
PRJ-2018-060,2018-08-20,1,1,1,1,1,33.0,1970.56,65028.51,2018-08-22,2018-08-22
PRJ-2018-060,2018-08-27,1,1,1,1,1,21.0,2175.98,45695.57,2018-08-29,2018-08-29
PRJ-2018-060,2018-09-10,1,1,1,1,1,15.0,5335.4,80031.05,2018-09-10,2018-09-10
PRJ-2018-061,2018-02-19,1,1,1,1,1,432.0,1387.53,599413.19,2018-02-23,2018-02-23
PRJ-2018-061,2018-04-09,1,1,1,1,1,54.0,14840.71,801398.49,2018-04-11,2018-04-11
PRJ-2018-061,2018-04-23,1,1,1,1,1,18.0,78475.41,1412557.44,2018-04-29,2018-04-29
PRJ-2018-061,2018-05-07,2,2,2,2,2,500.0,46117.46,903357.76,2018-05-07,2018-05-12
PRJ-2018-061,2018-05-14,1,1,1,1,1,46.0,10880.59,500507.29,2018-05-18,2018-05-18
PRJ-2018-061,2018-05-28,3,3,3,3,3,265.0,140102.66333333333,1567612.3499999999,2018-05-29,2018-06-01
PRJ-2018-061,2018-07-16,1,1,1,1,1,483.0,142.84,68993.25,2018-07-18,2018-07-18
PRJ-2018-061,2018-07-30,2,2,2,2,2,861.0,2118.7200000000003,421440.38,2018-07-31,2018-08-03
PRJ-2018-061,2018-08-20,2,2,2,2,2,323.0,8721.48,408322.51,2018-08-21,2018-08-23
PRJ-2018-061,2018-08-27,1,1,1,1,1,475.0,1377.67,654392.67,2018-08-31,2018-08-31
PRJ-2018-061,2018-09-03,3,3,3,3,2,40.0,114283.21,1519508.48,2018-09-04,2018-09-08
PRJ-2018-061,2018-09-10,1,1,1,1,1,2.0,530496.63,1060993.27,2018-09-13,2018-09-13
PRJ-2018-061,2018-09-17,1,1,1,1,1,11.0,17882.99,196712.86,2018-09-21,2018-09-21
PRJ-2018-061,2018-09-24,3,3,3,2,2,535.0,387.1133333333333,181605.52000000002,2018-09-29,2018-09-30
PRJ-2018-061,2018-10-08,1,1,1,1,1,11.0,2390.23,26292.52,2018-10-11,2018-10-11
PRJ-2018-061,2018-10-15,1,1,1,1,1,877.0,52.28,45851.08,2018-10-17,2018-10-17
PRJ-2018-061,2018-10-29,1,1,1,1,1,17.0,76574.93,1301773.83,2018-10-30,2018-10-30
PRJ-2018-061,2018-11-05,2,2,2,2,2,416.0,110129.13,699239.4600000001,2018-11-10,2018-11-10
PRJ-2018-061,2018-11-19,1,1,1,1,1,12.0,11010.84,132130.07,2018-11-25,2018-11-25
PRJ-2018-061,2018-11-26,3,3,3,2,3,100.0,14064.663333333336,358698.7,2018-11-26,2018-12-01
PRJ-2018-061,2018-12-03,2,2,2,2,2,25.0,76032.35,735329.7,2018-12-06,2018-12-06
PRJ-2018-061,2018-12-17,2,2,2,2,2,384.0,66537.105,536943.94,2018-12-19,2018-12-20
PRJ-2018-061,2018-12-31,1,1,1,1,1,29.0,2777.38,80544.16,2019-01-04,2019-01-04
PRJ-2018-061,2019-01-07,1,1,1,1,1,8.0,1666.8,13334.43,2019-01-12,2019-01-12
PRJ-2018-061,2019-01-21,1,1,1,1,1,62.0,3602.21,223337.02,2019-01-27,2019-01-27
PRJ-2018-061,2019-02-11,1,1,1,1,1,361.0,66.64,24056.18,2019-02-14,2019-02-14
PRJ-2018-061,2019-02-25,2,2,2,1,2,24.0,12912.720000000001,307569.54,2019-02-27,2019-03-03
PRJ-2018-061,2019-03-11,1,1,1,1,1,9.0,11634.03,104706.31,2019-03-11,2019-03-11
PRJ-2018-061,2019-03-25,2,2,2,1,1,46.0,5238.56,240973.92,2019-03-26,2019-03-26
PRJ-2018-061,2019-04-01,1,1,1,1,1,40.0,389.23,15569.02,2019-04-07,2019-04-07
PRJ-2018-061,2019-04-08,1,1,1,1,1,32.0,7163.78,229240.93,2019-04-11,2019-04-11
PRJ-2018-061,2019-04-29,1,1,1,1,1,27.0,2827.75,76349.15,2019-04-29,2019-04-29
PRJ-2018-062,2018-02-19,1,1,1,1,1,200.0,520.53,104105.93,2018-02-22,2018-02-22
PRJ-2018-062,2018-03-05,2,2,2,1,2,577.0,900.845,253466.57,2018-03-07,2018-03-10
