project_id,project_name,original_contract_value,gc_name,est_labor,est_material,est_equip,est_sub,total_budget,actual_labor_cost,actual_material_cost,actual_tracked_cost,co_approved_value,co_rejected_value,adjusted_contract,bid_margin,realized_margin_dollars,realized_margin_pct,labor_overrun_pct,material_overrun_pct,rfi_count,rfi_cost_impact_count,rfi_high_critical,rfi_open,cumulative_billed,pct_billed,budget_coverage,ot_share
PRJ-2020-182,Houston Office Park - Core & Shell MEP,7358000.0,JE Dunn,3344100.0,1380600.0,2106400.0,440200.0,7271300.0,1949011.4300000356,3556805.969999999,5505817.400000034,960300.0,654700.0,8318300.0,0.011783093231856445,265882.5999999661,0.031963574288011505,-41.71790825633098,157.62755106475436,39,13,16,1,7311300.0,0.8789416106656408,0.9882169067681436,0.05633552514661454
PRJ-2019-088,Oklahoma City Elementary Campus - Climate Systems,9124000.0,JE Dunn,4855700.0,1910400.0,2364100.0,638900.0,9769100.0,2230029.0500000403,4255496.78,6485525.830000041,644700.0,953300.0,9768700.0,-0.07070363875493202,280174.16999995895,0.0286808039964334,-54.07399448071255,122.75422843383588,86,23,24,2,9056500.0,0.9270936767430672,1.070703638754932,0.05583873957367933
PRJ-2020-163,Nashville High School - New Construction,7125000.0,Mortenson,3868000.0,1412700.0,1849900.0,496100.0,7626700.0,3440685.1800000127,2929643.0700000003,6370328.250000013,1874200.0,426800.0,8999200.0,-0.07041403508771937,282871.74999998696,0.03143298848786414,-11.047435884177537,107.3789955404545,71,22,29,2,7078600.0,0.7865810294248378,1.0704140350877194,0.054334218037958834
PRJ-2018-023,Richmond High School - New Construction,8862000.0,DPR Construction,4431300.0,1817200.0,2357600.0,552700.0,9158800.0,2175563.1700000446,4251639.470000001,6427202.640000045,770800.0,377900.0,9632800.0,-0.033491311216429676,295297.3599999547,0.030655402375213303,-50.9046291156084,133.96651276689417,37,11,15,0,8806000.0,0.9141682584502948,1.0334913112164297,0.05430116075687709
PRJ-2021-246,San Antonio Hospital - Mechanical Systems Renovation,9501000.0,DPR Construction,4776200.0,1890300.0,2500500.0,622600.0,9789600.0,3521520.3800000153,4182969.83,7704490.210000016,1635100.0,443900.0,11136100.0,-0.030375749921060846,308509.7899999842,0.02770357575811857,-26.26941124743488,121.28603025974711,63,22,29,1,9436700.0,0.8473972036889037,1.0303757499210608,0.05346990786120369
PRJ-2023-395,Tampa Senior Living - HVAC Upgrade,3591000.0,Skanska USA,1827500.0,821000.0,971000.0,216400.0,3835900.0,622517.1899999988,1647743.49,2270260.679999999,208300.0,63500.0,3799300.0,-0.06819827346143126,341639.32000000123,0.08992164872476541,-65.93613187414508,100.6995724725944,23,7,10,0,3562900.0,0.9377780117390045,1.0681982734614313,0.05902004454342984
PRJ-2022-330,Boston Mixed-Income Housing - Climate Control,3812000.0,Mortenson,1860600.0,814800.0,798300.0,219200.0,3692900.0,832266.0199999973,1623237.2499999998,2455503.269999997,26200.0,-40200.0,3838200.0,0.031243441762854096,365196.7300000028,0.09514791568964691,-55.268944426529224,99.21910284732446,18,3,8,0,3776600.0,0.98395081027565,0.9687565582371459,0.054840049854590775
PRJ-2018-068,Tampa Unified School District - HVAC Modernization,8544000.0,JE Dunn,4653200.0,1789200.0,2155100.0,479100.0,9076600.0,2376305.880000036,3498701.94,5875007.820000036,356900.0,107900.0,8900900.0,-0.06233614232209739,391692.1799999643,0.04400590726780037,-48.93179145534178,95.54560362173036,66,11,25,2,8484600.0,0.9532294487074341,1.0623361423220974,0.05467218470921368
PRJ-2023-388,Tampa High School - New Construction,11540000.0,Turner Construction,6151100.0,2510000.0,3321300.0,787300.0,12769700.0,3423560.5700000217,5420678.840000001,8844239.410000023,1806200.0,270800.0,13346200.0,-0.1065597920277297,393360.5899999775,0.029473602223852296,-44.34230349043226,115.9633003984064,52,13,18,0,11460200.0,0.8586863676552127,1.1065597920277297,0.052782529938613265
PRJ-2022-358,Denver High School - New Construction,6596000.0,Mortenson,3301600.0,1376800.0,1553900.0,399100.0,6631400.0,1946006.5900000366,2771980.2100000014,4717986.800000038,471800.0,52700.0,7067800.0,-0.005366889023650678,396813.199999962,0.05614380712526699,-41.05868094257219,101.33499491574676,52,10,20,1,6555600.0,0.9275304903930501,1.0053668890236507,0.0571860547847741
PRJ-2019-157,Portland Office Park - Core & Shell MEP,6804000.0,Mortenson,3191200.0,1248500.0,1746300.0,389100.0,6575100.0,2253919.740000037,3072253.8600000003,5326173.600000037,1068700.0,237200.0,7872700.0,0.03364197530864199,411126.3999999631,0.05222177905927612,-29.370777763849432,146.07559951942335,70,25,30,3,6756100.0,0.8581680998894915,0.966358024691358,0.05449133786155842
PRJ-2020-180,Kansas City Senior Living - HVAC Upgrade,8550000.0,Mortenson,4408200.0,1911400.0,1996700.0,423700.0,8740000.0,3467223.7500000093,3906046.139999999,7373269.890000008,1672000.0,291600.0,10222000.0,-0.022222222222222143,428330.10999999195,0.04190276951672784,-21.346042602422543,104.35524432353245,68,20,28,2,8496900.0,0.8312365486206222,1.0222222222222221,0.056146278445791516
PRJ-2018-051,San Antonio Regional Medical Center - HVAC Upgrade,6433000.0,JE Dunn,3005400.0,1060500.0,1492300.0,418900.0,5977100.0,2076174.7200000458,2634052.3000000003,4710227.020000046,638000.0,-51700.0,7071000.0,0.07086895694077411,449572.9799999539,0.06357983029273849,-30.918522659211888,148.37834040546915,54,9,14,1,6390400.0,0.9037477018809221,0.9291310430592259,0.052089391044280134
PRJ-2019-148,Las Vegas Middle School - HVAC Systems,7547000.0,JE Dunn,3623500.0,1461200.0,2028700.0,469000.0,7582400.0,1818597.2900000364,3411408.559999999,5230005.850000035,645600.0,157600.0,8192600.0,-0.004690605538624659,464894.149999965,0.05674561799672448,-49.811031047328925,133.4662304954831,50,9,17,1,7496600.0,0.9150452847691819,1.0046906055386247,0.05299517365382796
PRJ-2022-370,Richmond Mixed-Income Housing - Climate Control,3301000.0,Turner Construction,1840600.0,729600.0,754600.0,181800.0,3506600.0,1055798.0599999959,1324926.1499999992,2380724.2099999953,508200.0,48600.0,3809200.0,-0.062284156316267714,492075.7900000047,0.12918087524939742,-42.6383755297188,81.59623766447356,34,11,12,0,3274200.0,0.8595505617977528,1.0622841563162677,0.053847405238327636
PRJ-2019-083,Cincinnati Elementary Campus - Climate Systems,8483000.0,JE Dunn,4592100.0,1655300.0,2339800.0,580200.0,9167400.0,2106700.600000049,3654796.7499999995,5761497.350000048,700600.0,36200.0,9183600.0,-0.08067900506896142,502102.64999995194,0.05467383705735789,-54.123372748850215,120.79361747115325,59,19,17,1,8426800.0,0.9175922296267259,1.0806790050689614,0.05182702525954386
PRJ-2019-134,Minneapolis Cloud Campus Phase 1 - Cooling,5471000.0,JE Dunn,2881200.0,1258100.0,1317100.0,346900.0,5803300.0,1425065.5900000155,2381078.87,3806144.460000016,508700.0,399100.0,5979700.0,-0.060738439042222536,509555.5399999842,0.08521423148318213,-50.53916458420049,89.25990541292425,44,13,14,0,5435400.0,0.9089753666571901,1.0607384390422225,0.05631419939577039
PRJ-2021-304,Tampa Edge Data Center - Thermal Management,4796000.0,Mortenson,2287800.0,872400.0,1194300.0,275600.0,4630100.0,1430876.5200000124,2103463.4399999995,3534339.960000012,727300.0,-23400.0,5523300.0,0.03459132610508753,519060.03999998793,0.09397643437799648,-37.456223446104886,141.11226960110037,39,9,17,0,4767300.0,0.8631253055238716,0.9654086738949125,0.05230806315535736
PRJ-2022-363,Salt Lake City Middle School - HVAC Systems,5770000.0,Turner Construction,2808700.0,1224700.0,1404700.0,344200.0,5782300.0,1194702.1500000027,2571354.26,3766056.4100000025,303300.0,235500.0,6073300.0,-0.0021317157712306134,558343.589999998,0.09193413630151615,-57.46423078292439,109.9578884624806,30,5,15,1,5727300.0,0.9430293250786228,1.0021317157712306,0.05149717922754231
PRJ-2023-399,Louisville Edge Data Center - Thermal Management,8502000.0,JE Dunn,4071200.0,1566200.0,2168800.0,389200.0,8195400.0,3622001.9000000013,3629731.1799999997,7251733.080000001,1875200.0,517400.0,10377200.0,0.03606210303458013,567466.9199999981,0.05468401110126027,-11.03355521713496,131.7540020431618,87,27,30,3,8451900.0,0.8144682573333847,0.9639378969654199,0.05236252448521332
PRJ-2019-158,Denver High School - New Construction,5838000.0,DPR Construction,2686900.0,1220100.0,1285000.0,250000.0,5442000.0,1658562.8200000224,2441666.7800000003,4100229.600000023,365200.0,171400.0,6203200.0,0.06783144912641315,567970.3999999771,0.09156087180809536,-38.27225352636784,100.12021801491682,51,11,22,4,5800100.0,0.9350174103688419,0.9321685508735869,0.05343669250645995
PRJ-2021-313,Louisville Middle School - HVAC Systems,5695000.0,Mortenson,2710800.0,1065100.0,1498800.0,360300.0,5635000.0,1087593.279999996,2495903.7299999995,3583497.0099999956,332500.0,123400.0,6027500.0,0.010535557506584747,584902.990000004,0.09703906926586545,-59.87925040578441,134.3351544455919,46,13,17,1,5645900.0,0.9366901700539195,0.9894644424934153,0.055034197550501034
PRJ-2024-003,Greenfield Elementary School - New Construction,5544000.0,DPR Construction,1862900.0,761900.0,822100.0,223800.0,3670700.0,1954577.9900000226,2268510.1100000003,4223088.100000023,321300.0,372800.0,5865300.0,0.3378968253968254,596311.8999999771,0.10166775782994511,4.9212512748952,197.74381283633028,45,9,12,1,5500700.0,0.9378377917583073,0.6621031746031746,0.0705805972917826
PRJ-2022-338,Salt Lake City Middle School - HVAC Systems,6503000.0,DPR Construction,3392900.0,1397100.0,1743700.0,342300.0,6876000.0,1962982.470000038,2859434.9299999997,4822417.400000038,1051100.0,29600.0,7554100.0,-0.05735814239581738,645682.5999999624,0.0854744575793228,-42.14440537593097,104.66930999928424,50,16,22,0,6459200.0,0.8550588422181332,1.0573581423958174,0.05450862979922508
PRJ-2021-270,Richmond Apartment Complex - MEP,10208000.0,Mortenson,5351000.0,2032000.0,2952600.0,626500.0,10962100.0,2203428.7400000384,4460764.18,6664192.920000038,695900.0,26400.0,10903900.0,-0.07387343260188084,660607.079999961,0.06058447711368969,-58.82211287609721,119.52579625984252,47,11,14,1,10145500.0,0.9304469043186383,1.0738734326018808,0.051698555251854746
PRJ-2021-285,Atlanta Mixed-Income Housing - Climate Control,6250000.0,Mortenson,2952000.0,1213500.0,1475900.0,376400.0,6017800.0,1727268.200000029,2684070.7300000004,4411338.9300000295,678300.0,455700.0,6928300.0,0.03715199999999996,664661.0699999705,0.09593422195920652,-41.488204607045084,121.18423815409973,53,10,24,2,6207100.0,0.895905200409913,0.962848,0.05234925995827953
PRJ-2018-012,Pittsburgh Business Center - MEP Systems,9048000.0,DPR Construction,4427700.0,1892400.0,2146500.0,491200.0,8957800.0,1772692.3000000292,4523072.72,6295765.020000029,555300.0,401000.0,9603300.0,0.009969053934571148,669834.9799999706,0.06975050034883536,-59.96358606048221,139.0125089833016,58,19,18,1,8981600.0,0.9352618370768382,0.9900309460654289,0.05493971217425126
PRJ-2018-063,Cincinnati High School - New Construction,5612000.0,Mortenson,3063400.0,1224500.0,1270600.0,373000.0,5931500.0,1340459.210000011,2310454.7499999995,3650913.96000001,353800.0,156600.0,5965800.0,-0.056931575196008444,671286.0399999898,0.11252238425692947,-56.24276261670005,88.68556553695382,47,9,16,2,5571400.0,0.9338898387475276,1.0569315751960084,0.055619781631342326
PRJ-2020-222,Oklahoma City Corporate Campus - HVAC Systems,10170000.0,Skanska USA,4791600.0,2014800.0,2101300.0,592600.0,9500300.0,3459640.750000014,4112716.96,7572357.710000014,767600.0,692800.0,10937600.0,0.06585054080629305,671342.2899999861,0.06137930533206426,-27.79779718674318,104.12532062735752,96,21,36,2,10103800.0,0.9237675541252194,0.934149459193707,0.05578224522292994
PRJ-2021-305,Albuquerque Senior Living - HVAC Upgrade,7776000.0,Skanska USA,3930900.0,1576900.0,1781100.0,517500.0,7806400.0,3007357.2100000237,3288110.629999999,6295467.840000022,1490600.0,114700.0,9266600.0,-0.003909465020576208,672532.1599999778,0.07257593507866723,-23.49443613421802,108.51738410806004,68,16,15,2,7723100.0,0.8334340534823992,1.0039094650205762,0.05298203317834797
PRJ-2018-077,Minneapolis Mixed-Use Tower - Mechanical,4898000.0,Turner Construction,2303400.0,1069400.0,1097600.0,272500.0,4742900.0,1402907.810000014,2209171.5899999994,3612079.4000000134,760300.0,320300.0,5658300.0,0.031665986116782396,676120.5999999866,0.11949182616686754,-39.09404315359842,106.58047409762479,44,12,19,0,4867200.0,0.8601876888818196,0.9683340138832176,0.054982817869415807
PRJ-2018-058,Boston Middle School - HVAC Systems,5584000.0,DPR Construction,3003200.0,1120600.0,1328400.0,372300.0,5824500.0,623484.8299999997,2467290.26,3090775.0899999994,-93900.0,-24600.0,5490100.0,-0.04306948424068757,698624.9100000001,0.12725176408444294,-79.23931706180075,120.17582188113506,18,5,8,0,5542600.0,1.0095626673466787,1.0430694842406876,0.056435918821239925
PRJ-2021-288,Indianapolis Unified School District - HVAC Modernization,9948000.0,Mortenson,5236100.0,2319500.0,2834900.0,593700.0,10984200.0,2040894.9100000423,4702689.230000001,6743584.140000043,925600.0,646700.0,10873600.0,-0.10416164053075994,701415.8599999566,0.06450631437609959,-61.0226139684108,102.74581720198324,44,9,11,1,9884500.0,0.9090365656268393,1.10416164053076,0.05340173240265747
PRJ-2022-374,Houston Colocation Facility - HVAC,5458000.0,JE Dunn,2679700.0,1124600.0,1096600.0,294400.0,5195300.0,2399480.8700000304,2237355.3800000004,4636836.250000031,1285900.0,141900.0,6743900.0,0.04813118358373025,716063.7499999693,0.1061794733017941,-10.457108258385993,98.94677040725594,53,12,18,2,5423500.0,0.804208247453254,0.9518688164162697,0.05536357091432685
PRJ-2020-230,Atlanta Residential Tower - HVAC Systems,6912000.0,DPR Construction,3744700.0,1464200.0,1687200.0,515200.0,7411300.0,1220790.7000000041,3004351.42,4225142.120000004,244300.0,-66300.0,7156300.0,-0.07223668981481479,728757.8799999962,0.10183445076366225,-67.39950596843528,105.18722988662752,26,5,9,0,6856000.0,0.9580369744141526,1.0722366898148148,0.055414908579465544
PRJ-2020-164,Richmond Cloud Campus Phase 1 - Cooling,7029000.0,Turner Construction,3464800.0,1432400.0,1860000.0,390000.0,7147200.0,1755751.3000000292,3103772.5699999994,4859523.870000029,822900.0,-22700.0,7851900.0,-0.01681604780196322,742376.129999971,0.09454732357772909,-49.32604190717995,116.68336847249367,54,16,21,0,6974300.0,0.888230874055961,1.0168160478019632,0.056678166584524396
PRJ-2021-258,Portland Unified School District - HVAC Modernization,6385000.0,Turner Construction,3090100.0,1186500.0,1543700.0,347800.0,6168100.0,1291126.0900000054,2785635.31,4076761.4000000055,325700.0,518200.0,6710700.0,0.033970242756460434,742438.599999994,0.11063504552431103,-58.21733633215735,134.7775229667088,46,8,12,0,6342300.0,0.9451025973445393,0.9660297572435396,0.057578209277238404
PRJ-2019-100,Richmond Mixed-Income Housing - Climate Control,5785000.0,Skanska USA,2923200.0,1231100.0,1317600.0,337300.0,5809200.0,1195071.060000002,2407895.520000001,3602966.580000003,220900.0,208200.0,6005900.0,-0.004183232497839251,748033.4199999971,0.12454976273331177,-59.11771141215101,95.58894647063609,21,5,7,1,5740000.0,0.9557268685792304,1.0041832324978393,0.05282855909025479
PRJ-2020-170,Minneapolis Residential Tower - HVAC Systems,4816000.0,JE Dunn,2405000.0,1039900.0,1134100.0,310900.0,4889900.0,643085.1699999998,2090244.9100000006,2733330.0800000005,119100.0,0.0,4935100.0,-0.015344684385382168,756769.9199999995,0.15334439423719873,-73.2604918918919,101.00441484758153,29,8,7,0,4781200.0,0.9688152215760573,1.0153446843853822,0.05571847507331378
PRJ-2019-095,Phoenix Senior Living - HVAC Upgrade,11001000.0,DPR Construction,5295600.0,2122700.0,2623000.0,734800.0,10776100.0,3800106.250000006,4720070.540000001,8520176.790000007,1634100.0,818400.0,12635100.0,0.020443596036723966,757123.2099999934,0.0599222174735454,-28.240307991540035,122.3616403636878,88,23,33,5,10928800.0,0.8649555603042318,0.979556403963276,0.05382487643404525
PRJ-2019-098,Baltimore Unified School District - HVAC Modernization,6621000.0,Turner Construction,3739500.0,1480600.0,1605100.0,406700.0,7231900.0,1896600.5200000354,2709900.13,4606500.650000036,766000.0,252600.0,7387000.0,-0.09226702914967522,768699.3499999642,0.10406110058209886,-49.281975665194935,83.02715993516141,37,9,12,3,6575400.0,0.8901313117639096,1.0922670291496752,0.05548985718184299
PRJ-2019-084,Sacramento Data Center - Precision Cooling Systems,7196000.0,Turner Construction,3572800.0,1337700.0,1639900.0,434400.0,6984800.0,2278171.9700000295,2962420.1300000004,5240592.100000029,890300.0,522000.0,8086300.0,0.029349638688160096,771407.8999999706,0.09539689351124378,-36.235670342587625,121.45624056215895,81,24,31,1,7147700.0,0.8839271360201822,0.9706503613118399,0.055069402534701266
PRJ-2020-200,Boston Senior Living - HVAC Upgrade,4488000.0,JE Dunn,2436600.0,968000.0,1114600.0,290100.0,4809300.0,1189294.6600000006,1812070.17,3001364.8300000005,690500.0,52900.0,5178500.0,-0.07159090909090904,772435.1699999999,0.14916195230279036,-51.19040219978657,87.19733161157023,39,8,8,0,4456400.0,0.8605580766631263,1.071590909090909,0.05591054313099041
PRJ-2022-353,Atlanta Elementary Campus - Climate Systems,6748000.0,DPR Construction,3741500.0,1467500.0,1687900.0,358400.0,7255300.0,1720890.5200000254,2830650.8200000003,4551541.340000026,633400.0,255300.0,7381400.0,-0.07517783046828685,783558.6599999741,0.1061531227138448,-54.0053315515161,92.88932333901194,51,13,25,0,6704800.0,0.9083371718102257,1.0751778304682869,0.05263157894736842
PRJ-2020-228,Oklahoma City Unified School District - HVAC Modernization,8395000.0,JE Dunn,4063300.0,1757800.0,2025100.0,532700.0,8378900.0,1748322.9200000286,3757464.2400000016,5505787.16000003,453300.0,211800.0,8848300.0,0.0019178082191780854,784712.83999997,0.08868515308024932,-56.9728319346337,113.75948572078744,30,9,6,0,8334900.0,0.941977555010567,0.9980821917808219,0.053858361436222975
PRJ-2023-390,Louisville Apartment Complex - MEP,9884000.0,JE Dunn,5158100.0,2188400.0,2482700.0,657700.0,10486900.0,3051256.2300000233,4140333.099999999,7191589.330000022,1273300.0,498100.0,11157300.0,-0.06099757183326582,825310.6699999776,0.07397046507667425,-40.84534557298185,89.19453025041122,53,7,17,0,9814800.0,0.8796751902341965,1.0609975718332658,0.055659151268576595
PRJ-2021-265,Salt Lake City Senior Living - HVAC Upgrade,5721000.0,Mortenson,2813100.0,1123700.0,1338300.0,359200.0,5634300.0,1736720.9500000265,2362306.9699999993,4099027.920000026,902100.0,136900.0,6623100.0,0.01515469323544838,826572.079999974,0.12480138907761834,-38.263092318082315,110.22576933345194,57,13,17,1,5679300.0,0.8574987543597409,0.9848453067645516,0.054827175208581644
PRJ-2021-254,Baltimore Edge Data Center - Thermal Management,7049000.0,Mortenson,3386300.0,1555900.0,1714400.0,402500.0,7059100.0,1743117.7300000282,2970412.47,4713530.200000028,608400.0,325500.0,7657400.0,-0.00143282735139727,826969.7999999719,0.10799616057669338,-48.524415143370994,90.9128138055145,53,19,17,1,6997700.0,0.913848042416486,1.0014328273513973,0.05459598967639468
PRJ-2020-232,Minneapolis Corporate Campus - HVAC Systems,7301000.0,JE Dunn,3659200.0,1343800.0,1783700.0,398400.0,7185100.0,1955325.9300000358,2931561.36,4886887.290000035,621100.0,520900.0,7922100.0,0.015874537734556937,853112.7099999646,0.10768769770641176,-46.564114287274926,118.15458848042861,59,14,20,2,7252600.0,0.9154895797831383,0.9841254622654431,0.05745396600566572
PRJ-2018-044,Oklahoma City Cloud Campus Phase 1 - Cooling,7204000.0,Mortenson,3651800.0,1572700.0,1682900.0,366100.0,7273500.0,1649721.9400000207,3328204.9300000016,4977926.870000022,702400.0,387300.0,7906400.0,-0.009647418101055072,879473.1299999775,0.11123559774359729,-54.82441699983514,111.62363642144095,52,10,20,1,7155400.0,0.9050136598198928,1.009647418101055,0.057592729578357815
PRJ-2020-240,Atlanta Residential Tower - HVAC Systems,8580000.0,JE Dunn,4325600.0,1951200.0,1904600.0,518800.0,8700200.0,2772306.290000026,3737638.19,6509944.4800000265,1267200.0,575900.0,9847200.0,-0.014009324009323976,913855.5199999735,0.09280359086846753,-35.9093237932304,91.55587279622796,92,24,31,2,8519500.0,0.8651697944593387,1.014009324009324,0.05806652160397886
PRJ-2019-124,Sacramento Colocation Facility - HVAC,6722000.0,DPR Construction,3735200.0,1422000.0,1657400.0,503500.0,7318100.0,1296665.8200000087,2857437.3499999996,4154103.1700000083,534200.0,135400.0,7256200.0,-0.08867896459387081,941196.8299999917,0.12970932857418369,-65.28523720282693,100.94496132208155,59,18,17,0,6667500.0,0.9188693806675671,1.0886789645938708,0.060856799679701055
PRJ-2023-382,Baltimore Corporate Campus - HVAC Systems,10081000.0,Skanska USA,5240500.0,2209600.0,2643000.0,721800.0,10814900.0,1696514.1300000253,4439140.33,6135654.460000025,451100.0,739200.0,10532100.0,-0.07280031742882653,1031645.5399999749,0.09795250140047805,-67.6268651846193,100.90244071325128,48,14,12,2,10014000.0,0.9508075312615718,1.0728003174288265,0.05795327007448219
PRJ-2019-111,Louisville Surgery Center - Climate Control,10721000.0,Skanska USA,5667200.0,2622400.0,2585200.0,562200.0,11437000.0,2087744.1200000492,5195564.42,7283308.540000049,763200.0,669500.0,11484200.0,-0.06678481484936105,1053491.4599999506,0.09173398756552051,-63.16092391304261,98.12249923733984,36,8,8,0,10652700.0,0.927596175615193,1.066784814849361,0.05308205086001152
PRJ-2019-085,Louisville Residential Tower - HVAC Systems,6578000.0,JE Dunn,3359400.0,1447600.0,1360900.0,331700.0,6499600.0,1719775.0000000258,2759777.36,4479552.3600000255,662600.0,0.0,7240600.0,0.011918516266342327,1068447.6399999745,0.1475634118719408,-48.80707864499536,90.64502348715114,53,8,18,1,6529700.0,0.9018175289340662,0.9880814837336577,0.05311318878058484
PRJ-2021-314,Tampa Data Center - Precision Cooling Systems,6447000.0,DPR Construction,3539400.0,1378500.0,1589700.0,402800.0,6910400.0,1537219.190000019,2703881.34,4241100.530000019,889100.0,63900.0,7336100.0,-0.07187839305103139,1102499.469999981,0.1502841387113018,-56.56836780245186,96.14663329706201,57,11,19,0,6395800.0,0.8718256294216273,1.0718783930510314,0.04948268106162843
PRJ-2022-360,Denver Senior Living - HVAC Upgrade,8177000.0,DPR Construction,4169800.0,1703600.0,1977900.0,426700.0,8278000.0,2135462.820000048,3466794.000000001,5602256.820000049,932400.0,180200.0,9109400.0,-0.012351718234071107,1102543.1799999513,0.12103356752365153,-48.78740419204644,103.49812162479459,53,15,16,1,8119500.0,0.8913320306496586,1.012351718234071,0.050423557886244454
PRJ-2019-130,Columbus Senior Living - HVAC Upgrade,7207000.0,Turner Construction,3379100.0,1416300.0,1818500.0,456000.0,7069900.0,2129806.9800000372,3263757.3700000006,5393564.350000038,1564200.0,59700.0,8771200.0,0.019023171916192627,1103135.6499999622,0.12576792799160458,-36.97117634873081,130.4425171220787,95,23,32,4,7148700.0,0.8150196096315213,0.9809768280838074,0.051992225461613216
PRJ-2021-279,Baltimore Data Center - Precision Cooling Systems,6492000.0,JE Dunn,3352500.0,1254900.0,1391600.0,433400.0,6432400.0,1757119.5100000298,2554435.35,4311554.86000003,751700.0,0.0,7243700.0,0.00918052988293283,1107145.1399999699,0.1528424893355564,-47.58778493661357,103.55688501075781,36,9,5,1,6441500.0,0.8892554909783674,0.9908194701170672,0.05278160015726361
PRJ-2018-020,Chicago Mixed-Income Housing - Climate Control,8195000.0,Mortenson,4180600.0,1791700.0,1910900.0,487600.0,8370800.0,2198480.9900000426,3930355.139999999,6128836.130000042,1441500.0,194100.0,9636500.0,-0.021452104942037753,1109163.8699999582,0.11510028226015236,-47.41230947710753,119.36457777529714,56,13,21,0,8134400.0,0.8441239039070202,1.0214521049420378,0.055751864939144094
PRJ-2022-373,Las Vegas Elementary Campus - Climate Systems,7091000.0,Skanska USA,3710700.0,1341300.0,1947600.0,394400.0,7394000.0,1089744.109999998,2931511.3199999994,4021255.4299999974,391500.0,171600.0,7482500.0,-0.04273022140741789,1119244.5700000022,0.14958163314400297,-70.63238445576312,118.55746812793555,17,4,7,0,7039400.0,0.9407818242565987,1.042730221407418,0.05262323664606118
PRJ-2020-208,Louisville High School - New Construction,13209000.0,Turner Construction,7009400.0,2679400.0,3688900.0,779600.0,14157300.0,3071347.760000024,5726314.51,8797662.270000024,1182500.0,913200.0,14391500.0,-0.07179196002725408,1125337.7299999762,0.07819461001285316,-56.182444146431585,113.7162987982384,85,23,23,1,13113600.0,0.9112045304520029,1.071791960027254,0.05820642978003384
PRJ-2018-043,Salt Lake City High School - New Construction,7392000.0,Skanska USA,3832700.0,1510700.0,1837800.0,452500.0,7633700.0,2577753.68000003,3149499.51,5727253.190000029,1754600.0,375300.0,9146600.0,-0.03269751082251093,1129046.8099999707,0.1234389620186704,-32.74313982310043,108.47948037333683,95,25,27,1,7344700.0,0.80299783526119,1.032697510822511,0.053244480344641895
PRJ-2021-292,Chicago Corporate Campus - HVAC Systems,13023000.0,Turner Construction,6778000.0,2673500.0,3972500.0,765600.0,14189600.0,3690607.010000018,6024773.350000001,9715380.360000018,2572500.0,697700.0,15595500.0,-0.0895799738923444,1142019.639999982,0.07322751049982251,-45.550206403068486,125.35153731064148,69,12,22,3,12949400.0,0.8303292616459876,1.0895799738923444,0.05284249767008388
PRJ-2020-218,Portland Middle School - HVAC Systems,10797000.0,JE Dunn,5123300.0,2081100.0,2488000.0,597400.0,10289800.0,2968312.1600000197,4572991.6899999995,7541303.850000019,977500.0,434700.0,11774500.0,0.046976011855144995,1147796.1499999799,0.09748151938511018,-42.06249565709563,119.73916150112917,65,14,21,1,10723000.0,0.9106968448766402,0.953023988144855,0.05254601405097834
PRJ-2021-278,Boston Middle School - HVAC Systems,7335000.0,Skanska USA,4087700.0,1610400.0,1746100.0,463800.0,7908000.0,1618392.390000024,3089566.8599999994,4707959.250000023,743400.0,323200.0,8078400.0,-0.07811860940695303,1160540.7499999767,0.14365972841156377,-60.40823959683871,91.8508979135618,57,12,24,1,7285100.0,0.9017998613586848,1.078118609406953,0.05648088831945334
PRJ-2018-073,Minneapolis Middle School - HVAC Systems,5550000.0,Skanska USA,2810300.0,1107500.0,1417900.0,332600.0,5668300.0,658040.8599999989,2303791.27,2961832.129999999,350400.0,16100.0,5900400.0,-0.021315315315315386,1188067.870000001,0.20135378448918734,-76.58467565740317,108.01727042889388,28,6,9,0,5505200.0,0.9330214900684699,1.0213153153153154,0.0509487912659215
PRJ-2021-319,Nashville Colocation Facility - HVAC,8085000.0,Mortenson,4234600.0,1809800.0,1963200.0,407400.0,8415000.0,2274941.610000035,3391188.5199999996,5666130.130000034,1155700.0,245700.0,9240700.0,-0.04081632653061229,1203969.8699999657,0.1302898990336193,-46.27729632078509,87.37918665045858,79,17,29,1,8035000.0,0.8695228716439231,1.0408163265306123,0.053935307931217334
PRJ-2019-123,Oklahoma City High School - New Construction,9763000.0,JE Dunn,4765600.0,1854800.0,2235600.0,685900.0,9541900.0,1735927.1800000246,4541916.159999998,6277843.340000023,689800.0,238100.0,10452800.0,0.022646727440335912,1253456.6599999778,0.11991587517220054,-63.57379595433892,144.8736338149665,50,18,17,0,9694800.0,0.9274835450788306,0.9773532725596641,0.05608958477851551
PRJ-2023-398,Denver Middle School - HVAC Systems,7209000.0,DPR Construction,3404200.0,1387700.0,1515700.0,427300.0,6734900.0,1824668.0400000385,3014917.4099999997,4839585.450000038,886700.0,336900.0,8095700.0,0.0657650159522819,1313114.5499999616,0.1621990130563091,-46.399505316960266,117.26002810405704,47,18,20,0,7156000.0,0.8839260348086021,0.9342349840477181,0.05496067468966171
