project_id,sov_line_id,num_logs,num_employees,num_roles,total_hours_st,total_hours_ot,total_effective_hours,avg_hourly_rate,avg_burden_multiplier,total_labor_cost,first_date,last_date,ot_share_of_raw_hours
PRJ-2019-083,PRJ-2019-083-SOV-01,578,556,22,4554.0,238.0,4911.0,60.64532871972318,1.397906574394456,419604.1800000005,2019-01-11,2020-08-18,0.0496661101836394
PRJ-2019-083,PRJ-2019-083-SOV-02,212,208,15,1672.0,98.0,1819.0,59.62264150943396,1.3962264150943382,152161.24000000017,2019-01-11,2019-07-04,0.05536723163841808
PRJ-2019-083,PRJ-2019-083-SOV-03,250,247,22,1972.0,126.0,2161.0,59.93,1.3970799999999994,181411.5100000002,2019-03-12,2019-12-26,0.06005719733079123
PRJ-2019-083,PRJ-2019-083-SOV-04,273,270,18,2152.0,122.0,2335.0,59.540293040293044,1.3961172161172148,194905.70000000022,2019-03-13,2019-12-26,0.05364995602462621
PRJ-2019-083,PRJ-2019-083-SOV-05,242,239,14,1908.0,76.0,2022.0,59.83471074380165,1.396900826446279,169126.99000000017,2019-03-19,2019-12-27,0.038306451612903226
PRJ-2019-083,PRJ-2019-083-SOV-06,135,132,11,1074.0,60.0,1164.0,58.233333333333334,1.3945925925925904,95620.71000000006,2019-07-08,2019-12-27,0.05291005291005291
PRJ-2019-083,PRJ-2019-083-SOV-07,134,133,15,1044.0,58.0,1131.0,62.28731343283582,1.4005223880597,98229.06000000003,2019-07-08,2019-12-27,0.05263157894736842
PRJ-2019-083,PRJ-2019-083-SOV-08,119,119,16,944.0,64.0,1040.0,57.92016806722689,1.3943697478991588,84626.61000000003,2019-07-08,2019-12-27,0.06349206349206349
PRJ-2019-083,PRJ-2019-083-SOV-09,293,286,17,2314.0,110.0,2479.0,58.55460750853242,1.3946416382252556,204144.51000000042,2019-07-08,2020-05-22,0.04537953795379538
PRJ-2019-083,PRJ-2019-083-SOV-10,166,165,18,1322.0,70.0,1427.0,60.69578313253012,1.3970481927710825,122066.80000000015,2019-12-30,2020-05-22,0.05028735632183908
PRJ-2019-083,PRJ-2019-083-SOV-11,204,203,18,1612.0,108.0,1774.0,59.568627450980394,1.3964215686274486,148857.32000000027,2019-12-30,2020-08-18,0.06279069767441861
PRJ-2019-083,PRJ-2019-083-SOV-12,146,143,13,1162.0,42.0,1225.0,58.93835616438356,1.394657534246573,100591.58000000007,2019-12-30,2020-05-21,0.03488372093023256
PRJ-2019-083,PRJ-2019-083-SOV-13,47,47,10,360.0,42.0,423.0,61.255319148936174,1.4008510638297882,37508.88999999999,2020-05-25,2020-08-18,0.1044776119402985
PRJ-2019-083,PRJ-2019-083-SOV-14,82,82,11,656.0,30.0,701.0,57.1280487804878,1.393292682926829,56681.32999999994,2020-05-26,2020-08-18,0.043731778425655975
PRJ-2019-083,PRJ-2019-083-SOV-15,59,59,10,452.0,24.0,488.0,60.144067796610166,1.3959322033898311,41164.16999999996,2020-05-25,2020-08-18,0.05042016806722689
PRJ-2019-084,PRJ-2019-084-SOV-01,542,527,22,4314.0,234.0,4665.0,58.789667896678964,1.396051660516599,383713.0300000001,2019-02-19,2020-05-25,0.051451187335092345
PRJ-2019-084,PRJ-2019-084-SOV-02,188,186,12,1484.0,54.0,1565.0,60.46808510638298,1.3978723404255287,133382.17000000013,2019-02-19,2019-07-04,0.035110533159947985
PRJ-2019-084,PRJ-2019-084-SOV-03,311,304,18,2456.0,146.0,2675.0,58.28295819935691,1.3960450160771691,218400.26000000013,2019-04-05,2019-11-21,0.056110684089162186
PRJ-2019-084,PRJ-2019-084-SOV-04,318,313,19,2516.0,166.0,2765.0,59.62264150943396,1.39751572327044,231495.78000000046,2019-04-05,2019-11-21,0.061894108873974646
PRJ-2019-084,PRJ-2019-084-SOV-05,305,298,19,2418.0,140.0,2628.0,59.59344262295082,1.3977377049180315,217646.6100000002,2019-04-10,2019-11-21,0.054730258014073496
PRJ-2019-084,PRJ-2019-084-SOV-06,169,169,14,1340.0,82.0,1463.0,59.819526627218934,1.3962721893491095,122977.88000000014,2019-07-08,2019-11-20,0.057665260196905765
PRJ-2019-084,PRJ-2019-084-SOV-07,156,156,15,1220.0,76.0,1334.0,60.53846153846154,1.398397435897433,113907.59000000005,2019-07-09,2019-11-21,0.05864197530864197
PRJ-2019-084,PRJ-2019-084-SOV-08,154,154,11,1212.0,60.0,1302.0,60.574675324675326,1.398506493506491,110224.91000000012,2019-07-08,2019-11-21,0.04716981132075472
PRJ-2019-084,PRJ-2019-084-SOV-09,322,314,20,2518.0,152.0,2746.0,59.74068322981366,1.398291925465838,230179.96000000014,2019-07-08,2020-03-16,0.05692883895131086
PRJ-2019-084,PRJ-2019-084-SOV-10,170,169,17,1342.0,64.0,1438.0,60.91470588235294,1.398411764705879,123322.55000000009,2019-11-22,2020-03-17,0.04551920341394026
PRJ-2019-084,PRJ-2019-084-SOV-11,200,196,18,1578.0,110.0,1743.0,59.5125,1.396599999999998,144748.97000000023,2019-11-22,2020-05-22,0.06516587677725119
PRJ-2019-084,PRJ-2019-084-SOV-12,196,194,14,1548.0,108.0,1710.0,60.13520408163265,1.3991326530612216,144290.01000000024,2019-11-22,2020-03-13,0.06521739130434782
PRJ-2019-084,PRJ-2019-084-SOV-13,47,46,8,380.0,20.0,410.0,64.2127659574468,1.401276595744681,37674.429999999986,2020-03-19,2020-05-22,0.05
PRJ-2019-084,PRJ-2019-084-SOV-14,43,43,10,348.0,28.0,390.0,59.41860465116279,1.3951162790697678,31942.97999999999,2020-03-19,2020-05-22,0.07446808510638298
PRJ-2019-084,PRJ-2019-084-SOV-15,48,48,11,378.0,20.0,408.0,59.364583333333336,1.394583333333334,34264.83999999998,2020-03-20,2020-05-22,0.05025125628140704
PRJ-2019-085,PRJ-2019-085-SOV-01,481,472,21,3796.0,234.0,4147.0,60.17775467775468,1.397068607068602,347929.4700000003,2019-03-26,2020-07-28,0.05806451612903226
PRJ-2019-085,PRJ-2019-085-SOV-02,155,154,17,1226.0,78.0,1343.0,58.16774193548387,1.3929677419354825,108750.44000000009,2019-03-26,2019-08-20,0.0598159509202454
PRJ-2019-085,PRJ-2019-085-SOV-03,204,201,16,1610.0,92.0,1748.0,59.03431372549019,1.3956372549019591,144772.81000000017,2019-05-16,2020-01-14,0.05405405405405406
PRJ-2019-085,PRJ-2019-085-SOV-04,225,224,14,1784.0,132.0,1982.0,59.05777777777778,1.3941777777777757,163694.58000000022,2019-05-16,2020-01-15,0.06889352818371608
PRJ-2019-085,PRJ-2019-085-SOV-05,197,192,15,1564.0,42.0,1627.0,60.398477157360404,1.3973604060913678,136665.45000000022,2019-05-15,2020-01-14,0.026151930261519303
PRJ-2019-085,PRJ-2019-085-SOV-06,121,121,14,942.0,58.0,1029.0,58.54132231404959,1.3954545454545444,83913.49000000005,2019-08-21,2020-01-15,0.058
PRJ-2019-085,PRJ-2019-085-SOV-07,114,112,14,886.0,36.0,940.0,59.37719298245614,1.3962280701754368,79002.69999999997,2019-08-21,2020-01-13,0.039045553145336226
PRJ-2019-085,PRJ-2019-085-SOV-08,123,123,13,964.0,32.0,1012.0,58.46747967479675,1.3969105691056893,82940.09999999999,2019-08-21,2020-01-14,0.0321285140562249
PRJ-2019-085,PRJ-2019-085-SOV-09,222,217,13,1768.0,94.0,1909.0,60.88513513513514,1.3982882882882866,164015.69000000018,2019-08-21,2020-05-18,0.050483351235230935
PRJ-2019-085,PRJ-2019-085-SOV-10,125,125,11,976.0,72.0,1084.0,58.808,1.395439999999999,88588.25000000003,2020-01-16,2020-05-13,0.06870229007633588
PRJ-2019-085,PRJ-2019-085-SOV-11,185,181,15,1450.0,80.0,1570.0,59.65405405405406,1.395999999999998,132304.7000000002,2020-01-17,2020-07-29,0.05228758169934641
PRJ-2019-085,PRJ-2019-085-SOV-12,116,115,14,910.0,60.0,1000.0,58.297413793103445,1.3955172413793093,81481.78000000001,2020-01-17,2020-05-18,0.061855670103092786
PRJ-2019-085,PRJ-2019-085-SOV-13,49,47,10,390.0,12.0,408.0,61.58163265306123,1.3975510204081636,35349.34999999998,2020-05-19,2020-07-29,0.029850746268656716
PRJ-2019-085,PRJ-2019-085-SOV-14,48,48,9,374.0,34.0,425.0,58.46875,1.3958333333333337,34506.96999999998,2020-05-20,2020-07-29,0.08333333333333333
PRJ-2019-085,PRJ-2019-085-SOV-15,50,50,10,400.0,12.0,418.0,61.79,1.3990000000000007,35859.219999999965,2020-05-19,2020-07-27,0.02912621359223301
PRJ-2019-086,PRJ-2019-086-SOV-01,420,412,20,3336.0,202.0,3639.0,60.339285714285715,1.3968333333333312,306930.11000000034,2019-03-04,2020-06-05,0.0570944036178632
PRJ-2019-086,PRJ-2019-086-SOV-02,143,142,13,1130.0,48.0,1202.0,57.22377622377623,1.393006993006991,95383.28000000007,2019-03-04,2019-07-17,0.04074702886247878
PRJ-2019-086,PRJ-2019-086-SOV-03,203,202,14,1592.0,104.0,1748.0,59.0615763546798,1.3958128078817715,145619.90000000026,2019-04-18,2019-12-04,0.06132075471698113
PRJ-2019-086,PRJ-2019-086-SOV-04,203,201,11,1598.0,104.0,1754.0,60.61576354679803,1.3972906403940868,149646.69000000018,2019-04-18,2019-12-04,0.06110458284371328
PRJ-2019-086,PRJ-2019-086-SOV-05,200,199,15,1574.0,112.0,1742.0,60.9025,1.3981999999999977,149788.6500000002,2019-04-18,2019-12-03,0.066429418742586
PRJ-2019-086,PRJ-2019-086-SOV-06,110,109,13,876.0,36.0,930.0,60.60909090909091,1.3969090909090904,78624.16,2019-07-19,2019-12-04,0.039473684210526314
PRJ-2019-086,PRJ-2019-086-SOV-07,96,96,10,736.0,38.0,793.0,62.385416666666664,1.3993750000000003,69853.55999999994,2019-07-23,2019-12-03,0.04909560723514212
PRJ-2019-086,PRJ-2019-086-SOV-08,94,94,12,736.0,54.0,817.0,56.579787234042556,1.3941489361702126,64740.31999999997,2019-07-23,2019-12-04,0.06835443037974684
PRJ-2019-086,PRJ-2019-086-SOV-09,257,253,16,2002.0,134.0,2203.0,59.91439688715953,1.3964980544747072,186128.81000000023,2019-07-22,2020-03-30,0.06273408239700375
PRJ-2019-086,PRJ-2019-086-SOV-10,119,119,10,938.0,90.0,1073.0,58.52521008403362,1.3942016806722677,87524.61000000002,2019-12-05,2020-03-30,0.08754863813229571
PRJ-2019-086,PRJ-2019-086-SOV-11,183,181,18,1434.0,80.0,1554.0,59.45628415300546,1.3964480874316916,129975.99000000021,2019-12-05,2020-06-04,0.052840158520475564
PRJ-2019-086,PRJ-2019-086-SOV-12,125,125,14,982.0,62.0,1075.0,62.428,1.3985599999999996,94163.10000000006,2019-12-05,2020-03-30,0.05938697318007663
PRJ-2019-086,PRJ-2019-086-SOV-13,39,39,9,302.0,18.0,329.0,56.35897435897436,1.3930769230769233,26005.20999999999,2020-03-31,2020-06-05,0.05625
PRJ-2019-086,PRJ-2019-086-SOV-14,56,56,9,454.0,20.0,484.0,62.5625,1.4008928571428576,42432.09999999996,2020-03-31,2020-06-04,0.04219409282700422
PRJ-2019-086,PRJ-2019-086-SOV-15,46,46,8,358.0,18.0,385.0,61.30434782608695,1.3984782608695654,33205.12999999998,2020-03-31,2020-06-02,0.047872340425531915
PRJ-2019-087,PRJ-2019-087-SOV-01,1049,996,27,8254.0,486.0,8983.0,59.21258341277407,1.39631077216398,747063.2299999977,2019-03-19,2021-06-24,0.05560640732265446
PRJ-2019-087,PRJ-2019-087-SOV-02,356,351,17,2824.0,132.0,3022.0,59.59129213483146,1.3975280898876412,252569.16000000053,2019-03-18,2019-11-21,0.044654939106901215
PRJ-2019-087,PRJ-2019-087-SOV-03,536,521,24,4206.0,220.0,4536.0,59.76585820895522,1.398003731343277,381626.38000000035,2019-06-11,2020-07-28,0.04970628106642567
PRJ-2019-087,PRJ-2019-087-SOV-04,529,517,21,4190.0,238.0,4547.0,59.4234404536862,1.397429111531185,379133.2800000004,2019-06-12,2020-07-28,0.05374887082204156
PRJ-2019-087,PRJ-2019-087-SOV-05,506,496,22,4008.0,224.0,4344.0,59.97529644268775,1.3986363636363583,365707.14000000036,2019-06-10,2020-07-27,0.052930056710775046
PRJ-2019-087,PRJ-2019-087-SOV-06,307,302,18,2438.0,122.0,2621.0,60.16938110749186,1.3979478827361558,222331.64000000013,2019-11-22,2020-07-28,0.04765625
PRJ-2019-087,PRJ-2019-087-SOV-07,306,301,21,2412.0,144.0,2628.0,61.122549019607845,1.400261437908497,225897.54000000033,2019-11-22,2020-07-28,0.056338028169014086
PRJ-2019-087,PRJ-2019-087-SOV-08,295,293,18,2332.0,156.0,2566.0,59.84406779661017,1.3969491525423723,216284.5400000002,2019-11-22,2020-07-28,0.06270096463022508
PRJ-2019-087,PRJ-2019-087-SOV-09,590,567,25,4664.0,254.0,5045.0,59.53305084745763,1.397576271186433,422362.8600000004,2019-11-22,2021-02-19,0.0516470109800732
PRJ-2019-087,PRJ-2019-087-SOV-10,309,305,19,2450.0,130.0,2645.0,60.57281553398058,1.398867313915857,226255.66000000035,2020-07-29,2021-02-16,0.050387596899224806
PRJ-2019-087,PRJ-2019-087-SOV-11,335,325,20,2626.0,154.0,2857.0,59.4044776119403,1.3964477611940294,236312.9900000003,2020-07-29,2021-06-23,0.05539568345323741
PRJ-2019-087,PRJ-2019-087-SOV-12,294,290,21,2298.0,144.0,2514.0,60.01020408163265,1.3976190476190464,210422.44000000038,2020-07-29,2021-02-18,0.05896805896805897
PRJ-2019-087,PRJ-2019-087-SOV-13,82,82,12,630.0,44.0,696.0,62.65243902439025,1.3996341463414634,61566.50999999994,2021-02-23,2021-06-24,0.06528189910979229
PRJ-2019-087,PRJ-2019-087-SOV-14,96,93,13,766.0,52.0,844.0,62.421875,1.3983333333333332,74148.12999999996,2021-02-23,2021-06-24,0.06356968215158924
PRJ-2019-087,PRJ-2019-087-SOV-15,77,76,13,612.0,34.0,663.0,58.63636363636363,1.394935064935065,54417.07999999997,2021-02-22,2021-06-23,0.05263157894736842
PRJ-2019-088,PRJ-2019-088-SOV-01,561,547,27,4440.0,274.0,4851.0,59.13903743315508,1.3963279857397441,402328.13000000024,2019-01-14,2020-04-17,0.058124734832414086
PRJ-2019-088,PRJ-2019-088-SOV-02,205,202,16,1618.0,86.0,1747.0,59.5219512195122,1.3973658536585334,146156.51000000024,2019-01-14,2019-05-30,0.05046948356807512
PRJ-2019-088,PRJ-2019-088-SOV-03,310,306,20,2450.0,182.0,2723.0,60.95,1.3993225806451612,233902.0200000001,2019-02-28,2019-10-16,0.06914893617021277
PRJ-2019-088,PRJ-2019-088-SOV-04,279,277,17,2202.0,144.0,2418.0,59.8584229390681,1.3982437275985644,201720.29000000018,2019-03-01,2019-10-16,0.061381074168797956
PRJ-2019-088,PRJ-2019-088-SOV-05,291,287,20,2294.0,164.0,2540.0,57.90378006872852,1.394810996563573,206722.49000000017,2019-03-01,2019-10-16,0.06672091131000814
PRJ-2019-088,PRJ-2019-088-SOV-06,156,152,16,1238.0,70.0,1343.0,57.291666666666664,1.3935897435897413,108281.1000000001,2019-05-31,2019-10-16,0.053516819571865444
PRJ-2019-088,PRJ-2019-088-SOV-07,148,148,13,1166.0,40.0,1226.0,60.83445945945946,1.3993243243243214,104663.77000000014,2019-06-03,2019-10-15,0.03316749585406302
PRJ-2019-088,PRJ-2019-088-SOV-08,162,160,13,1266.0,84.0,1392.0,60.17901234567901,1.3984567901234544,116903.09000000014,2019-05-31,2019-10-16,0.06222222222222222
PRJ-2019-088,PRJ-2019-088-SOV-09,309,304,19,2434.0,112.0,2602.0,60.263754045307444,1.3979288025889962,219501.4100000002,2019-05-31,2020-02-10,0.04399057344854674
PRJ-2019-088,PRJ-2019-088-SOV-10,161,159,12,1256.0,72.0,1364.0,60.72981366459627,1.3984472049689416,116133.05000000012,2019-10-17,2020-02-07,0.05421686746987952
PRJ-2019-088,PRJ-2019-088-SOV-11,204,200,14,1614.0,76.0,1728.0,60.825980392156865,1.3972549019607816,148150.5300000003,2019-10-17,2020-04-17,0.04497041420118343
PRJ-2019-088,PRJ-2019-088-SOV-12,169,167,15,1330.0,90.0,1465.0,59.8698224852071,1.3982248520710032,123529.71000000015,2019-10-17,2020-02-10,0.06338028169014084
PRJ-2019-088,PRJ-2019-088-SOV-13,46,46,9,366.0,26.0,405.0,62.20652173913044,1.3989130434782613,35541.58999999999,2020-02-11,2020-04-17,0.0663265306122449
PRJ-2019-088,PRJ-2019-088-SOV-14,52,52,8,416.0,14.0,437.0,62.01923076923077,1.4007692307692314,38051.03999999997,2020-02-14,2020-04-16,0.03255813953488372
PRJ-2019-088,PRJ-2019-088-SOV-15,45,45,9,360.0,12.0,378.0,54.1,1.3884444444444446,28444.31999999999,2020-02-12,2020-04-17,0.03225806451612903
PRJ-2019-089,PRJ-2019-089-SOV-01,583,571,22,4562.0,250.0,4937.0,59.67238421955403,1.3971698113207474,412694.79000000044,2019-02-06,2020-05-12,0.051953449709060684
PRJ-2019-089,PRJ-2019-089-SOV-02,195,194,15,1522.0,104.0,1678.0,60.48461538461538,1.3986666666666638,142890.64000000016,2019-02-07,2019-06-24,0.06396063960639606
PRJ-2019-089,PRJ-2019-089-SOV-03,318,312,16,2528.0,170.0,2783.0,59.003144654088054,1.3973270440251568,230668.16000000006,2019-03-25,2019-11-08,0.06300963676797627
PRJ-2019-089,PRJ-2019-089-SOV-04,298,296,23,2338.0,120.0,2518.0,60.647651006711406,1.3989597315436237,213676.02000000048,2019-03-27,2019-11-08,0.04882017900732303
PRJ-2019-089,PRJ-2019-089-SOV-05,289,286,17,2280.0,94.0,2421.0,60.72318339100346,1.3990311418685117,207394.8800000003,2019-03-25,2019-11-08,0.039595619208087615
PRJ-2019-089,PRJ-2019-089-SOV-06,182,180,17,1442.0,62.0,1535.0,59.82142857142857,1.3975824175824147,128986.76000000018,2019-06-25,2019-11-08,0.041223404255319146
PRJ-2019-089,PRJ-2019-089-SOV-07,153,152,17,1204.0,82.0,1327.0,59.8921568627451,1.3973202614379054,111797.56000000014,2019-06-25,2019-11-05,0.06376360808709176
PRJ-2019-089,PRJ-2019-089-SOV-08,165,164,16,1286.0,66.0,1385.0,60.487878787878785,1.3983636363636336,117294.38000000012,2019-06-25,2019-11-08,0.04881656804733728
PRJ-2019-089,PRJ-2019-089-SOV-09,336,334,20,2650.0,136.0,2854.0,57.76934523809524,1.3951190476190463,230151.88000000047,2019-06-25,2020-03-04,0.048815506101938265
PRJ-2019-089,PRJ-2019-089-SOV-10,139,136,16,1090.0,66.0,1189.0,60.435251798561154,1.3984172661870484,99979.31000000003,2019-11-11,2020-03-04,0.05709342560553633
PRJ-2019-089,PRJ-2019-089-SOV-11,216,212,12,1698.0,94.0,1839.0,59.07175925925926,1.3967129629629609,151563.4500000002,2019-11-11,2020-05-12,0.052455357142857144
PRJ-2019-089,PRJ-2019-089-SOV-12,178,177,13,1402.0,64.0,1498.0,60.77808988764045,1.3983146067415704,127164.99000000027,2019-11-12,2020-03-04,0.04365620736698499
PRJ-2019-089,PRJ-2019-089-SOV-13,50,50,11,404.0,26.0,443.0,62.26,1.4004000000000005,38854.38999999998,2020-03-05,2020-05-11,0.06046511627906977
PRJ-2019-089,PRJ-2019-089-SOV-14,52,51,11,418.0,28.0,460.0,60.07692307692308,1.3967307692307698,38510.06999999998,2020-03-05,2020-05-12,0.06278026905829596
PRJ-2019-089,PRJ-2019-089-SOV-15,49,48,8,382.0,38.0,439.0,59.1530612244898,1.3946938775510211,36876.43999999998,2020-03-05,2020-05-11,0.09047619047619047
PRJ-2019-090,PRJ-2019-090-SOV-01,295,293,15,2330.0,138.0,2537.0,60.22372881355932,1.397491525423728,214224.27000000034,2019-03-14,2020-02-14,0.055915721231766614
PRJ-2019-090,PRJ-2019-090-SOV-02,114,113,12,910.0,44.0,976.0,59.24122807017544,1.394824561403508,81002.59,2019-03-14,2019-06-24,0.04612159329140461
PRJ-2019-090,PRJ-2019-090-SOV-03,132,129,13,1044.0,76.0,1158.0,58.859848484848484,1.396212121212119,94800.55000000005,2019-04-18,2019-10-03,0.06785714285714285
PRJ-2019-090,PRJ-2019-090-SOV-04,155,152,15,1226.0,56.0,1310.0,60.535483870967745,1.3973548387096757,111548.44000000012,2019-04-18,2019-10-03,0.0436817472698908
PRJ-2019-090,PRJ-2019-090-SOV-05,149,148,13,1184.0,60.0,1274.0,59.33221476510067,1.395167785234897,106462.17000000011,2019-04-19,2019-10-03,0.04823151125401929
PRJ-2019-090,PRJ-2019-090-SOV-06,79,78,9,616.0,32.0,664.0,58.60126582278481,1.3950632911392409,54341.80999999996,2019-06-25,2019-10-03,0.04938271604938271
PRJ-2019-090,PRJ-2019-090-SOV-07,71,70,8,564.0,34.0,615.0,59.894366197183096,1.397042253521127,51980.15999999996,2019-06-25,2019-10-02,0.056856187290969896
PRJ-2019-090,PRJ-2019-090-SOV-08,76,76,9,606.0,34.0,657.0,58.85526315789474,1.3944736842105265,54366.739999999976,2019-06-25,2019-10-03,0.053125
PRJ-2019-090,PRJ-2019-090-SOV-09,167,165,15,1312.0,70.0,1417.0,61.452095808383234,1.398443113772453,122308.66000000016,2019-06-26,2019-12-25,0.05065123010130246
PRJ-2019-090,PRJ-2019-090-SOV-10,76,76,9,600.0,40.0,660.0,58.36184210526316,1.3950000000000002,54426.73999999995,2019-10-04,2019-12-24,0.0625
PRJ-2019-090,PRJ-2019-090-SOV-11,113,112,12,888.0,66.0,987.0,60.924778761061944,1.3977876106194689,84575.89,2019-10-04,2020-02-11,0.06918238993710692
PRJ-2019-090,PRJ-2019-090-SOV-12,92,92,10,720.0,54.0,801.0,57.63586956521739,1.3945652173913046,64928.719999999965,2019-10-04,2019-12-26,0.06976744186046512
PRJ-2019-090,PRJ-2019-090-SOV-13,32,32,7,250.0,12.0,268.0,58.109375,1.3925000000000003,21682.159999999996,2019-12-27,2020-02-14,0.04580152671755725
PRJ-2019-090,PRJ-2019-090-SOV-14,45,45,8,358.0,18.0,385.0,63.08888888888889,1.4000000000000006,33594.26999999998,2019-12-27,2020-02-14,0.047872340425531915
PRJ-2019-090,PRJ-2019-090-SOV-15,46,46,8,358.0,24.0,394.0,60.369565217391305,1.3958695652173916,33505.40999999998,2019-12-27,2020-02-14,0.06282722513089005
PRJ-2019-091,PRJ-2019-091-SOV-01,406,395,21,3222.0,154.0,3453.0,59.90394088669951,1.396847290640392,290365.08000000037,2019-03-04,2020-05-06,0.04561611374407583
PRJ-2019-091,PRJ-2019-091-SOV-02,161,158,11,1270.0,62.0,1363.0,60.453416149068325,1.3965838509316748,114646.67000000011,2019-03-04,2019-07-10,0.046546546546546545
PRJ-2019-091,PRJ-2019-091-SOV-03,165,160,14,1312.0,64.0,1408.0,59.527272727272724,1.3970303030303006,118716.39000000019,2019-04-16,2019-11-14,0.046511627906976744
PRJ-2019-091,PRJ-2019-091-SOV-04,190,190,15,1486.0,96.0,1630.0,57.58684210526316,1.3938947368421026,131591.9600000002,2019-04-17,2019-11-14,0.0606826801517067
PRJ-2019-091,PRJ-2019-091-SOV-05,176,175,14,1370.0,72.0,1478.0,59.66761363636363,1.3961363636363613,123065.73000000019,2019-04-17,2019-11-12,0.049930651872399444
PRJ-2019-091,PRJ-2019-091-SOV-06,112,112,10,878.0,54.0,959.0,61.75,1.3987499999999995,83304.82000000002,2019-07-11,2019-11-15,0.05793991416309013
PRJ-2019-091,PRJ-2019-091-SOV-07,110,108,10,870.0,26.0,909.0,59.70454545454545,1.3970909090909087,76066.84999999999,2019-07-11,2019-11-15,0.029017857142857144
PRJ-2019-091,PRJ-2019-091-SOV-08,76,76,10,592.0,14.0,613.0,61.50657894736842,1.3973684210526323,52629.44999999996,2019-07-11,2019-11-15,0.0231023102310231
PRJ-2019-091,PRJ-2019-091-SOV-09,187,185,11,1480.0,80.0,1600.0,58.36898395721925,1.3950802139037408,130455.17000000016,2019-07-11,2020-03-03,0.05128205128205128
PRJ-2019-091,PRJ-2019-091-SOV-10,94,94,10,724.0,46.0,793.0,61.101063829787236,1.3973404255319155,67506.01999999996,2019-11-18,2020-03-03,0.05974025974025974
PRJ-2019-091,PRJ-2019-091-SOV-11,173,173,15,1386.0,102.0,1539.0,59.91618497109827,1.395895953757223,129127.84000000014,2019-11-18,2020-05-05,0.06854838709677419
PRJ-2019-091,PRJ-2019-091-SOV-12,106,106,14,840.0,42.0,903.0,61.60377358490566,1.399245283018868,77461.1,2019-11-18,2020-03-03,0.047619047619047616
PRJ-2019-091,PRJ-2019-091-SOV-13,53,53,12,424.0,36.0,478.0,59.9622641509434,1.3967924528301887,40771.24999999996,2020-03-05,2020-05-05,0.0782608695652174
PRJ-2019-091,PRJ-2019-091-SOV-14,40,40,10,314.0,8.0,326.0,58.6,1.3942500000000002,26512.16,2020-03-04,2020-05-06,0.024844720496894408
PRJ-2019-091,PRJ-2019-091-SOV-15,52,52,10,420.0,38.0,477.0,59.51923076923077,1.396153846153847,39110.50999999999,2020-03-04,2020-05-06,0.08296943231441048
PRJ-2019-092,PRJ-2019-092-SOV-01,399,393,24,3130.0,136.0,3334.0,60.79323308270677,1.397493734335838,285143.8200000005,2019-04-01,2020-06-03,0.041641151255358236
PRJ-2019-092,PRJ-2019-092-SOV-02,140,139,14,1096.0,60.0,1186.0,58.107142857142854,1.394642857142855,95776.91000000009,2019-04-01,2019-08-07,0.05190311418685121
PRJ-2019-092,PRJ-2019-092-SOV-03,207,204,14,1640.0,50.0,1715.0,59.97584541062802,1.3966666666666636,143783.39000000022,2019-05-21,2019-12-11,0.029585798816568046
PRJ-2019-092,PRJ-2019-092-SOV-04,188,186,14,1488.0,120.0,1668.0,58.401595744680854,1.3955319148936143,136153.1400000002,2019-05-14,2019-12-13,0.07462686567164178
PRJ-2019-092,PRJ-2019-092-SOV-05,223,216,15,1778.0,110.0,1943.0,60.408071748878925,1.3980717488789227,164736.85000000033,2019-05-14,2019-12-13,0.05826271186440678
PRJ-2019-092,PRJ-2019-092-SOV-06,100,98,12,794.0,12.0,812.0,60.71,1.3981000000000003,69178.76999999995,2019-08-08,2019-12-13,0.01488833746898263
PRJ-2019-092,PRJ-2019-092-SOV-07,91,91,10,708.0,24.0,744.0,58.16483516483517,1.3950549450549456,60335.07999999996,2019-08-08,2019-12-13,0.03278688524590164
PRJ-2019-092,PRJ-2019-092-SOV-08,77,77,13,604.0,24.0,640.0,59.883116883116884,1.3958441558441566,54712.22999999997,2019-08-09,2019-12-13,0.03821656050955414
PRJ-2019-092,PRJ-2019-092-SOV-09,203,203,18,1608.0,58.0,1695.0,61.689655172413794,1.3986206896551705,146927.37000000023,2019-08-08,2020-03-30,0.03481392557022809
PRJ-2019-092,PRJ-2019-092-SOV-10,115,115,15,906.0,50.0,981.0,59.18695652173913,1.3959130434782603,81395.07000000002,2019-12-16,2020-03-26,0.05230125523012552
PRJ-2019-092,PRJ-2019-092-SOV-11,145,144,13,1150.0,42.0,1213.0,58.9551724137931,1.3947586206896532,100413.39000000009,2019-12-17,2020-06-03,0.03523489932885906
PRJ-2019-092,PRJ-2019-092-SOV-12,113,112,13,888.0,46.0,957.0,60.34070796460177,1.3976106194690263,81563.11000000002,2019-12-17,2020-03-31,0.04925053533190578
PRJ-2019-092,PRJ-2019-092-SOV-13,59,59,10,468.0,32.0,516.0,58.5,1.3945762711864411,42308.60999999997,2020-04-07,2020-06-03,0.064
PRJ-2019-092,PRJ-2019-092-SOV-14,35,35,10,274.0,2.0,277.0,59.957142857142856,1.3957142857142855,23030.899999999994,2020-04-01,2020-05-29,0.007246376811594203
PRJ-2019-092,PRJ-2019-092-SOV-15,47,47,12,380.0,20.0,410.0,60.07446808510638,1.3970212765957453,34049.049999999996,2020-04-01,2020-06-02,0.05
