project_id,sov_line_id,actual_material_cost,num_deliveries,num_unique_deliveries,num_material_categories,num_vendors,total_quantity,avg_unit_cost,first_delivery_date,last_delivery_date,budget_material_cost,productivity_factor,key_assumptions,material_variance,pct_overrun
PRJ-2019-093,PRJ-2019-093-SOV-04,346129.13999999996,5,5,2,3,698.0,1218.734,2019-03-02,2019-03-26,321900.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,24229.139999999956,0.07526915191053109
PRJ-2019-093,PRJ-2019-093-SOV-05,371735.33999999997,3,3,2,2,1405.0,2859.03,2019-04-12,2019-07-29,345700.0,0.9,Copper pricing based on current market rates,26035.339999999967,0.07531194677466002
PRJ-2019-093,PRJ-2019-093-SOV-06,240184.48,4,4,3,3,1512.0,341.2075,2019-03-31,2019-09-05,223400.0,0.9,Refrigerant pricing per current market; lineset routing direct,16784.48000000001,0.07513196060877354
PRJ-2019-093,PRJ-2019-093-SOV-07,1191433.6099999999,6,6,2,4,494.0,87738.745,2019-03-28,2019-09-15,0.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,1191433.6099999999,
PRJ-2019-093,PRJ-2019-093-SOV-08,907935.8300000001,3,3,2,3,8.0,236671.3266666667,2019-05-24,2019-09-15,0.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,907935.8300000001,
PRJ-2019-093,PRJ-2019-093-SOV-09,524323.6200000001,7,7,3,4,67.0,28307.489999999998,2019-07-17,2019-09-30,0.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,524323.6200000001,
PRJ-2019-093,PRJ-2019-093-SOV-10,183969.99,7,7,3,4,202.0,1086.4914285714287,2019-07-11,2019-12-14,171100.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,12869.98999999999,0.07521911163062531
PRJ-2019-093,PRJ-2019-093-SOV-11,85657.93000000001,5,5,2,3,284.0,602.0919999999999,2019-07-26,2019-12-15,79600.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,6057.930000000008,0.07610464824120612
PRJ-2019-093,PRJ-2019-093-SOV-12,146790.44,6,6,2,4,917.0,375.56666666666666,2019-07-11,2019-12-12,0.0,1.0,Insulation by specialty sub; pricing based on current bid,146790.44,
PRJ-2019-093,PRJ-2019-093-SOV-21,42094.49,1,1,1,1,84.0,501.12,2019-03-26,2019-03-26,,,,,
PRJ-2019-093,PRJ-2019-093-SOV-25,6109.33,1,1,1,1,58.0,105.33,2019-11-04,2019-11-04,,,,,
PRJ-2019-094,PRJ-2019-094-SOV-03,968472.12,7,7,3,4,2083.0,606.2285714285715,2019-05-05,2019-08-27,998400.0,0.85,70% shop fabrication; 30% field fab; standard material availability,-29927.880000000005,-0.02997584134615385
PRJ-2019-094,PRJ-2019-094-SOV-04,808912.39,5,5,2,4,572.0,2481.844,2019-05-17,2019-08-16,833900.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,-24987.609999999986,-0.02996475596594314
PRJ-2019-094,PRJ-2019-094-SOV-05,743206.2000000001,6,6,3,4,3468.0,960.1249999999999,2019-06-09,2019-11-19,766200.0,0.9,Copper pricing based on current market rates,-22993.79999999993,-0.03001018010963186
PRJ-2019-094,PRJ-2019-094-SOV-06,384113.01999999996,8,8,5,5,2159.0,1400.5900000000001,2019-07-06,2019-12-18,396000.0,0.9,Refrigerant pricing per current market; lineset routing direct,-11886.98000000004,-0.030017626262626364
PRJ-2019-094,PRJ-2019-094-SOV-07,2174140.02,5,5,2,3,31.0,167212.85,2019-06-16,2019-12-17,0.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,2174140.02,
PRJ-2019-094,PRJ-2019-094-SOV-08,1949810.68,5,5,1,3,59.0,162425.822,2019-05-29,2019-12-11,0.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,1949810.68,
PRJ-2019-094,PRJ-2019-094-SOV-09,1498853.6099999999,6,6,1,3,63.0,75707.24,2019-07-12,2019-12-03,0.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,1498853.6099999999,
PRJ-2019-094,PRJ-2019-094-SOV-10,446435.55,7,7,3,5,175.0,3510.1385714285716,2019-09-05,2020-03-08,460200.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,-13764.450000000012,-0.02990971316818777
PRJ-2019-094,PRJ-2019-094-SOV-11,330681.54000000004,8,8,1,5,235.0,2296.0537499999996,2019-10-30,2020-03-08,340900.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,-10218.459999999963,-0.02997494866529763
PRJ-2019-094,PRJ-2019-094-SOV-12,384898.45,8,8,2,3,1471.0,793.2400000000001,2019-12-04,2020-02-25,0.0,1.0,Insulation by specialty sub; pricing based on current bid,384898.45,
PRJ-2019-094,PRJ-2019-094-SOV-19,56039.78,1,1,1,1,6.0,9339.96,2019-09-05,2019-09-05,,,,,
PRJ-2019-094,PRJ-2019-094-SOV-20,54323.5,1,1,1,1,221.0,245.81,2019-08-27,2019-08-27,,,,,
PRJ-2019-095,PRJ-2019-095-SOV-03,405918.86999999994,6,6,2,4,1131.0,731.3266666666668,2019-05-27,2020-01-05,395700.0,0.85,70% shop fabrication; 30% field fab; standard material availability,10218.869999999937,0.025824791508718567
PRJ-2019-095,PRJ-2019-095-SOV-04,362017.62,7,7,2,5,1970.0,239.55714285714285,2019-06-01,2020-01-14,352900.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,9117.619999999995,0.025836270898271452
PRJ-2019-095,PRJ-2019-095-SOV-05,375143.69999999995,3,3,1,3,490.0,3321.9966666666664,2020-02-06,2020-06-24,365700.0,0.9,Copper pricing based on current market rates,9443.699999999953,0.025823625922887485
PRJ-2019-095,PRJ-2019-095-SOV-06,168321.84000000003,8,8,2,4,3913.0,113.51499999999999,2019-11-23,2020-09-04,164100.0,0.9,Refrigerant pricing per current market; lineset routing direct,4221.840000000026,0.025727239488117157
PRJ-2019-095,PRJ-2019-095-SOV-07,1228395.2000000002,6,6,3,5,1430.0,10157.636666666667,2019-12-20,2020-07-19,0.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,1228395.2000000002,
PRJ-2019-095,PRJ-2019-095-SOV-08,938573.06,3,3,1,2,56.0,89085.93333333333,2019-10-17,2020-08-06,0.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,938573.06,
PRJ-2019-095,PRJ-2019-095-SOV-09,523512.92000000004,6,6,3,4,844.0,9349.195000000002,2019-10-06,2020-08-08,0.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,523512.92000000004,
PRJ-2019-095,PRJ-2019-095-SOV-10,206969.7,3,3,1,2,199.0,1227.2133333333334,2020-01-29,2020-08-16,201700.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,5269.700000000012,0.02612642538423407
PRJ-2019-095,PRJ-2019-095-SOV-11,151337.03,5,5,1,4,178.0,708.098,2020-03-02,2021-01-01,147500.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,3837.029999999999,0.0260137627118644
PRJ-2019-095,PRJ-2019-095-SOV-12,226260.83,8,8,2,5,3243.0,260.96625,2020-07-01,2020-12-29,0.0,1.0,Insulation by specialty sub; pricing based on current bid,226260.83,
PRJ-2019-095,PRJ-2019-095-SOV-20,39958.85,1,1,1,1,3.0,13319.62,2020-04-08,2020-04-08,,,,,
PRJ-2019-095,PRJ-2019-095-SOV-21,93660.92,1,1,1,1,362.0,258.73,2020-01-05,2020-01-05,,,,,
PRJ-2019-096,PRJ-2019-096-SOV-03,272474.78,6,6,2,4,1440.0,243.76833333333335,2019-02-03,2019-05-16,255300.0,0.85,70% shop fabrication; 30% field fab; standard material availability,17174.780000000028,0.0672729338033687
PRJ-2019-096,PRJ-2019-096-SOV-04,404537.3400000001,8,8,1,4,1749.0,350.37125000000003,2019-01-25,2019-05-21,379000.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,25537.340000000084,0.067380844327177
PRJ-2019-096,PRJ-2019-096-SOV-05,398466.56000000006,7,7,3,3,3972.0,219.07571428571427,2019-03-03,2019-08-10,373300.0,0.9,Copper pricing based on current market rates,25166.560000000056,0.06741644789713382
PRJ-2019-096,PRJ-2019-096-SOV-06,143714.2,4,4,2,2,2143.0,88.6525,2019-03-18,2019-04-17,134600.0,0.9,Refrigerant pricing per current market; lineset routing direct,9114.200000000012,0.06771322436849934
PRJ-2019-096,PRJ-2019-096-SOV-07,1064335.66,4,4,2,3,1031.0,48976.9675,2019-04-17,2019-07-19,0.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,1064335.66,
PRJ-2019-096,PRJ-2019-096-SOV-08,725593.3500000001,4,4,4,2,66.0,39936.4375,2019-06-11,2019-08-27,0.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,725593.3500000001,
PRJ-2019-096,PRJ-2019-096-SOV-09,610535.47,5,5,3,4,356.0,35308.842000000004,2019-04-07,2019-08-07,0.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,610535.47,
PRJ-2019-096,PRJ-2019-096-SOV-10,177596.63000000003,8,8,2,6,346.0,624.42375,2019-06-03,2019-11-01,166400.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,11196.630000000034,0.06728743990384636
PRJ-2019-096,PRJ-2019-096-SOV-11,185291.73,6,6,3,3,137.0,1791.9449999999997,2019-06-22,2019-10-14,173600.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,11691.73000000001,0.06734867511520744
PRJ-2019-096,PRJ-2019-096-SOV-12,149693.98,6,6,1,3,1269.0,302.3,2019-06-03,2019-08-01,0.0,1.0,Insulation by specialty sub; pricing based on current bid,149693.98,
PRJ-2019-096,PRJ-2019-096-SOV-18,57437.29,1,1,1,1,103.0,557.64,2019-01-25,2019-01-25,,,,,
PRJ-2019-097,PRJ-2019-097-SOV-03,247036.72,3,3,1,3,653.0,1561.9799999999998,2019-03-03,2019-05-17,247400.0,0.85,70% shop fabrication; 30% field fab; standard material availability,-363.27999999999884,-0.001468391269199672
PRJ-2019-097,PRJ-2019-097-SOV-04,310725.64999999997,5,5,1,4,1020.0,344.99399999999997,2019-02-03,2019-06-02,311200.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,-474.3500000000349,-0.0015242609254499837
PRJ-2019-097,PRJ-2019-097-SOV-05,283962.76,8,8,3,6,1842.0,478.45625,2019-03-11,2019-09-26,284400.0,0.9,Copper pricing based on current market rates,-437.2399999999907,-0.001537412095639911
PRJ-2019-097,PRJ-2019-097-SOV-06,175713.16,4,4,2,4,2715.0,66.4875,2019-03-01,2019-09-24,176000.0,0.9,Refrigerant pricing per current market; lineset routing direct,-286.8399999999965,-0.0016297727272727074
PRJ-2019-097,PRJ-2019-097-SOV-07,1006759.0599999999,4,4,2,3,352.0,81742.2375,2019-03-03,2019-07-12,0.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,1006759.0599999999,
PRJ-2019-097,PRJ-2019-097-SOV-08,521078.97000000003,6,6,3,3,259.0,11639.645000000002,2019-03-13,2019-09-14,0.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,521078.97000000003,
PRJ-2019-097,PRJ-2019-097-SOV-09,494285.07,8,8,3,4,550.0,7109.4725,2019-03-28,2019-08-23,0.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,494285.07,
PRJ-2019-097,PRJ-2019-097-SOV-10,201884.69,7,7,3,3,235.0,1170.6485714285716,2019-06-14,2019-12-19,202200.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,-315.3099999999977,-0.0015593966369930646
PRJ-2019-097,PRJ-2019-097-SOV-11,100749.94000000002,8,8,2,4,332.0,345.33625,2019-06-19,2019-10-30,100900.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,-150.05999999998312,-0.0014872150644200507
PRJ-2019-097,PRJ-2019-097-SOV-12,154623.71,3,3,1,2,508.0,1758.9066666666668,2019-08-15,2019-12-12,0.0,1.0,Insulation by specialty sub; pricing based on current bid,154623.71,
PRJ-2019-097,PRJ-2019-097-SOV-21,11652.35,1,1,1,1,60.0,194.21,2019-10-30,2019-10-30,,,,,
PRJ-2019-097,PRJ-2019-097-SOV-23,221565.37,1,1,1,1,30.0,7385.51,2019-03-03,2019-03-03,,,,,
PRJ-2019-098,PRJ-2019-098-SOV-03,170269.05000000002,8,8,4,5,1526.0,203.845,2019-03-08,2019-07-04,178300.0,0.85,70% shop fabrication; 30% field fab; standard material availability,-8030.9499999999825,-0.045041783510936524
PRJ-2019-098,PRJ-2019-098-SOV-04,280811.83999999997,8,8,3,4,1412.0,470.81374999999997,2019-03-10,2019-07-21,294200.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,-13388.160000000033,-0.04550700203942907
PRJ-2019-098,PRJ-2019-098-SOV-05,249572.77000000002,3,3,1,3,779.0,819.1766666666667,2019-10-05,2019-10-30,261400.0,0.9,Copper pricing based on current market rates,-11827.229999999981,-0.045245715378729845
PRJ-2019-098,PRJ-2019-098-SOV-06,138036.75,5,5,1,3,2289.0,261.052,2019-04-12,2019-12-04,144600.0,0.9,Refrigerant pricing per current market; lineset routing direct,-6563.25,-0.04538900414937759
PRJ-2019-098,PRJ-2019-098-SOV-07,724282.41,6,6,1,4,161.0,36306.706666666665,2019-07-15,2020-01-19,0.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,724282.41,
PRJ-2019-098,PRJ-2019-098-SOV-08,429195.5,3,3,2,3,36.0,22714.846666666668,2019-05-04,2019-11-15,0.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,429195.5,
PRJ-2019-098,PRJ-2019-098-SOV-09,378642.63999999996,3,3,1,2,796.0,31111.300000000003,2019-05-16,2020-01-24,0.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,378642.63999999996,
PRJ-2019-098,PRJ-2019-098-SOV-10,153540.01,8,8,2,4,272.0,1323.26,2019-09-23,2020-04-03,160800.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,-7259.989999999991,-0.0451491915422885
PRJ-2019-098,PRJ-2019-098-SOV-11,112713.62000000001,6,6,2,4,151.0,706.535,2019-09-07,2020-05-13,118000.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,-5286.37999999999,-0.04479983050847449
PRJ-2019-098,PRJ-2019-098-SOV-12,72835.54000000001,5,5,3,4,1762.0,108.45599999999999,2019-09-17,2020-04-07,0.0,1.0,Insulation by specialty sub; pricing based on current bid,72835.54000000001,
PRJ-2019-099,PRJ-2019-099-SOV-03,341231.41000000003,6,6,2,5,1493.0,525.475,2019-03-14,2019-06-17,322000.0,0.85,70% shop fabrication; 30% field fab; standard material availability,19231.410000000033,0.059724875776397617
PRJ-2019-099,PRJ-2019-099-SOV-04,392085.49,4,4,2,3,874.0,1362.9524999999999,2019-04-04,2019-06-13,369900.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,22185.48999999999,0.05997699378210324
PRJ-2019-099,PRJ-2019-099-SOV-05,271595.09,8,8,3,4,3875.0,636.01875,2019-04-26,2019-09-30,256200.0,0.9,Copper pricing based on current market rates,15395.090000000026,0.060090124902420085
PRJ-2019-099,PRJ-2019-099-SOV-06,284519.35,7,7,3,4,2492.0,252.2571428571428,2019-05-20,2019-10-22,268400.0,0.9,Refrigerant pricing per current market; lineset routing direct,16119.349999999977,0.060057190760059526
PRJ-2019-099,PRJ-2019-099-SOV-07,1013517.41,7,7,2,5,796.0,45647.22000000001,2019-05-10,2019-08-24,0.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,1013517.41,
PRJ-2019-099,PRJ-2019-099-SOV-08,1071134.62,7,7,2,4,1014.0,75027.09571428571,2019-07-01,2019-09-28,0.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,1071134.62,
PRJ-2019-099,PRJ-2019-099-SOV-09,532772.17,7,7,2,4,50.0,39953.044285714284,2019-05-10,2019-09-16,0.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,532772.17,
PRJ-2019-099,PRJ-2019-099-SOV-10,243526.68,4,4,2,3,195.0,1649.5675,2019-08-14,2019-10-10,229800.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,13726.679999999993,0.05973315926892948
PRJ-2019-099,PRJ-2019-099-SOV-11,188477.79,7,7,2,4,268.0,896.99,2019-08-12,2019-12-13,177800.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,10677.790000000008,0.06005506186726664
PRJ-2019-099,PRJ-2019-099-SOV-12,136752.7,8,8,2,3,3415.0,65.25500000000001,2019-07-12,2019-12-06,0.0,1.0,Insulation by specialty sub; pricing based on current bid,136752.7,
PRJ-2019-100,PRJ-2019-100-SOV-03,148270.33000000002,3,3,2,1,674.0,565.4766666666666,2019-05-03,2019-07-11,143800.0,0.85,70% shop fabrication; 30% field fab; standard material availability,4470.330000000016,0.031087134909596775
PRJ-2019-100,PRJ-2019-100-SOV-04,261935.59999999998,7,7,2,4,1963.0,209.44714285714286,2019-05-07,2019-07-30,254100.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,7835.599999999977,0.030836678473042018
PRJ-2019-100,PRJ-2019-100-SOV-05,244225.13000000003,6,6,2,4,805.0,1183.1516666666666,2019-05-26,2019-10-07,236900.0,0.9,Copper pricing based on current market rates,7325.130000000034,0.030920768256648516
PRJ-2019-100,PRJ-2019-100-SOV-06,70435.34000000001,4,4,2,2,1672.0,154.5125,2019-06-07,2019-07-12,68300.0,0.9,Refrigerant pricing per current market; lineset routing direct,2135.340000000011,0.031264128843338373
PRJ-2019-100,PRJ-2019-100-SOV-07,613584.75,3,3,1,3,38.0,74439.01666666666,2019-05-31,2019-10-06,0.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,613584.75,
PRJ-2019-100,PRJ-2019-100-SOV-08,450447.26,8,8,5,4,1012.0,19278.050000000003,2019-06-12,2019-09-30,0.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,450447.26,
PRJ-2019-100,PRJ-2019-100-SOV-09,294108.22,5,5,2,3,1370.0,21359.1,2019-06-22,2019-10-07,0.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,294108.22,
PRJ-2019-100,PRJ-2019-100-SOV-10,133657.8,8,8,3,6,206.0,754.9125,2019-09-12,2020-01-02,129600.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,4057.7999999999884,0.031310185185185094
PRJ-2019-100,PRJ-2019-100-SOV-11,100274.77,3,3,1,2,212.0,509.1766666666667,2019-10-10,2019-12-18,97200.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,3074.770000000004,0.03163343621399181
PRJ-2019-100,PRJ-2019-100-SOV-12,90956.32,7,7,1,3,1879.0,219.29142857142855,2019-08-24,2020-01-21,0.0,1.0,Insulation by specialty sub; pricing based on current bid,90956.32,
PRJ-2019-101,PRJ-2019-101-SOV-03,1297233.85,8,8,2,4,1948.0,874.4525,2019-03-23,2019-07-02,1297100.0,0.85,70% shop fabrication; 30% field fab; standard material availability,133.85000000009313,0.00010319173540983204
PRJ-2019-101,PRJ-2019-101-SOV-04,2054702.17,3,3,1,2,602.0,7308.0233333333335,2019-03-23,2019-07-04,2054600.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,102.1699999999255,4.972744086436557e-05
PRJ-2019-101,PRJ-2019-101-SOV-05,1173829.24,7,7,3,4,1946.0,2478.5728571428567,2019-04-23,2019-10-01,1173700.0,0.9,Copper pricing based on current market rates,129.2399999999907,0.00011011331686120021
PRJ-2019-101,PRJ-2019-101-SOV-06,736290.19,7,7,1,5,3651.0,1137.8685714285714,2019-05-17,2019-08-08,736200.0,0.9,Refrigerant pricing per current market; lineset routing direct,90.18999999994412,0.00012250747079590345
PRJ-2019-101,PRJ-2019-101-SOV-07,4150365.32,3,3,1,3,1155.0,25161.829999999998,2019-05-11,2019-07-18,0.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,4150365.32,
PRJ-2019-101,PRJ-2019-101-SOV-08,3500519.54,4,4,3,4,42.0,234286.11,2019-05-08,2019-07-05,0.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,3500519.54,
PRJ-2019-101,PRJ-2019-101-SOV-09,2540384.04,6,6,2,3,51.0,103854.98833333333,2019-05-27,2019-09-23,0.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,2540384.04,
PRJ-2019-101,PRJ-2019-101-SOV-10,1390981.8599999999,5,5,2,4,172.0,9406.188,2019-08-07,2019-11-10,1390900.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,81.85999999986961,5.885397943768036e-05
PRJ-2019-101,PRJ-2019-101-SOV-11,420023.64999999997,7,7,2,6,269.0,1927.097142857143,2019-08-19,2019-11-01,420000.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,23.649999999965075,5.630952380944065e-05
PRJ-2019-101,PRJ-2019-101-SOV-12,801247.45,4,4,2,3,985.0,873.6525,2019-08-07,2019-12-01,0.0,1.0,Insulation by specialty sub; pricing based on current bid,801247.45,
PRJ-2019-102,PRJ-2019-102-SOV-03,1658287.7999999998,4,4,2,4,560.0,4744.545,2019-02-17,2019-10-18,1693900.0,0.85,70% shop fabrication; 30% field fab; standard material availability,-35612.200000000186,-0.021023791250959434
PRJ-2019-102,PRJ-2019-102-SOV-04,2392140.96,3,3,1,2,735.0,4961.096666666667,2019-04-28,2019-09-08,2443500.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,-51359.04000000004,-0.021018637200736663
PRJ-2019-102,PRJ-2019-102-SOV-05,1379545.28,7,7,2,5,771.0,9985.872857142856,2019-09-16,2020-02-18,1409200.0,0.9,Copper pricing based on current market rates,-29654.719999999972,-0.02104365597502127
PRJ-2019-102,PRJ-2019-102-SOV-06,664643.23,4,4,1,2,2133.0,360.3525,2019-11-04,2020-04-22,678900.0,0.9,Refrigerant pricing per current market; lineset routing direct,-14256.770000000019,-0.020999808513772308
PRJ-2019-102,PRJ-2019-102-SOV-07,4793097.109999999,3,3,1,3,6.0,798849.52,2019-07-27,2020-02-27,0.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,4793097.109999999,
PRJ-2019-102,PRJ-2019-102-SOV-08,2439463.6399999997,6,6,2,3,185.0,172373.52999999997,2019-06-06,2020-06-18,0.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,2439463.6399999997,
PRJ-2019-102,PRJ-2019-102-SOV-09,2505695.8,3,3,3,2,204.0,87905.16333333333,2019-06-27,2019-11-11,0.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,2505695.8,
PRJ-2019-102,PRJ-2019-102-SOV-10,1512762.15,6,6,3,2,189.0,10636.37,2020-02-07,2020-08-30,1545300.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,-32537.850000000093,-0.021056008542030734
PRJ-2019-102,PRJ-2019-102-SOV-11,899847.6200000001,8,8,1,4,337.0,4028.2675,2019-12-01,2020-09-24,919200.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,-19352.37999999989,-0.021053503046126944
PRJ-2019-102,PRJ-2019-102-SOV-12,617253.29,7,7,1,5,1486.0,1737.9714285714285,2020-02-16,2020-09-11,0.0,1.0,Insulation by specialty sub; pricing based on current bid,617253.29,
PRJ-2019-102,PRJ-2019-102-SOV-20,428155.41,1,1,1,1,2.0,214077.71,2020-05-01,2020-05-01,,,,,
PRJ-2019-103,PRJ-2019-103-SOV-03,166356.63999999998,3,3,2,2,680.0,272.7033333333333,2019-05-03,2019-07-01,170900.0,0.85,70% shop fabrication; 30% field fab; standard material availability,-4543.360000000015,-0.026584903452311383
PRJ-2019-103,PRJ-2019-103-SOV-04,270649.21,3,3,2,2,796.0,544.9133333333333,2019-03-22,2019-08-21,278200.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,-7550.789999999979,-0.027141588785046654
PRJ-2019-103,PRJ-2019-103-SOV-05,149879.38,4,4,3,4,1796.0,314.3275,2019-06-30,2019-12-22,154000.0,0.9,Copper pricing based on current market rates,-4120.619999999995,-0.026757272727272696
PRJ-2019-103,PRJ-2019-103-SOV-06,91382.3,4,4,2,3,1337.0,751.12,2019-08-29,2020-05-07,93900.0,0.9,Refrigerant pricing per current market; lineset routing direct,-2517.699999999997,-0.026812566560170364
PRJ-2019-103,PRJ-2019-103-SOV-07,597365.6900000001,8,8,3,5,2873.0,5998.441249999999,2019-06-18,2020-05-26,0.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,597365.6900000001,
PRJ-2019-103,PRJ-2019-103-SOV-08,459900.39999999997,7,7,3,5,114.0,12043.141428571429,2019-06-06,2020-05-23,0.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,459900.39999999997,
PRJ-2019-103,PRJ-2019-103-SOV-09,464833.9100000001,8,8,2,5,483.0,14948.1275,2019-06-21,2020-05-17,0.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,464833.9100000001,
PRJ-2019-103,PRJ-2019-103-SOV-10,107358.21,4,4,2,4,96.0,1431.825,2020-05-10,2020-09-12,110300.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,-2941.7899999999936,-0.026670806890299124
PRJ-2019-103,PRJ-2019-103-SOV-11,115904.97000000002,7,7,1,4,293.0,719.6971428571429,2019-11-15,2020-06-30,119100.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,-3195.0299999999843,-0.02682644836272027
PRJ-2019-103,PRJ-2019-103-SOV-12,77468.6,3,3,2,3,302.0,676.76,2020-04-01,2020-06-08,0.0,1.0,Insulation by specialty sub; pricing based on current bid,77468.6,
PRJ-2019-103,PRJ-2019-103-SOV-16,62672.64,1,1,1,1,4.0,15668.16,2019-06-18,2019-06-18,,,,,
PRJ-2019-104,PRJ-2019-104-SOV-03,411902.94999999995,3,3,2,2,377.0,2320.1933333333336,2019-03-29,2019-06-11,429800.0,0.85,70% shop fabrication; 30% field fab; standard material availability,-17897.050000000047,-0.04164041414611458
PRJ-2019-104,PRJ-2019-104-SOV-04,527881.4,6,6,2,4,2161.0,407.1383333333333,2019-03-18,2019-06-03,550900.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,-23018.599999999977,-0.04178362679252129
PRJ-2019-104,PRJ-2019-104-SOV-05,498121.53,8,8,3,4,3055.0,1953.14875,2019-04-08,2019-07-13,519800.0,0.9,Copper pricing based on current market rates,-21678.469999999972,-0.041705405925355855
PRJ-2019-104,PRJ-2019-104-SOV-06,324371.92,3,3,2,2,2232.0,160.53333333333333,2019-04-20,2019-06-15,338500.0,0.9,Refrigerant pricing per current market; lineset routing direct,-14128.080000000016,-0.04173731166912856
PRJ-2019-104,PRJ-2019-104-SOV-07,1446721.0699999998,3,3,1,3,692.0,159728.54666666666,2019-07-04,2019-09-07,0.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,1446721.0699999998,
PRJ-2019-104,PRJ-2019-104-SOV-08,834681.78,3,3,2,1,519.0,7362.593333333333,2019-04-03,2019-08-04,0.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,834681.78,
PRJ-2019-104,PRJ-2019-104-SOV-09,791438.95,5,5,2,3,1132.0,76371.96599999999,2019-04-12,2019-08-26,0.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,791438.95,
PRJ-2019-104,PRJ-2019-104-SOV-10,392533.57000000007,3,3,2,3,133.0,4411.71,2019-07-05,2019-09-29,409600.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,-17066.429999999935,-0.04166608886718734
PRJ-2019-104,PRJ-2019-104-SOV-11,301118.72000000003,8,8,3,5,399.0,1244.59,2019-06-22,2019-11-05,314200.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,-13081.27999999997,-0.04163360916613612
