project_id,sov_line_id,num_deliveries,num_unique_deliveries,num_material_categories,num_vendors,total_quantity,avg_unit_cost,total_material_cost,first_delivery_date,last_delivery_date
PRJ-2019-105,PRJ-2019-105-SOV-06,4,4,3,3,2491.0,122.57499999999999,287752.37,2019-03-10,2019-07-01
PRJ-2019-105,PRJ-2019-105-SOV-07,3,3,1,3,935.0,5293.59,1746380.3900000001,2019-03-20,2019-06-03
PRJ-2019-105,PRJ-2019-105-SOV-08,8,8,2,4,1929.0,38542.56874999999,1343518.73,2019-02-25,2019-06-17
PRJ-2019-105,PRJ-2019-105-SOV-09,8,8,4,4,744.0,28419.475000000002,985303.0900000001,2019-03-24,2019-06-22
PRJ-2019-105,PRJ-2019-105-SOV-10,7,7,3,4,284.0,2734.8514285714286,393020.47,2019-04-25,2019-08-06
PRJ-2019-105,PRJ-2019-105-SOV-11,5,5,1,3,185.0,1147.578,199362.56,2019-05-24,2019-08-14
PRJ-2019-105,PRJ-2019-105-SOV-12,6,6,2,4,1268.0,976.6150000000001,270980.44000000006,2019-05-03,2019-07-25
PRJ-2019-105,PRJ-2019-105-SOV-16,1,1,1,1,14.0,2811.84,39365.7,2019-05-03,2019-05-03
PRJ-2019-105,PRJ-2019-105-SOV-22,1,1,1,1,2.0,131174.77,262349.55,2019-02-25,2019-02-25
PRJ-2019-106,PRJ-2019-106-SOV-03,3,3,1,3,689.0,3229.14,1584162.48,2019-02-01,2019-05-06
PRJ-2019-106,PRJ-2019-106-SOV-04,3,3,2,3,713.0,5919.3533333333335,1436421.73,2019-02-12,2019-04-01
PRJ-2019-106,PRJ-2019-106-SOV-05,6,6,2,4,2947.0,24466.42166666666,2178002.07,2019-04-02,2019-08-10
PRJ-2019-106,PRJ-2019-106-SOV-06,4,4,1,3,1443.0,2853.19,781347.62,2019-06-01,2019-08-15
PRJ-2019-106,PRJ-2019-106-SOV-07,7,7,2,5,979.0,219731.1514285714,5094595.369999999,2019-03-13,2019-08-11
PRJ-2019-106,PRJ-2019-106-SOV-08,8,8,5,4,936.0,304323.145,4362042.619999999,2019-03-09,2019-08-04
PRJ-2019-106,PRJ-2019-106-SOV-09,7,7,2,5,2357.0,14409.591428571426,3282011.49,2019-03-22,2019-08-28
PRJ-2019-106,PRJ-2019-106-SOV-10,5,5,1,3,151.0,7129.754000000001,1015213.53,2019-06-04,2019-09-19
PRJ-2019-106,PRJ-2019-106-SOV-11,7,7,3,4,341.0,3138.39,773379.8399999999,2019-06-12,2019-11-03
PRJ-2019-106,PRJ-2019-106-SOV-12,5,5,2,3,1375.0,920.0619999999999,916855.6099999999,2019-05-31,2019-10-30
PRJ-2019-106,PRJ-2019-106-SOV-19,1,1,1,1,2.0,301680.66,603361.32,2019-06-05,2019-06-05
PRJ-2019-107,PRJ-2019-107-SOV-03,6,6,1,4,1031.0,1125.9583333333333,571574.99,2019-05-19,2019-11-08
PRJ-2019-107,PRJ-2019-107-SOV-04,7,7,3,4,1210.0,521.09,553351.04,2019-05-10,2019-11-02
PRJ-2019-107,PRJ-2019-107-SOV-05,6,6,2,5,1841.0,2865.3349999999996,532576.5399999999,2019-09-15,2020-04-16
PRJ-2019-107,PRJ-2019-107-SOV-06,6,6,2,4,1594.0,506.88166666666666,321592.41000000003,2019-06-30,2020-02-27
PRJ-2019-107,PRJ-2019-107-SOV-07,6,6,2,5,447.0,29602.51,1405661.8699999999,2019-07-23,2020-04-21
PRJ-2019-107,PRJ-2019-107-SOV-08,8,8,3,5,2774.0,40270.170000000006,1411939.25,2019-06-27,2020-04-17
PRJ-2019-107,PRJ-2019-107-SOV-09,5,5,1,3,295.0,142856.79,1108131.7999999998,2019-08-04,2020-04-28
PRJ-2019-107,PRJ-2019-107-SOV-10,8,8,3,4,318.0,2049.725,383117.45,2020-01-07,2020-07-17
PRJ-2019-107,PRJ-2019-107-SOV-11,7,7,3,5,252.0,1122.4142857142856,253896.35,2019-12-14,2020-05-18
PRJ-2019-107,PRJ-2019-107-SOV-12,7,7,2,4,1308.0,1769.4171428571426,331286.78,2019-11-23,2020-06-29
PRJ-2019-107,PRJ-2019-107-SOV-23,1,1,1,1,14.0,2647.71,37067.96,2020-01-19,2020-01-19
PRJ-2019-108,PRJ-2019-108-SOV-03,8,8,3,6,1216.0,383.64125000000007,234808.50999999998,2019-05-11,2019-11-22
PRJ-2019-108,PRJ-2019-108-SOV-04,5,5,3,3,1344.0,625.692,525507.09,2019-05-07,2019-11-26
PRJ-2019-108,PRJ-2019-108-SOV-05,4,4,1,4,1295.0,2199.0375,341827.2,2019-08-27,2020-04-18
PRJ-2019-108,PRJ-2019-108-SOV-06,6,6,2,4,1804.0,311.5566666666666,152239.96000000002,2019-08-09,2020-03-15
PRJ-2019-108,PRJ-2019-108-SOV-07,4,4,1,3,889.0,43977.3925,1062422.01,2019-09-22,2020-03-22
PRJ-2019-108,PRJ-2019-108-SOV-08,4,4,2,3,746.0,56669.880000000005,867254.34,2019-09-11,2020-05-11
PRJ-2019-108,PRJ-2019-108-SOV-09,7,7,2,4,696.0,8500.777142857143,744599.95,2019-07-08,2020-06-01
PRJ-2019-108,PRJ-2019-108-SOV-10,4,4,1,3,93.0,3523.1349999999998,293855.72,2019-12-11,2020-06-05
PRJ-2019-108,PRJ-2019-108-SOV-11,7,7,3,5,260.0,794.1057142857143,145003.65000000002,2020-01-03,2020-09-26
PRJ-2019-108,PRJ-2019-108-SOV-12,3,3,1,2,1442.0,234.33,193292.29,2020-02-08,2020-04-07
PRJ-2019-109,PRJ-2019-109-SOV-03,8,8,3,4,1660.0,448.4625,390332.63000000006,2019-03-22,2019-09-12
PRJ-2019-109,PRJ-2019-109-SOV-04,6,6,2,4,1177.0,596.7533333333334,475456.61999999994,2019-04-11,2019-09-07
PRJ-2019-109,PRJ-2019-109-SOV-05,4,4,1,3,1211.0,3280.8425,413040.52,2019-06-15,2019-12-03
PRJ-2019-109,PRJ-2019-109-SOV-06,6,6,2,3,817.0,1296.5316666666665,237788.69,2019-06-12,2019-12-09
PRJ-2019-109,PRJ-2019-109-SOV-07,5,5,2,4,21.0,268077.846,1730714.18,2019-07-13,2019-11-14
PRJ-2019-109,PRJ-2019-109-SOV-08,8,8,2,3,518.0,56577.19124999999,1123589.0,2019-06-18,2020-01-21
PRJ-2019-109,PRJ-2019-109-SOV-09,8,8,3,4,2037.0,19156.47,710145.58,2019-06-05,2019-10-01
PRJ-2019-109,PRJ-2019-109-SOV-10,5,5,3,3,226.0,5794.804,567084.8,2019-11-18,2020-01-11
PRJ-2019-109,PRJ-2019-109-SOV-11,5,5,3,4,161.0,1244.888,173533.95,2019-10-21,2020-02-25
PRJ-2019-109,PRJ-2019-109-SOV-12,7,7,2,3,1722.0,402.6714285714285,262355.42000000004,2019-09-27,2020-03-04
PRJ-2019-109,PRJ-2019-109-SOV-22,1,1,1,1,29.0,991.89,28764.84,2019-11-16,2019-11-16
PRJ-2019-110,PRJ-2019-110-SOV-03,7,7,1,4,1349.0,113.9242857142857,110416.90999999999,2019-03-07,2019-06-28
PRJ-2019-110,PRJ-2019-110-SOV-04,8,8,3,4,1315.0,208.46625000000003,119450.10000000002,2019-03-28,2019-06-23
PRJ-2019-110,PRJ-2019-110-SOV-05,6,6,3,3,1147.0,402.2033333333334,134904.76,2019-04-23,2019-09-23
PRJ-2019-110,PRJ-2019-110-SOV-06,8,8,2,5,2060.0,137.9025,45152.22,2019-04-17,2019-08-29
PRJ-2019-110,PRJ-2019-110-SOV-07,6,6,3,4,829.0,13529.746666666666,455819.46,2019-05-15,2019-09-12
PRJ-2019-110,PRJ-2019-110-SOV-08,5,5,3,3,20.0,45484.384000000005,397671.33999999997,2019-04-25,2019-10-06
PRJ-2019-110,PRJ-2019-110-SOV-09,7,7,3,4,394.0,17304.804285714286,282401.62999999995,2019-04-14,2019-10-06
PRJ-2019-110,PRJ-2019-110-SOV-10,4,4,3,3,187.0,764.2225,102146.00000000001,2019-08-02,2019-12-14
PRJ-2019-110,PRJ-2019-110-SOV-11,5,5,1,3,187.0,287.74799999999993,46537.69,2019-07-05,2019-11-02
PRJ-2019-110,PRJ-2019-110-SOV-12,7,7,1,5,1382.0,100.15285714285713,50087.63,2019-07-19,2019-11-02
PRJ-2019-110,PRJ-2019-110-SOV-19,1,1,1,1,3.0,21268.57,63805.7,2019-08-24,2019-08-24
PRJ-2019-110,PRJ-2019-110-SOV-22,1,1,1,1,341.0,110.23,37588.14,2019-09-12,2019-09-12
PRJ-2019-111,PRJ-2019-111-SOV-03,6,6,2,4,1333.0,667.5516666666666,343251.29000000004,2019-01-21,2019-08-02
PRJ-2019-111,PRJ-2019-111-SOV-04,8,8,3,5,1513.0,579.63625,471588.36999999994,2019-02-05,2019-07-04
PRJ-2019-111,PRJ-2019-111-SOV-05,3,3,1,2,839.0,6650.463333333333,442488.54,2019-07-26,2019-11-27
PRJ-2019-111,PRJ-2019-111-SOV-06,5,5,3,3,2138.0,116.268,175220.83000000002,2019-04-10,2019-12-22
PRJ-2019-111,PRJ-2019-111-SOV-07,4,4,1,3,48.0,121328.35749999998,1138779.2000000002,2019-09-25,2020-01-14
PRJ-2019-111,PRJ-2019-111-SOV-08,6,6,2,3,501.0,34866.42333333333,918578.68,2019-04-28,2019-11-28
PRJ-2019-111,PRJ-2019-111-SOV-09,3,3,2,3,9.0,62821.876666666656,508176.0,2019-06-16,2020-01-09
PRJ-2019-111,PRJ-2019-111-SOV-10,4,4,1,4,218.0,1956.5775,366986.09,2019-11-07,2020-05-18
PRJ-2019-111,PRJ-2019-111-SOV-11,7,7,2,4,266.0,1506.7671428571427,220947.69,2019-12-28,2020-05-02
PRJ-2019-111,PRJ-2019-111-SOV-12,5,5,1,4,1037.0,563.924,161313.34,2019-11-30,2020-05-30
PRJ-2019-111,PRJ-2019-111-SOV-18,1,1,1,1,3.0,100338.94,301016.81,2019-11-16,2019-11-16
PRJ-2019-111,PRJ-2019-111-SOV-20,1,1,1,1,489.0,115.19,56326.79,2019-04-11,2019-04-11
PRJ-2019-111,PRJ-2019-111-SOV-24,1,1,1,1,4.0,22722.7,90890.79,2019-11-23,2019-11-23
PRJ-2019-112,PRJ-2019-112-SOV-03,5,5,1,2,799.0,1293.636,408413.62,2019-03-21,2019-05-28
PRJ-2019-112,PRJ-2019-112-SOV-04,5,5,3,3,695.0,2832.762,476810.41,2019-01-29,2019-05-26
PRJ-2019-112,PRJ-2019-112-SOV-05,5,5,1,4,1521.0,3500.1400000000003,383933.12,2019-04-01,2019-09-09
PRJ-2019-112,PRJ-2019-112-SOV-06,4,4,2,3,1263.0,378.05,163007.87999999998,2019-06-10,2019-08-19
PRJ-2019-112,PRJ-2019-112-SOV-07,6,6,2,5,284.0,43210.95333333333,933404.3999999999,2019-03-19,2019-09-03
PRJ-2019-112,PRJ-2019-112-SOV-08,8,8,1,6,1875.0,16950.928750000003,653279.9,2019-07-03,2019-09-04
PRJ-2019-112,PRJ-2019-112-SOV-09,4,4,3,3,140.0,57759.165,670568.22,2019-03-11,2019-07-09
PRJ-2019-112,PRJ-2019-112-SOV-10,3,3,1,3,77.0,5925.509999999999,355812.63,2019-06-27,2019-10-27
PRJ-2019-112,PRJ-2019-112-SOV-11,8,8,3,5,288.0,1027.4175,150527.39,2019-06-14,2019-11-22
PRJ-2019-112,PRJ-2019-112-SOV-12,8,8,2,6,3514.0,967.2524999999999,193153.13999999998,2019-06-17,2019-11-29
PRJ-2019-112,PRJ-2019-112-SOV-18,1,1,1,1,12.0,11977.63,143731.55,2019-07-11,2019-07-11
PRJ-2019-112,PRJ-2019-112-SOV-22,1,1,1,1,40.0,3002.29,120091.56,2019-04-01,2019-04-01
PRJ-2019-112,PRJ-2019-112-SOV-24,1,1,1,1,64.0,2267.23,145102.53,2019-04-22,2019-04-22
PRJ-2019-113,PRJ-2019-113-SOV-03,8,8,3,3,1403.0,92.205,97637.70000000001,2019-04-05,2019-11-21
PRJ-2019-113,PRJ-2019-113-SOV-04,8,8,3,4,2359.0,51.8375,115484.45999999999,2019-01-30,2019-10-23
PRJ-2019-113,PRJ-2019-113-SOV-05,4,4,2,3,1360.0,209.8925,92731.34,2019-07-12,2020-01-14
PRJ-2019-113,PRJ-2019-113-SOV-06,7,7,4,6,2986.0,140.19571428571427,55822.810000000005,2019-07-26,2020-04-29
PRJ-2019-113,PRJ-2019-113-SOV-07,6,6,1,3,151.0,23129.67333333333,429891.49,2019-07-01,2020-04-28
PRJ-2019-113,PRJ-2019-113-SOV-08,3,3,2,3,49.0,10885.643333333333,242703.07,2019-09-21,2020-06-27
PRJ-2019-113,PRJ-2019-113-SOV-09,6,6,3,3,700.0,12352.875,224003.74999999997,2019-12-29,2020-06-03
PRJ-2019-113,PRJ-2019-113-SOV-10,6,6,2,3,263.0,371.7133333333333,74686.82,2019-11-25,2020-11-17
PRJ-2019-113,PRJ-2019-113-SOV-11,8,8,2,4,253.0,238.14249999999998,47060.060000000005,2019-12-10,2020-10-04
PRJ-2019-113,PRJ-2019-113-SOV-12,8,8,1,5,2700.0,131.3725,57153.18000000001,2020-02-10,2020-09-25
PRJ-2019-113,PRJ-2019-113-SOV-24,1,1,1,1,35.0,226.96,7943.5,2020-06-25,2020-06-25
PRJ-2019-114,PRJ-2019-114-SOV-03,3,3,1,2,569.0,1257.81,580975.98,2019-04-29,2019-07-27
PRJ-2019-114,PRJ-2019-114-SOV-04,7,7,3,5,1931.0,739.9271428571428,1126987.22,2019-03-01,2019-09-01
PRJ-2019-114,PRJ-2019-114-SOV-05,4,4,1,2,2154.0,1699.235,641420.08,2019-05-17,2020-01-27
PRJ-2019-114,PRJ-2019-114-SOV-06,4,4,2,3,1444.0,1373.7949999999998,277696.73,2019-05-15,2019-12-24
PRJ-2019-114,PRJ-2019-114-SOV-07,7,7,1,5,56.0,194914.50428571427,2393655.07,2019-08-14,2020-02-20
PRJ-2019-114,PRJ-2019-114-SOV-08,6,6,2,3,949.0,52352.14166666667,1921563.68,2019-05-24,2020-02-11
PRJ-2019-114,PRJ-2019-114-SOV-09,8,8,3,4,2726.0,25022.295000000002,1331518.53,2019-05-29,2019-10-30
PRJ-2019-114,PRJ-2019-114-SOV-10,5,5,2,3,251.0,6609.372,783798.26,2019-12-27,2020-05-31
PRJ-2019-114,PRJ-2019-114-SOV-11,7,7,3,3,463.0,1081.3528571428574,297865.41,2019-09-25,2020-01-28
PRJ-2019-114,PRJ-2019-114-SOV-12,7,7,2,5,1559.0,965.5057142857142,270177.32,2019-09-26,2020-05-03
PRJ-2019-114,PRJ-2019-114-SOV-21,1,1,1,1,82.0,771.93,63298.08,2020-01-19,2020-01-19
PRJ-2019-114,PRJ-2019-114-SOV-25,1,1,1,1,15.0,4703.98,70559.68,2019-09-26,2019-09-26
PRJ-2019-115,PRJ-2019-115-SOV-03,4,4,1,3,232.0,2870.9399999999996,586739.33,2019-04-04,2019-07-14
PRJ-2019-115,PRJ-2019-115-SOV-04,4,4,1,3,346.0,6079.2325,1158712.0699999998,2019-03-24,2019-05-16
PRJ-2019-115,PRJ-2019-115-SOV-05,7,7,2,4,1484.0,7372.374285714286,1037604.2599999999,2019-08-06,2020-01-02
PRJ-2019-115,PRJ-2019-115-SOV-06,6,6,2,3,3873.0,1345.4616666666668,281315.6,2019-05-21,2020-01-04
PRJ-2019-115,PRJ-2019-115-SOV-07,5,5,2,3,55.0,251264.08600000004,3229719.5900000003,2019-06-10,2019-11-14
PRJ-2019-115,PRJ-2019-115-SOV-08,5,5,1,4,957.0,10575.728,1477697.73,2019-06-03,2019-08-29
PRJ-2019-115,PRJ-2019-115-SOV-09,7,7,2,4,604.0,77267.32714285715,1426671.6099999999,2019-05-07,2019-10-27
PRJ-2019-115,PRJ-2019-115-SOV-10,3,3,1,3,95.0,4245.37,522186.81000000006,2019-09-17,2019-12-22
PRJ-2019-115,PRJ-2019-115-SOV-11,3,3,2,2,54.0,11714.553333333331,282336.20999999996,2019-11-14,2019-12-26
PRJ-2019-115,PRJ-2019-115-SOV-12,6,6,1,4,2335.0,182.60666666666665,429763.31,2019-09-18,2020-01-05
PRJ-2019-116,PRJ-2019-116-SOV-03,8,8,3,3,1650.0,991.60875,1076817.5,2019-02-12,2019-05-07
PRJ-2019-116,PRJ-2019-116-SOV-04,5,5,1,3,770.0,3504.014,1543096.27,2019-02-18,2019-04-29
PRJ-2019-116,PRJ-2019-116-SOV-05,4,4,1,4,918.0,9975.659999999998,643418.49,2019-03-21,2019-08-15
PRJ-2019-116,PRJ-2019-116-SOV-06,8,8,2,4,2145.0,2603.99625,680607.73,2019-03-19,2019-09-14
PRJ-2019-116,PRJ-2019-116-SOV-07,7,7,2,5,30.0,165408.34714285718,2804106.62,2019-04-01,2019-09-13
PRJ-2019-116,PRJ-2019-116-SOV-08,5,5,2,5,543.0,163650.08800000002,2643197.76,2019-04-30,2019-09-15
PRJ-2019-116,PRJ-2019-116-SOV-09,3,3,2,2,1791.0,43047.48666666667,2246372.06,2019-03-29,2019-05-20
PRJ-2019-116,PRJ-2019-116-SOV-10,8,8,3,5,317.0,6473.07625,721623.7200000001,2019-06-20,2019-11-07
PRJ-2019-116,PRJ-2019-116-SOV-11,4,4,3,3,239.0,3639.44,323726.33,2019-06-17,2019-09-28
PRJ-2019-116,PRJ-2019-116-SOV-12,5,5,3,3,151.0,4503.786,438632.94000000006,2019-06-11,2019-10-27
PRJ-2019-116,PRJ-2019-116-SOV-18,1,1,1,1,1.0,523296.14,523296.14,2019-08-04,2019-08-04
PRJ-2019-116,PRJ-2019-116-SOV-19,1,1,1,1,3.0,125978.92,377936.77,2019-04-03,2019-04-03
PRJ-2019-117,PRJ-2019-117-SOV-03,5,5,3,3,987.0,1082.038,599912.54,2019-03-03,2019-06-15
PRJ-2019-117,PRJ-2019-117-SOV-04,3,3,1,2,205.0,12216.363333333333,1102521.62,2019-03-20,2019-05-29
PRJ-2019-117,PRJ-2019-117-SOV-05,8,8,3,5,2689.0,2069.085,831767.8400000001,2019-04-03,2019-08-23
PRJ-2019-117,PRJ-2019-117-SOV-06,4,4,1,4,1445.0,761.885,369908.50000000006,2019-04-17,2019-09-22
PRJ-2019-117,PRJ-2019-117-SOV-07,7,7,3,4,931.0,107355.08285714283,2605051.65,2019-06-03,2019-09-24
PRJ-2019-117,PRJ-2019-117-SOV-08,7,7,2,4,772.0,111596.60571428573,1904405.83,2019-04-10,2019-09-26
PRJ-2019-117,PRJ-2019-117-SOV-09,8,8,2,4,1488.0,58885.58,1418413.4200000002,2019-04-06,2019-07-29
PRJ-2019-117,PRJ-2019-117-SOV-10,4,4,1,4,123.0,3517.4474999999998,387460.18,2019-08-25,2019-11-20
PRJ-2019-117,PRJ-2019-117-SOV-11,3,3,1,2,136.0,5811.346666666667,399060.95,2019-07-09,2019-10-28
PRJ-2019-117,PRJ-2019-117-SOV-12,5,5,1,3,2164.0,175.02,348097.29000000004,2019-06-29,2019-10-07
PRJ-2019-117,PRJ-2019-117-SOV-17,1,1,1,1,100.0,1297.63,129763.19,2019-06-15,2019-06-15
PRJ-2019-118,PRJ-2019-118-SOV-03,5,5,3,4,1365.0,727.4179999999999,131295.38,2019-04-28,2019-07-27
PRJ-2019-118,PRJ-2019-118-SOV-04,7,7,3,5,2463.0,104.58571428571429,237022.74999999997,2019-03-31,2019-08-21
PRJ-2019-118,PRJ-2019-118-SOV-05,4,4,2,3,227.0,1276.675,131358.69,2019-05-30,2019-10-01
PRJ-2019-118,PRJ-2019-118-SOV-06,8,8,3,5,3180.0,282.4275,113774.63,2019-06-02,2019-12-21
PRJ-2019-118,PRJ-2019-118-SOV-07,6,6,2,4,2230.0,4347.213333333333,373888.45999999996,2019-06-25,2019-12-28
PRJ-2019-118,PRJ-2019-118-SOV-08,3,3,1,3,1015.0,2253.09,354390.68000000005,2019-10-23,2019-12-21
PRJ-2019-118,PRJ-2019-118-SOV-09,4,4,3,4,14.0,26811.6675,332281.26,2019-05-23,2019-12-11
PRJ-2019-118,PRJ-2019-118-SOV-10,6,6,2,5,179.0,1558.8766666666668,158252.02,2019-09-09,2020-03-11
PRJ-2019-118,PRJ-2019-118-SOV-11,4,4,1,3,232.0,197.1325,50041.579999999994,2019-09-07,2020-01-02
PRJ-2019-118,PRJ-2019-118-SOV-12,3,3,1,2,1368.0,67.35000000000001,63056.78,2019-11-02,2020-03-03
PRJ-2019-119,PRJ-2019-119-SOV-03,8,8,2,4,983.0,1257.0225,616973.41,2019-02-28,2019-08-21
PRJ-2019-119,PRJ-2019-119-SOV-04,7,7,3,5,2239.0,788.8814285714287,767795.0900000001,2019-03-29,2019-07-27
PRJ-2019-119,PRJ-2019-119-SOV-05,4,4,1,4,233.0,6359.7525,681734.64,2019-05-11,2019-11-12
PRJ-2019-119,PRJ-2019-119-SOV-06,4,4,1,4,1523.0,323.1925,298586.65,2019-07-07,2020-01-07
PRJ-2019-119,PRJ-2019-119-SOV-07,8,8,2,6,351.0,145082.99499999997,2345483.12,2019-05-13,2020-01-08
PRJ-2019-119,PRJ-2019-119-SOV-08,3,3,1,3,1512.0,949.1633333333333,1446254.65,2019-05-13,2019-11-18
PRJ-2019-119,PRJ-2019-119-SOV-09,8,8,2,6,44.0,65047.67375,1336271.91,2019-05-05,2020-02-01
PRJ-2019-119,PRJ-2019-119-SOV-10,4,4,2,4,174.0,2401.3824999999997,375794.38,2020-02-13,2020-03-06
PRJ-2019-119,PRJ-2019-119-SOV-11,4,4,2,3,114.0,2007.2675,228132.08,2019-10-14,2020-02-25
PRJ-2019-119,PRJ-2019-119-SOV-12,5,5,2,3,1853.0,242.61600000000004,382405.47000000003,2019-10-18,2020-05-15
PRJ-2019-119,PRJ-2019-119-SOV-24,1,1,1,1,28.0,2335.47,65393.04,2019-12-15,2019-12-15
PRJ-2019-119,PRJ-2019-119-SOV-25,1,1,1,1,2.0,71688.34,143376.68,2019-06-19,2019-06-19
PRJ-2019-120,PRJ-2019-120-SOV-03,3,3,1,3,468.0,1553.4800000000002,255977.7,2019-09-13,2019-11-15
PRJ-2019-120,PRJ-2019-120-SOV-04,3,3,1,3,862.0,424.76,339466.2,2019-07-30,2019-11-26
PRJ-2019-120,PRJ-2019-120-SOV-05,4,4,1,4,2332.0,711.1225,268672.77,2019-07-23,2020-03-06
PRJ-2019-120,PRJ-2019-120-SOV-06,5,5,1,5,1977.0,742.9540000000001,148817.09999999998,2019-08-16,2020-05-04
PRJ-2019-120,PRJ-2019-120-SOV-07,6,6,3,4,333.0,11654.216666666667,828866.8499999999,2019-09-18,2020-03-06
PRJ-2019-120,PRJ-2019-120-SOV-08,5,5,2,2,29.0,37223.584,569168.54,2019-08-31,2020-05-30
PRJ-2019-120,PRJ-2019-120-SOV-09,5,5,2,5,504.0,4877.686,499744.96,2020-01-28,2020-05-23
PRJ-2019-120,PRJ-2019-120-SOV-10,5,5,3,4,104.0,1594.8059999999998,135884.93000000002,2020-02-09,2020-10-24
PRJ-2019-120,PRJ-2019-120-SOV-11,4,4,2,4,145.0,1322.1750000000002,107005.35,2020-08-16,2020-10-01
PRJ-2019-120,PRJ-2019-120-SOV-12,7,7,4,5,2037.0,110.55714285714285,103402.17000000001,2020-01-10,2020-11-08
PRJ-2019-120,PRJ-2019-120-SOV-23,1,1,1,1,426.0,386.2,164520.12,2020-04-21,2020-04-21
PRJ-2019-121,PRJ-2019-121-SOV-03,5,5,3,4,1402.0,1251.786,1110936.37,2019-09-11,2020-01-02
PRJ-2019-121,PRJ-2019-121-SOV-04,8,8,3,6,2003.0,3286.2699999999995,2050762.8699999996,2019-03-19,2019-09-29
PRJ-2019-121,PRJ-2019-121-SOV-05,7,7,3,4,3471.0,1547.967142857143,1668900.2999999998,2019-07-03,2020-07-30
PRJ-2019-121,PRJ-2019-121-SOV-06,3,3,2,3,1873.0,938.2366666666666,1113595.51,2019-08-12,2020-07-20
PRJ-2019-121,PRJ-2019-121-SOV-07,4,4,2,2,2187.0,3564.9325,5662801.510000001,2019-09-18,2020-02-07
PRJ-2019-121,PRJ-2019-121-SOV-08,4,4,3,4,49.0,219885.415,3282562.34,2019-07-21,2020-08-04
PRJ-2019-121,PRJ-2019-121-SOV-09,8,8,3,5,1003.0,49529.44125000001,2959364.95,2019-08-05,2020-08-03
PRJ-2019-121,PRJ-2019-121-SOV-10,7,7,2,4,242.0,9357.525714285714,1519252.7,2020-03-09,2021-01-26
PRJ-2019-121,PRJ-2019-121-SOV-11,4,4,2,3,112.0,10276.5175,657970.2,2020-03-11,2020-11-01
PRJ-2019-121,PRJ-2019-121-SOV-12,7,7,4,4,2417.0,1368.137142857143,765648.3,2020-01-26,2021-02-10
PRJ-2019-121,PRJ-2019-121-SOV-20,1,1,1,1,483.0,1413.75,682841.85,2019-09-29,2019-09-29
PRJ-2019-121,PRJ-2019-121-SOV-24,1,1,1,1,47.0,3757.26,176591.11,2020-03-11,2020-03-11
PRJ-2019-122,PRJ-2019-122-SOV-03,7,7,1,4,1565.0,75.11285714285715,99160.04,2019-03-27,2019-07-03
PRJ-2019-122,PRJ-2019-122-SOV-04,3,3,1,2,670.0,313.5366666666667,124221.63999999998,2019-05-18,2019-07-10
PRJ-2019-122,PRJ-2019-122-SOV-05,6,6,2,4,1719.0,441.8883333333333,136188.12,2019-07-08,2019-11-04
PRJ-2019-122,PRJ-2019-122-SOV-06,4,4,3,3,2169.0,36.78,62107.62,2019-06-16,2019-10-16
PRJ-2019-122,PRJ-2019-122-SOV-07,5,5,2,3,854.0,4808.5419999999995,342812.01,2019-05-15,2019-10-27
PRJ-2019-122,PRJ-2019-122-SOV-08,8,8,1,4,1459.0,7728.925,311496.95,2019-05-20,2019-10-29
PRJ-2019-122,PRJ-2019-122-SOV-09,7,7,2,5,474.0,11345.747142857144,180892.21000000002,2019-05-09,2019-10-27
PRJ-2019-122,PRJ-2019-122-SOV-10,3,3,2,3,206.0,423.99666666666667,82585.6,2019-11-27,2019-12-26
PRJ-2019-122,PRJ-2019-122-SOV-11,4,4,2,3,280.0,256.32750000000004,45413.18,2019-09-13,2020-01-04
PRJ-2019-122,PRJ-2019-122-SOV-12,5,5,3,5,1096.0,77.226,73160.11,2019-08-17,2019-11-22
PRJ-2019-123,PRJ-2019-123-SOV-03,4,4,2,4,543.0,637.2275,268846.14999999997,2019-04-24,2019-07-22
PRJ-2019-123,PRJ-2019-123-SOV-04,8,8,1,4,1996.0,257.5575,464215.52,2019-03-16,2019-08-11
PRJ-2019-123,PRJ-2019-123-SOV-05,7,7,3,4,3155.0,654.4657142857143,206352.06999999998,2019-07-02,2019-11-20
PRJ-2019-123,PRJ-2019-123-SOV-06,4,4,2,3,767.0,2100.485,201700.42,2019-05-31,2019-12-21
PRJ-2019-123,PRJ-2019-123-SOV-07,5,5,2,4,519.0,87467.43,1029256.6199999999,2019-04-18,2019-11-23
PRJ-2019-123,PRJ-2019-123-SOV-08,7,7,2,4,90.0,64176.48428571427,836168.1,2019-05-06,2019-12-05
PRJ-2019-123,PRJ-2019-123-SOV-09,8,8,4,5,2374.0,4211.662499999999,523854.4699999999,2019-05-24,2019-10-21
PRJ-2019-123,PRJ-2019-123-SOV-10,4,4,1,4,144.0,1790.3,231537.73,2019-09-08,2020-02-09
PRJ-2019-123,PRJ-2019-123-SOV-11,4,4,1,3,162.0,1271.765,105505.95,2019-09-14,2020-03-19
PRJ-2019-123,PRJ-2019-123-SOV-12,7,7,4,5,2267.0,523.4885714285715,226718.3,2019-08-29,2020-03-15
PRJ-2019-123,PRJ-2019-123-SOV-16,1,1,1,1,2.0,158008.8,316017.59,2019-08-15,2019-08-15
PRJ-2019-123,PRJ-2019-123-SOV-22,1,1,1,1,25.0,1681.68,42042.03,2019-10-01,2019-10-01
