project_id,week_start,total_cost,week_change,pct_change
PRJ-2020-183,2021-12-27,69133.83,53257.11,3.35441514368207
PRJ-2020-183,2022-01-03,18157.480000000003,-50976.35,-0.7373575281450485
PRJ-2020-183,2022-01-10,19938.519999999997,1781.0399999999936,0.09808850126779671
PRJ-2020-183,2022-01-17,20231.259999999995,292.73999999999796,0.014682132876462145
PRJ-2020-183,2022-01-24,19202.07,-1029.189999999995,-0.05087127544206319
PRJ-2020-183,2022-01-31,13900.8,-5301.27,-0.27607804783546774
PRJ-2020-183,2022-02-07,120057.97,106157.17,7.6367669486648255
PRJ-2020-183,2022-02-14,17487.739999999998,-102570.23000000001,-0.8543391996383082
PRJ-2020-183,2022-02-21,19620.859999999997,2133.119999999999,0.12197802574832421
PRJ-2020-183,2022-02-28,23635.299999999996,4014.4399999999987,0.20460061383649847
PRJ-2020-183,2022-03-07,65099.009999999995,41463.71,1.7543128286926761
PRJ-2020-183,2022-03-14,20782.150000000005,-44316.859999999986,-0.6807608902193749
PRJ-2020-183,2022-03-21,23894.410000000003,3112.2599999999984,0.1497564015272721
PRJ-2020-183,2022-03-28,18783.51,-5110.900000000005,-0.21389521649624343
PRJ-2020-183,2022-04-04,18691.14,-92.36999999999898,-0.004917611245182556
PRJ-2020-183,2022-04-11,21302.039999999994,2610.899999999994,0.1396865038729577
PRJ-2020-183,2022-04-18,19752.489999999994,-1549.5499999999993,-0.07274185946510286
PRJ-2020-183,2022-04-25,17616.460000000003,-2136.0299999999916,-0.1081397838955996
PRJ-2020-183,2022-05-02,23561.92,5945.4599999999955,0.3374945931248386
PRJ-2020-183,2022-05-09,16344.300000000001,-7217.619999999997,-0.30632563050888884
PRJ-2020-183,2022-05-16,20144.33,3800.0300000000007,0.23249879162766227
PRJ-2020-183,2022-05-23,19601.460000000003,-542.869999999999,-0.026949022379994716
PRJ-2020-183,2022-05-30,20568.319999999992,966.8599999999897,0.04932591755920169
PRJ-2020-183,2022-06-06,15266.880000000003,-5301.43999999999,-0.25774783745099217
PRJ-2020-183,2022-06-13,19381.04,4114.159999999998,0.26948269718501733
PRJ-2020-183,2022-06-20,14270.38,-5110.660000000002,-0.2636937955857891
PRJ-2020-211,2019-12-30,1607.9199999999998,,
PRJ-2020-211,2020-01-06,11095.46,9487.539999999999,5.900505000248769
PRJ-2020-211,2020-01-13,9801.92,-1293.539999999999,-0.11658281855822103
PRJ-2020-211,2020-01-20,191600.82,181798.9,18.54727441154386
PRJ-2020-211,2020-01-27,12760.12,-178840.7,-0.9334025814712067
PRJ-2020-211,2020-02-03,356680.99,343920.87,26.952792763704416
PRJ-2020-211,2020-02-10,181539.78,-175141.21,-0.49103040226506045
PRJ-2020-211,2020-02-17,10146.09,-171393.69,-0.9441109270926736
PRJ-2020-211,2020-02-24,10780.8,634.7099999999991,0.06255710327820856
PRJ-2020-211,2020-03-02,115618.03,104837.23,9.724438817156427
PRJ-2020-211,2020-03-09,619325.78,503707.75,4.35665397516287
PRJ-2020-211,2020-03-16,844515.3899999999,225189.60999999987,0.36360445063339664
PRJ-2020-211,2020-03-23,23441.219999999998,-821074.1699999999,-0.9722429925166906
PRJ-2020-211,2020-03-30,29300.22999999998,5859.009999999984,0.24994475543508335
PRJ-2020-211,2020-04-06,30378.84,1078.6100000000188,0.03681233901576948
PRJ-2020-211,2020-04-13,169472.08,139093.24,4.57862248854795
PRJ-2020-211,2020-04-20,981278.98,811806.9,4.790210281245147
PRJ-2020-211,2020-04-27,1558607.86,577328.8800000001,0.5883432660505987
PRJ-2020-211,2020-05-04,392341.56,-1166266.3,-0.7482743606849256
PRJ-2020-211,2020-05-11,34151.389999999985,-358190.17000000004,-0.91295495180271
PRJ-2020-211,2020-05-18,31925.609999999993,-2225.7799999999916,-0.06517392117861066
PRJ-2020-211,2020-05-25,221069.06,189143.45,5.92450543623129
PRJ-2020-211,2020-06-01,405205.93000000005,184136.87000000005,0.8329382230150164
PRJ-2020-211,2020-06-08,1778802.1400000001,1373596.21,3.389871934993646
PRJ-2020-211,2020-06-15,332597.97,-1446204.1700000002,-0.8130213796572113
PRJ-2020-211,2020-06-22,255719.29,-76878.67999999996,-0.2311459688103327
PRJ-2020-211,2020-06-29,28345.929999999993,-227373.36000000002,-0.8891521636869867
PRJ-2020-211,2020-07-06,152621.36,124275.43,4.384242464438458
PRJ-2020-211,2020-07-13,202288.81999999998,49667.45999999999,0.3254292846034133
PRJ-2020-211,2020-07-20,702186.29,499897.4700000001,2.471206614384325
PRJ-2020-211,2020-07-27,24033.779999999995,-678152.51,-0.965772929004353
PRJ-2020-211,2020-08-03,238203.1,214169.32,8.911179181968048
PRJ-2020-211,2020-08-10,2448653.7,2210450.6,9.279688635454367
PRJ-2020-211,2020-08-17,237840.22999999998,-2210813.47,-0.9028689806157564
PRJ-2020-211,2020-08-24,21637.2,-216203.02999999997,-0.9090263241000061
PRJ-2020-211,2020-08-31,273859.53,252222.33000000002,11.656883977594143
PRJ-2020-211,2020-09-07,753328.7599999999,479469.22999999986,1.750785265716332
PRJ-2020-211,2020-09-14,57244.66999999999,-696084.0899999999,-0.9240110386864826
PRJ-2020-211,2020-09-21,18831.36,-38413.30999999999,-0.6710373210291892
PRJ-2020-211,2020-09-28,618086.0299999999,599254.6699999999,31.82216632255981
PRJ-2020-211,2020-10-05,148652.77999999997,-469433.24999999994,-0.7594950010437868
PRJ-2020-211,2020-10-12,972118.1399999999,823465.3599999999,5.539522099754879
PRJ-2020-211,2020-10-19,481780.76,-490337.3799999999,-0.5044010185840169
PRJ-2020-211,2020-10-26,24956.109999999993,-456824.65,-0.9482002768230098
PRJ-2020-211,2020-11-02,30214.619999999988,5258.509999999995,0.21071032304313436
PRJ-2020-211,2020-11-09,28857.729999999992,-1356.8899999999958,-0.04490839203008333
PRJ-2020-211,2020-11-16,41670.11999999999,12812.389999999996,0.44398467932162367
PRJ-2020-211,2020-11-23,406612.01999999996,364941.89999999997,8.757879746926577
PRJ-2020-211,2020-11-30,363689.51999999996,-42922.5,-0.10556131616571493
PRJ-2020-211,2020-12-07,333013.80999999994,-30675.71000000002,-0.0843458728203112
PRJ-2020-211,2020-12-14,31901.589999999986,-301112.22,-0.9042034022552999
PRJ-2020-211,2020-12-21,32979.08999999999,1077.5000000000036,0.03377574597379015
PRJ-2020-211,2020-12-28,31812.029999999988,-1167.0600000000013,-0.035387877591528505
PRJ-2020-211,2021-01-04,19077.96,-12734.069999999989,-0.4002910219813069
PRJ-2020-211,2021-01-11,16607.300000000003,-2470.659999999996,-0.12950336409133872
PRJ-2020-211,2021-01-18,161399.18,144791.88,8.718568340428606
PRJ-2020-211,2021-01-25,18203.280000000006,-143195.9,-0.8872157838720123
PRJ-2020-211,2021-02-01,19696.999999999996,1493.7199999999903,0.08205773904483092
PRJ-2020-211,2021-02-08,18341.969999999998,-1355.0299999999988,-0.06879372493273082
PRJ-2020-211,2021-02-15,273624.52999999997,255282.55999999997,13.917946654585085
PRJ-2020-211,2021-02-22,15768.140000000001,-257856.38999999996,-0.9423730759811629
PRJ-2020-211,2021-03-01,12567.68,-3200.460000000001,-0.2029700395861529
PRJ-2020-211,2021-03-08,22239.17,9671.489999999998,0.769552534755818
PRJ-2020-211,2021-03-15,19758.170000000002,-2480.9999999999964,-0.11155991882790574
PRJ-2020-211,2021-03-22,15753.210000000001,-4004.960000000001,-0.202698934162425
PRJ-2020-211,2021-03-29,21428.089999999997,5674.879999999996,0.36023642165628433
PRJ-2020-211,2021-04-05,17116.1,-4311.989999999998,-0.20123072098353137
PRJ-2020-211,2021-04-12,17789.850000000002,673.7500000000036,0.0393635232325123
PRJ-2020-211,2021-04-19,17414.12,-375.7300000000032,-0.021120470380582363
PRJ-2020-211,2021-04-26,22088.08,4673.960000000003,0.2684005852721816
PRJ-2020-211,2021-05-03,18563.52,-3524.5600000000013,-0.15956841880326406
PRJ-2020-211,2021-05-10,6834.08,-11729.44,-0.6318543034941649
PRJ-2020-237,2020-03-16,11940.95,,
PRJ-2020-237,2020-03-23,14474.490000000003,2533.5400000000027,0.2121723983435156
PRJ-2020-237,2020-03-30,10904.180000000002,-3570.3100000000013,-0.2466622312772333
PRJ-2020-237,2020-04-06,12293.18,1388.9999999999982,0.12738234328486855
PRJ-2020-237,2020-04-13,14476.22,2183.039999999999,0.17758139065725867
PRJ-2020-237,2020-04-20,12832.520000000002,-1643.699999999997,-0.11354483421777212
PRJ-2020-237,2020-04-27,194595.61,181763.09,14.164255345014071
PRJ-2020-237,2020-05-04,10858.179999999998,-183737.43,-0.9442013106051057
PRJ-2020-237,2020-05-11,12971.769999999997,2113.5899999999983,0.1946541685623188
PRJ-2020-237,2020-05-18,253395.33000000002,240423.56000000003,18.534368093174646
PRJ-2020-237,2020-05-25,11140.76,-242254.57,-0.9560340752925478
PRJ-2020-237,2020-06-01,149078.03,137937.27,12.381315996395218
PRJ-2020-237,2020-06-08,349206.88999999996,200128.85999999996,1.3424436853639665
PRJ-2020-237,2020-06-15,209357.97,-139848.91999999995,-0.40047583253583563
PRJ-2020-237,2020-06-22,33684.609999999986,-175673.36000000002,-0.8391051938457371
PRJ-2020-237,2020-06-29,28085.769999999997,-5598.839999999989,-0.1662135913106903
PRJ-2020-237,2020-07-06,766487.21,738401.44,26.290945201075136
PRJ-2020-237,2020-07-13,381918.38,-384568.82999999996,-0.5017289590520368
PRJ-2020-237,2020-07-20,646925.27,265006.89,0.6938835727151964
PRJ-2020-237,2020-07-27,30319.389999999996,-616605.88,-0.953133087535752
PRJ-2020-237,2020-08-03,29049.599999999984,-1269.7900000000118,-0.04188045999606232
PRJ-2020-237,2020-08-10,1611972.46,1582922.8599999999,54.490349608944726
PRJ-2020-237,2020-08-17,666874.58,-945097.88,-0.5862990239920104
PRJ-2020-237,2020-08-24,510811.05,-156063.52999999997,-0.23402231046203617
PRJ-2020-237,2020-08-31,806691.89,295880.84,0.5792373520502346
PRJ-2020-237,2020-09-07,1222605.76,415913.87,0.5155795851623102
PRJ-2020-237,2020-09-14,97480.28999999998,-1125125.47,-0.9202684191509125
PRJ-2020-237,2020-09-21,703823.1099999999,606342.8199999998,6.220158146841787
PRJ-2020-237,2020-09-28,34274.99999999998,-669548.1099999999,-0.9513016843109912
PRJ-2020-237,2020-10-05,283160.94999999995,248885.94999999998,7.26144274252371
PRJ-2020-237,2020-10-12,29161.25999999999,-253999.68999999997,-0.897015248748106
PRJ-2020-237,2020-10-19,28988.80999999999,-172.45000000000073,-0.005913667653592499
PRJ-2020-237,2020-10-26,111301.07999999999,82312.26999999999,2.839449773895514
PRJ-2020-237,2020-11-02,33675.88,-77625.19999999998,-0.6974343824875733
PRJ-2020-237,2020-11-09,243784.62,210108.74,6.2391462376038875
PRJ-2020-237,2020-11-16,27940.56999999998,-215844.05000000002,-0.8853882989008905
PRJ-2020-237,2020-11-23,442452.46,414511.89,14.835484387040074
PRJ-2020-237,2020-11-30,208087.46999999997,-234364.99000000005,-0.5296953033101003
PRJ-2020-237,2020-12-07,543606.43,335518.9600000001,1.6123938649453526
PRJ-2020-237,2020-12-14,66720.29999999999,-476886.13000000006,-0.877263593074129
PRJ-2020-237,2020-12-21,28556.659999999993,-38163.64,-0.5719944304806784
PRJ-2020-237,2020-12-28,86392.09999999998,57835.43999999999,2.025287270990375
PRJ-2020-237,2021-01-04,624177.47,537785.37,6.224936886590326
PRJ-2020-237,2021-01-11,27928.41999999999,-596249.0499999999,-0.9552556422775079
PRJ-2020-237,2021-01-18,32996.39999999999,5067.979999999996,0.18146318338094306
PRJ-2020-237,2021-01-25,68700.59999999999,35704.200000000004,1.082063497836128
PRJ-2020-237,2021-02-01,1060487.75,991787.15,14.43636809576627
PRJ-2020-237,2021-02-08,31048.559999999994,-1029439.1900000001,-0.9707223775097827
PRJ-2020-237,2021-02-15,1020730.86,989682.3,31.87530436194143
PRJ-2020-237,2021-02-22,40827.70999999998,-979903.15,-0.9600014934397105
PRJ-2020-237,2021-03-01,679600.2200000001,638772.5100000001,15.645563025699959
PRJ-2020-237,2021-03-08,34541.66999999999,-645058.55,-0.9491735449997353
PRJ-2020-237,2021-03-15,26200.51999999999,-8341.150000000001,-0.24148079696204625
PRJ-2020-237,2021-03-22,35918.35999999999,9717.840000000004,0.370902562239223
PRJ-2020-237,2021-03-29,30167.69999999999,-5750.6600000000035,-0.1601036350211982
PRJ-2020-237,2021-04-05,208887.88999999998,178720.19,5.924223258650811
PRJ-2020-237,2021-04-12,65921.68,-142966.21,-0.684415980265778
PRJ-2020-237,2021-04-19,16105.97,-49815.70999999999,-0.7556802253826055
PRJ-2020-237,2021-04-26,19358.28,3252.3099999999995,0.2019319544243532
PRJ-2020-237,2021-05-03,17215.920000000002,-2142.359999999997,-0.1106689230654788
PRJ-2020-237,2021-05-10,14102.939999999999,-3112.980000000003,-0.18081984581712757
PRJ-2020-237,2021-05-17,18973.260000000002,4870.320000000003,0.34534075873541287
PRJ-2020-237,2021-05-24,84725.69,65752.43,3.465531490107656
PRJ-2020-237,2021-05-31,18325.08,-66400.61,-0.7837128266526953
PRJ-2020-237,2021-06-07,84132.11,65807.03,3.591091007515383
PRJ-2020-237,2021-06-14,19528.58,-64603.53,-0.767881965637139
PRJ-2020-237,2021-06-21,15962.520000000002,-3566.0599999999995,-0.18260723513947247
PRJ-2020-237,2021-06-28,19169.609999999997,3207.0899999999947,0.20091376549567325
PRJ-2020-237,2021-07-05,16568.100000000002,-2601.5099999999948,-0.1357101161682473
PRJ-2020-237,2021-07-12,17177.300000000003,609.2000000000007,0.03676945455423378
PRJ-2020-237,2021-07-19,22420.19,5242.889999999996,0.30522200811536127
PRJ-2020-237,2021-07-26,15210.800000000003,-7209.389999999996,-0.3215579350576421
PRJ-2020-237,2021-08-02,19997.659999999996,4786.859999999993,0.3147013963762585
PRJ-2020-237,2021-08-09,14870.720000000001,-5126.939999999995,-0.2563769961085445
PRJ-2020-237,2021-08-16,16049.28,1178.5599999999995,0.07925372813152284
PRJ-2020-239,2020-02-10,7179.040000000001,,
PRJ-2020-239,2020-02-17,12355.159999999998,5176.119999999997,0.7210044797075927
PRJ-2020-239,2020-02-24,13817.130000000003,1461.9700000000048,0.11832869829285943
PRJ-2020-239,2020-03-02,10374.710000000001,-3442.420000000002,-0.2491414642548779
PRJ-2020-239,2020-03-09,268071.25,257696.54,24.838915015455854
PRJ-2020-239,2020-03-16,8550.880000000001,-259520.37,-0.9681022116321687
PRJ-2020-239,2020-03-23,11609.280000000002,3058.4000000000015,0.35767078943921576
PRJ-2020-239,2020-03-30,187443.75999999998,175834.47999999998,15.146028005182057
PRJ-2020-239,2020-04-06,12781.160000000002,-174662.59999999998,-0.9318133609782475
PRJ-2020-239,2020-04-13,230583.03,217801.87,17.040853099405684
PRJ-2020-239,2020-04-20,124632.10999999999,-105950.92000000001,-0.45949140316180254
PRJ-2020-239,2020-04-27,1394071.6899999997,1269439.5799999996,10.185493770425612
PRJ-2020-239,2020-05-04,279030.04,-1115041.6499999997,-0.7998452719458063
PRJ-2020-239,2020-05-11,104148.05999999997,-174881.98,-0.6267496503243881
PRJ-2020-239,2020-05-18,589266.1199999999,485118.05999999994,4.657965400411684
PRJ-2020-239,2020-05-25,105566.73999999996,-483699.3799999999,-0.8208504843278619
PRJ-2020-239,2020-06-01,46949.81999999998,-58616.919999999984,-0.5552593553613573
PRJ-2020-239,2020-06-08,276412.74,229462.92,4.8874078750461685
PRJ-2020-239,2020-06-15,352460.66000000003,76047.92000000004,0.27512451126529136
PRJ-2020-239,2020-06-22,42729.65999999998,-309731.00000000006,-0.8787675765005944
PRJ-2020-239,2020-06-29,36567.73999999998,-6161.919999999998,-0.14420709174844829
PRJ-2020-239,2020-07-06,843554.7899999999,806987.0499999999,22.06827794115798
PRJ-2020-239,2020-07-13,652223.83,-191330.95999999996,-0.22681509519968462
PRJ-2020-239,2020-07-20,52472.15999999998,-599751.6699999999,-0.9195488456777177
PRJ-2020-239,2020-07-27,58787.88999999998,6315.729999999996,0.12036344606358873
PRJ-2020-239,2020-08-03,527058.42,468270.5300000001,7.965425022058119
PRJ-2020-239,2020-08-10,36512.31999999999,-490546.10000000003,-0.9307243398179655
PRJ-2020-239,2020-08-17,52982.41999999998,16470.099999999984,0.4510833603561753
PRJ-2020-239,2020-08-24,66470.80999999997,13488.389999999992,0.2545823690197616
PRJ-2020-239,2020-08-31,316755.94,250285.13000000003,3.7653389510373074
PRJ-2020-239,2020-09-07,422767.05999999994,106011.11999999994,0.3346776069929421
PRJ-2020-239,2020-09-14,46538.50999999998,-376228.54999999993,-0.8899192619216832
PRJ-2020-239,2020-09-21,218999.11999999997,172460.61,3.705761314661773
PRJ-2020-239,2020-09-28,46040.86999999997,-172958.25,-0.7897668721225913
PRJ-2020-239,2020-10-05,615666.98,569626.11,12.372183887923931
PRJ-2020-239,2020-10-12,1299445.41,683778.4299999999,1.1106303443462242
PRJ-2020-239,2020-10-19,49402.88999999997,-1250042.52,-0.9619815579632546
PRJ-2020-239,2020-10-26,341441.26,292038.37000000005,5.911362068089543
PRJ-2020-239,2020-11-02,365270.41,23829.149999999965,0.06978989592529024
PRJ-2020-239,2020-11-09,302727.0,-62543.409999999974,-0.17122495632756013
PRJ-2020-239,2020-11-16,792043.4099999999,489316.4099999999,1.6163619696954679
PRJ-2020-239,2020-11-23,525353.6699999999,-266689.74,-0.33671101436220524
PRJ-2020-239,2020-11-30,31977.879999999983,-493375.7899999999,-0.9391307573810229
PRJ-2020-239,2020-12-07,202453.19999999998,170475.32,5.331038830591649
PRJ-2020-239,2020-12-14,47234.61999999997,-155218.58000000002,-0.7666886964493524
PRJ-2020-239,2020-12-21,51807.87999999997,4573.259999999995,0.09682008662290492
PRJ-2020-239,2020-12-28,35125.91999999999,-16681.959999999977,-0.32199657658255826
PRJ-2020-239,2021-01-04,20376.929999999997,-14748.989999999994,-0.4198890733680427
PRJ-2020-239,2021-01-11,154737.72999999998,134360.8,6.593770504192732
PRJ-2020-239,2021-01-18,41182.0,-113555.72999999998,-0.7338593502696465
PRJ-2020-239,2021-01-25,20355.609999999997,-20826.390000000003,-0.5057158467291536
PRJ-2020-239,2021-02-01,19369.64,-985.9699999999975,-0.048437261275884026
PRJ-2020-239,2021-02-08,18905.28,-464.3600000000006,-0.023973599922352744
PRJ-2020-239,2021-02-15,116107.6,97202.32,5.141543526464565
PRJ-2020-239,2021-02-22,17824.06,-98283.54000000001,-0.8464867071578432
PRJ-2020-239,2021-03-01,19943.48,2119.4199999999983,0.11890781337136422
PRJ-2020-239,2021-03-08,13918.0,-6025.48,-0.30212781320010346
PRJ-2020-239,2021-03-15,18030.420000000002,4112.420000000002,0.2954749245581263
PRJ-2020-239,2021-03-22,22007.99999999999,3977.579999999987,0.2206038461666443
PRJ-2020-239,2021-03-29,19268.559999999998,-2739.4399999999914,-0.12447473645946895
PRJ-2020-239,2021-04-05,17301.52,-1967.0399999999972,-0.10208546980158338
PRJ-2020-239,2021-04-12,16807.18,-494.34000000000015,-0.028572056096805375
PRJ-2021-277,2021-02-08,12439.1,,
PRJ-2021-277,2021-02-15,36151.75,23712.65,1.9062994911207403
PRJ-2021-277,2021-02-22,15407.75,-20744.0,-0.5738034811592799
PRJ-2021-277,2021-03-01,15115.320000000002,-292.4299999999985,-0.018979409712644512
PRJ-2021-277,2021-03-08,144116.92,129001.6,8.53449348078638
PRJ-2021-277,2021-03-15,54961.74999999999,-89155.17000000001,-0.6186308311334991
PRJ-2021-277,2021-03-22,109086.29,54124.54,0.9847674064235583
PRJ-2021-277,2021-03-29,102270.79999999997,-6815.49000000002,-0.06247797042139778
PRJ-2021-277,2021-04-05,451230.80999999994,348960.00999999995,3.4121177305741233
PRJ-2021-277,2021-04-12,38801.12999999997,-412429.68,-0.9140104595251376
PRJ-2021-277,2021-04-19,842114.5700000001,803313.4400000001,20.703351680737153
PRJ-2021-277,2021-04-26,34465.64999999998,-807648.92,-0.959072492950692
PRJ-2021-277,2021-05-03,695129.2699999999,660663.6199999999,19.168755558070146
PRJ-2021-277,2021-05-10,186999.86,-508129.4099999999,-0.7309854899362819
PRJ-2021-277,2021-05-17,306854.27,119854.41000000003,0.6409331536397944
PRJ-2021-277,2021-05-24,360765.91,53911.639999999956,0.17569134690548693
PRJ-2021-277,2021-05-31,280763.76999999996,-80002.14000000001,-0.2217563738214623
PRJ-2021-277,2021-06-07,126482.74999999999,-154281.01999999996,-0.5495047313262675
PRJ-2021-277,2021-06-14,89569.37,-36913.37999999999,-0.291845172563057
PRJ-2021-277,2021-06-21,359036.23999999993,269466.86999999994,3.0084711994736586
PRJ-2021-277,2021-06-28,894740.86,535704.6200000001,1.4920628068074693
PRJ-2021-277,2021-07-05,337594.31,-557146.55,-0.622690406694962
PRJ-2021-277,2021-07-12,154246.25,-183348.06,-0.5431017483677376
PRJ-2021-277,2021-07-19,36257.09999999998,-117989.15000000002,-0.7649401525158636
PRJ-2021-277,2021-07-26,29432.66999999999,-6824.429999999986,-0.18822327213152706
PRJ-2021-277,2021-08-02,38690.44999999998,9257.779999999992,0.3145409505831443
PRJ-2021-277,2021-08-09,49674.87999999999,10984.430000000008,0.28390545987446547
PRJ-2021-277,2021-08-16,17017.420000000002,-32657.45999999999,-0.6574240340389347
PRJ-2021-277,2021-08-23,20633.11,3615.6899999999987,0.21246992787390792
PRJ-2021-277,2021-08-30,71284.59,50651.479999999996,2.4548640510325392
PRJ-2021-277,2021-09-06,75677.43,4392.8399999999965,0.061623977917246865
PRJ-2021-277,2021-09-13,16751.55,-58925.87999999999,-0.7786453636176598
PRJ-2021-277,2021-09-20,20156.33,3404.7800000000025,0.20325163940053323
PRJ-2021-277,2021-09-27,17799.460000000003,-2356.869999999999,-0.11692952040376392
PRJ-2021-277,2021-10-04,17329.6,-469.8600000000042,-0.026397430034394535
PRJ-2021-277,2021-10-11,4401.6,-12927.999999999998,-0.7460068322407902
PRJ-2022-347,2022-02-28,13300.52,,
PRJ-2022-347,2022-03-07,14022.740000000002,722.2200000000012,0.05430013262639364
PRJ-2022-347,2022-03-14,76308.74,62286.0,4.441785271637354
PRJ-2022-347,2022-03-21,10786.880000000003,-65521.86,-0.8586416182471365
PRJ-2022-347,2022-03-28,8238.400000000001,-2548.4800000000014,-0.2362573793348958
PRJ-2022-347,2022-04-04,14441.560000000001,6203.16,0.7529568848320061
PRJ-2022-347,2022-04-11,12167.050000000001,-2274.51,-0.15749752796789265
PRJ-2022-347,2022-04-18,12045.18,-121.8700000000008,-0.010016396743664306
PRJ-2022-347,2022-04-25,46851.29,34806.11,2.889629710805484
PRJ-2022-347,2022-05-02,346053.79,299202.5,6.386216900324409
PRJ-2022-347,2022-05-09,19265.66,-326788.13,-0.944327556707297
PRJ-2022-347,2022-05-16,951839.9299999999,932574.2699999999,48.40603799714102
PRJ-2022-347,2022-05-23,31396.039999999983,-920443.8899999999,-0.9670154203343833
PRJ-2022-347,2022-05-30,447697.24999999994,416301.20999999996,13.259672557430816
PRJ-2022-347,2022-06-06,713837.2,266139.95,0.594464116096313
PRJ-2022-347,2022-06-13,187659.50999999998,-526177.69,-0.7371116131241129
PRJ-2022-347,2022-06-20,26026.189999999988,-161633.32,-0.8613116382964019
PRJ-2022-347,2022-06-27,546075.67,520049.48000000004,19.981775280976596
PRJ-2022-347,2022-07-04,595361.7100000001,49286.04000000004,0.09025496411513817
PRJ-2022-347,2022-07-11,253295.64,-342066.07000000007,-0.5745516788441097
PRJ-2022-347,2022-07-18,741238.5700000001,487942.93000000005,1.9263771377983452
PRJ-2022-347,2022-07-25,240338.27999999997,-500900.2900000001,-0.6757612329860277
PRJ-2022-347,2022-08-01,470873.68,230535.40000000002,0.9592121571311905
PRJ-2022-347,2022-08-08,31750.429999999982,-439123.25,-0.932571236515067
PRJ-2022-347,2022-08-15,467069.67,435319.24,13.710656517092847
PRJ-2022-347,2022-08-22,418833.32,-48236.34999999998,-0.10327442156541652
PRJ-2022-347,2022-08-29,864885.44,446052.11999999994,1.0649871886983584
PRJ-2022-347,2022-09-05,645554.79,-219330.6499999999,-0.25359503103671155
PRJ-2022-347,2022-09-12,106252.87,-539301.92,-0.835408439924983
PRJ-2022-347,2022-09-19,584745.19,478492.31999999995,4.5033354863732145
PRJ-2022-347,2022-09-26,25728.689999999995,-559016.5,-0.9560001682100199
PRJ-2022-347,2022-10-03,29912.33999999999,4183.649999999994,0.16260641330747874
PRJ-2022-347,2022-10-10,139909.81999999998,109997.47999999998,3.677327818552478
PRJ-2022-347,2022-10-17,165890.13999999998,25980.320000000007,0.18569332731612415
PRJ-2022-347,2022-10-24,115138.13999999998,-50752.0,-0.305937411349463
PRJ-2022-347,2022-10-31,678354.7299999999,563216.5899999999,4.891659618611174
PRJ-2022-347,2022-11-07,80330.96999999999,-598023.7599999999,-0.8815797009331682
PRJ-2022-347,2022-11-14,33704.24999999999,-46626.719999999994,-0.5804326774592663
PRJ-2022-347,2022-11-21,39953.49,6249.240000000005,0.1854140056521064
PRJ-2022-347,2022-11-28,33886.43999999999,-6067.05000000001,-0.1518528168628075
PRJ-2022-347,2022-12-05,288228.43999999994,254341.99999999994,7.505716150767093
PRJ-2022-347,2022-12-12,28426.929999999986,-259801.50999999995,-0.9013736118476026
PRJ-2022-347,2022-12-19,135516.57999999996,107089.64999999997,3.7671901257012284
PRJ-2022-347,2022-12-26,255854.84999999998,120338.27000000002,0.887996656940428
PRJ-2022-347,2023-01-02,464871.73,209016.88,0.8169353834801256
PRJ-2022-347,2023-01-09,34075.01999999999,-430796.70999999996,-0.9267001673773537
PRJ-2022-347,2023-01-16,653628.04,619553.02,18.182029533658387
PRJ-2022-347,2023-01-23,219853.65,-433774.39,-0.6636410365748691
PRJ-2022-347,2023-01-30,65021.23999999999,-154832.41,-0.704252169568256
PRJ-2022-347,2023-02-06,35990.15999999999,-29031.08,-0.4464861020798743
PRJ-2022-347,2023-02-13,31310.559999999987,-4679.600000000002,-0.13002442889945484
PRJ-2022-347,2023-02-20,108278.37999999999,76967.82,2.4582064325901563
PRJ-2022-347,2023-02-27,164318.31999999998,56039.93999999999,0.5175542892311465
PRJ-2022-347,2023-03-06,17189.05,-147129.27,-0.895391761551603
PRJ-2022-347,2023-03-13,61179.11,43990.06,2.5591908802406182
PRJ-2022-347,2023-03-20,283785.46,222606.35000000003,3.6386006596042346
PRJ-2022-347,2023-03-27,19516.65,-264268.81,-0.9312274490736769
PRJ-2022-347,2023-04-03,145767.15,126250.5,6.46886120312656
PRJ-2022-347,2023-04-10,153350.88,7583.7300000000105,0.05202633103549058
PRJ-2022-347,2023-04-17,79264.86,-74086.02,-0.4831144105596264
PRJ-2022-347,2023-04-24,19403.94,-59860.92,-0.7552012329296992
PRJ-2022-347,2023-05-01,19404.929999999993,0.9899999999943248,5.102056592600909e-05
PRJ-2022-347,2023-05-08,12323.36,-7081.569999999992,-0.3649366423893307
PRJ-2022-347,2023-05-15,16381.080000000002,4057.720000000001,0.32927058854078767
PRJ-2022-347,2023-05-22,18599.399999999998,2218.319999999996,0.1354196426609232
PRJ-2022-347,2023-05-29,14694.279999999999,-3905.119999999999,-0.20995946105788355
PRJ-2022-347,2023-06-05,17821.76,3127.4799999999996,0.21283655953200836
PRJ-2022-347,2023-06-12,18148.02,326.26000000000204,0.01830683389294896
PRJ-2022-347,2023-06-19,20848.799999999996,2700.779999999995,0.14881954064410305
PRJ-2022-347,2023-06-26,22903.21,2054.4100000000035,0.0985385249990409
PRJ-2022-347,2023-07-03,7686.24,-15216.97,-0.6644033740248637
PRJ-2022-354,2022-01-17,5620.119999999999,,
PRJ-2022-354,2022-01-24,12179.640000000001,6559.520000000002,1.167149455883505
PRJ-2022-354,2022-01-31,10506.68,-1672.960000000001,-0.13735709758252304
