project_id,sov_line_id,actual_labor_cost,total_hours_st,total_hours_ot,total_effective_hours,avg_hourly_rate,avg_burden_multiplier,ot_share_of_raw_hours,first_date,last_date,budget_labor_hours,budget_labor_cost,productivity_factor,key_assumptions,labor_variance,pct_overrun
PRJ-2018-079,PRJ-2018-079-SOV-03,171695.8400000002,1928.0,82.0,2051.0,59.26543209876543,1.395761316872426,0.04079601990049751,2018-05-02,2019-01-17,15751.0,1059000.0,0.85,70% shop fabrication; 30% field fab; standard material availability,-887304.1599999998,-0.8378698394711991
PRJ-2018-079,PRJ-2018-079-SOV-04,170200.15000000014,1812.0,96.0,1956.0,61.79220779220779,1.398484848484847,0.050314465408805034,2018-05-02,2019-01-16,18028.0,1212100.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,-1041899.8499999999,-0.8595824189423313
PRJ-2018-079,PRJ-2018-079-SOV-05,178629.68000000017,1906.0,112.0,2074.0,60.93388429752066,1.3976446280991708,0.05550049554013875,2018-05-02,2019-01-17,14422.0,969700.0,0.9,Copper pricing based on current market rates,-791070.3199999998,-0.8157887181602556
PRJ-2018-079,PRJ-2018-079-SOV-06,92332.90000000005,994.0,84.0,1120.0,58.76377952755905,1.3952755905511796,0.07792207792207792,2018-08-15,2019-01-14,6379.0,428900.0,0.9,Refrigerant pricing per current market; lineset routing direct,-336567.1,-0.7847216134297038
PRJ-2018-079,PRJ-2018-079-SOV-07,86980.25000000003,968.0,70.0,1073.0,57.94308943089431,1.3947967479674785,0.0674373795761079,2018-08-15,2019-01-17,6875.0,462200.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,-375219.75,-0.8118125270445694
PRJ-2018-079,PRJ-2018-079-SOV-08,92001.00000000004,966.0,56.0,1050.0,62.939516129032256,1.4004032258064505,0.0547945205479452,2018-08-17,2019-01-17,3414.0,229500.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,-137498.99999999994,-0.5991241830065357
PRJ-2018-079,PRJ-2018-079-SOV-09,169968.6100000003,1962.0,116.0,2136.0,57.26679841897233,1.3930039525691695,0.05582290664100096,2018-08-15,2019-05-27,5505.0,370100.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,-200131.3899999997,-0.5407495001350978
PRJ-2018-079,PRJ-2018-079-SOV-10,104478.55000000012,1120.0,66.0,1219.0,61.07446808510638,1.3978723404255307,0.05564924114671164,2019-01-18,2019-05-28,15282.0,1027500.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,-923021.4499999998,-0.898317712895377
PRJ-2018-079,PRJ-2018-079-SOV-11,136098.6400000001,1440.0,90.0,1575.0,61.0414364640884,1.3976243093922625,0.058823529411764705,2019-01-21,2019-08-14,5490.0,369100.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,-233001.3599999999,-0.6312689244107286
PRJ-2018-079,PRJ-2018-079-SOV-12,97595.45000000008,1072.0,68.0,1174.0,59.78148148148148,1.3965185185185172,0.05964912280701754,2019-01-18,2019-05-28,6800.0,457200.0,1.0,Insulation by specialty sub; pricing based on current bid,-359604.54999999993,-0.7865366360454942
PRJ-2018-079,PRJ-2018-079-SOV-13,45143.40999999999,460.0,34.0,511.0,61.041666666666664,1.398666666666667,0.06882591093117409,2019-05-29,2019-08-14,5288.0,355500.0,1.0,TAB by certified balancing contractor; one mobilization assumed,-310356.59,-0.873014317862166
PRJ-2018-079,PRJ-2018-079-SOV-14,42488.479999999974,466.0,26.0,505.0,61.09322033898305,1.397796610169492,0.052845528455284556,2019-05-29,2019-08-14,3239.0,217700.0,0.95,Startup includes 2 weeks of system commissioning support,-175211.52000000002,-0.8048301332108407
PRJ-2018-079,PRJ-2018-079-SOV-15,34938.80999999999,388.0,30.0,433.0,56.37755102040816,1.3922448979591846,0.07177033492822966,2019-05-29,2019-08-12,1674.0,112500.0,1.0,"Closeout includes as-builts, O&M manuals, and owner training",-77561.19,-0.6894328000000001
PRJ-2018-080,PRJ-2018-080-SOV-01,357140.47000000044,3956.0,198.0,4253.0,59.925,1.3970399999999956,0.04766490129995185,2018-02-12,2019-05-17,16080.0,1064900.0,1.0,Clear site access; no coordination delays; standard PM staffing,-707759.5299999996,-0.6646253451028261
PRJ-2018-080,PRJ-2018-080-SOV-02,146744.40000000023,1592.0,110.0,1757.0,59.98756218905473,1.3979104477611919,0.06462984723854288,2018-02-12,2018-06-28,5501.0,364300.0,1.0,Submittals prepared in-house; standard review cycles,-217555.59999999977,-0.597188031841888
PRJ-2018-080,PRJ-2018-080-SOV-03,215332.99000000043,2378.0,126.0,2567.0,59.525083612040135,1.397558528428093,0.050319488817891375,2018-03-29,2018-11-14,23298.0,1543000.0,0.85,70% shop fabrication; 30% field fab; standard material availability,-1327667.0099999995,-0.8604452430330523
PRJ-2018-080,PRJ-2018-080-SOV-04,207006.34000000023,2198.0,146.0,2417.0,60.83032490974729,1.399169675090252,0.06228668941979522,2018-03-29,2018-11-13,26303.0,1742000.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,-1534993.6599999997,-0.8811674282433982
PRJ-2018-080,PRJ-2018-080-SOV-05,203797.2000000004,2186.0,146.0,2405.0,60.539568345323744,1.3985251798561154,0.06260720411663807,2018-04-02,2018-11-14,20179.0,1336400.0,0.9,Copper pricing based on current market rates,-1132602.7999999996,-0.8475028434600416
PRJ-2018-080,PRJ-2018-080-SOV-06,110804.37000000013,1238.0,70.0,1343.0,58.705128205128204,1.3968589743589717,0.053516819571865444,2018-06-29,2018-11-14,10015.0,663300.0,0.9,Refrigerant pricing per current market; lineset routing direct,-552495.6299999999,-0.8329498417005878
PRJ-2018-080,PRJ-2018-080-SOV-07,120897.11000000016,1290.0,84.0,1416.0,60.76234567901235,1.3985185185185163,0.0611353711790393,2018-06-29,2018-11-14,9075.0,601000.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,-480102.88999999984,-0.7988400831946753
PRJ-2018-080,PRJ-2018-080-SOV-08,105731.93000000007,1186.0,50.0,1261.0,60.16216216216216,1.3974324324324296,0.040453074433656956,2018-07-02,2018-11-14,9042.0,598800.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,-493068.06999999995,-0.8234269706078824
PRJ-2018-080,PRJ-2018-080-SOV-09,255536.66000000044,2790.0,186.0,3069.0,59.47585227272727,1.3969318181818187,0.0625,2018-06-29,2019-03-11,6104.0,404200.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,-148663.33999999956,-0.3677964868876783
PRJ-2018-080,PRJ-2018-080-SOV-10,138063.0600000001,1510.0,102.0,1663.0,59.06282722513089,1.3960732984293165,0.06327543424317618,2018-11-15,2019-03-11,19426.0,1286500.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,-1148436.94,-0.8926832024873688
PRJ-2018-080,PRJ-2018-080-SOV-11,154034.94000000018,1666.0,104.0,1822.0,60.31990521327014,1.3974407582938362,0.05875706214689266,2018-11-15,2019-05-17,6561.0,434500.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,-280465.0599999998,-0.6454892059838891
PRJ-2018-080,PRJ-2018-080-SOV-12,117046.74000000015,1270.0,88.0,1402.0,59.8,1.3969374999999986,0.06480117820324006,2018-11-15,2019-03-11,7804.0,516800.0,1.0,Insulation by specialty sub; pricing based on current bid,-399753.25999999983,-0.7735163699690399
PRJ-2018-080,PRJ-2018-080-SOV-13,26525.959999999985,296.0,12.0,314.0,60.30263157894737,1.3971052631578953,0.03896103896103896,2019-03-12,2019-05-15,7236.0,479200.0,1.0,TAB by certified balancing contractor; one mobilization assumed,-452674.04000000004,-0.9446453255425711
PRJ-2018-080,PRJ-2018-080-SOV-14,44377.33999999996,482.0,20.0,512.0,61.36065573770492,1.399180327868853,0.0398406374501992,2019-03-15,2019-05-16,3646.0,241400.0,0.95,Startup includes 2 weeks of system commissioning support,-197022.66000000003,-0.8161667771333887
PRJ-2018-080,PRJ-2018-080-SOV-15,39892.03999999998,396.0,22.0,429.0,65.83333333333333,1.4021568627450982,0.05263157894736842,2019-03-12,2019-05-14,2430.0,160900.0,1.0,"Closeout includes as-builts, O&M manuals, and owner training",-121007.96000000002,-0.7520693598508391
PRJ-2019-081,PRJ-2019-081-SOV-01,724895.1599999986,7948.0,484.0,8674.0,59.40367428003972,1.3969910625620763,0.05740037950664137,2019-02-25,2021-05-04,34768.0,2238500.0,1.0,Clear site access; no coordination delays; standard PM staffing,-1513604.8400000012,-0.6761692383292389
PRJ-2019-081,PRJ-2019-081-SOV-02,256405.42000000004,2776.0,178.0,3043.0,60.18323863636363,1.3969886363636363,0.06025727826675694,2019-02-25,2019-10-22,13258.0,853600.0,1.0,Submittals prepared in-house; standard review cycles,-597194.58,-0.6996187675726335
PRJ-2019-081,PRJ-2019-081-SOV-03,358190.3600000005,4010.0,206.0,4319.0,59.051080550098234,1.3963457760314282,0.048861480075901326,2019-05-17,2020-06-18,50119.0,3226900.0,0.85,70% shop fabrication; 30% field fab; standard material availability,-2868709.6399999997,-0.8889986178685425
PRJ-2019-081,PRJ-2019-081-SOV-04,367305.34000000026,4040.0,200.0,4340.0,60.220703125,1.3985742187499948,0.04716981132075472,2019-05-23,2020-06-17,60333.0,3884500.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,-3517194.6599999997,-0.9054433414853905
PRJ-2019-081,PRJ-2019-081-SOV-05,363986.7200000005,4054.0,210.0,4369.0,59.152215799614645,1.3969942196531737,0.04924953095684803,2019-05-17,2020-06-18,51249.0,3299600.0,0.9,Copper pricing based on current market rates,-2935613.2799999993,-0.8896876227421504
PRJ-2019-081,PRJ-2019-081-SOV-06,190746.58000000022,2108.0,98.0,2255.0,60.25370370370371,1.3982962962962955,0.044424297370806894,2019-10-28,2020-06-18,26319.0,1694500.0,0.9,Refrigerant pricing per current market; lineset routing direct,-1503753.4199999997,-0.887431938624963
PRJ-2019-081,PRJ-2019-081-SOV-07,218955.31000000017,2374.0,124.0,2560.0,60.90562913907285,1.3994370860927146,0.049639711769415534,2019-10-24,2020-06-18,21511.0,1384900.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,-1165944.69,-0.8418981081666546
PRJ-2019-081,PRJ-2019-081-SOV-08,214912.78000000026,2304.0,140.0,2514.0,60.8,1.400000000000001,0.057283142389525366,2019-10-23,2020-06-18,23241.0,1496300.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,-1281387.2199999997,-0.8563705273006749
PRJ-2019-081,PRJ-2019-081-SOV-09,405052.84000000084,4400.0,238.0,4757.0,60.66756272401434,1.3988530465949738,0.0513152220784821,2019-10-24,2021-01-04,10615.0,683400.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,-278347.15999999916,-0.40729757096868474
PRJ-2019-081,PRJ-2019-081-SOV-10,182329.10000000015,1954.0,112.0,2122.0,60.876494023904385,1.3980079681274882,0.05421103581800581,2020-06-19,2021-01-04,46338.0,2983400.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,-2801070.9,-0.9388854662465643
PRJ-2019-081,PRJ-2019-081-SOV-11,281159.23000000033,3152.0,198.0,3449.0,58.35411471321696,1.3953865336658342,0.0591044776119403,2020-06-19,2021-05-03,19817.0,1275900.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,-994740.7699999997,-0.7796385061525195
PRJ-2019-081,PRJ-2019-081-SOV-12,209046.27000000025,2242.0,158.0,2479.0,59.95263157894737,1.3981754385964906,0.06583333333333333,2020-06-19,2021-01-04,22233.0,1431400.0,1.0,Insulation by specialty sub; pricing based on current bid,-1222353.7299999997,-0.8539567765823667
PRJ-2019-081,PRJ-2019-081-SOV-13,52666.27999999996,578.0,20.0,608.0,61.41095890410959,1.398219178082192,0.033444816053511704,2021-01-07,2021-05-04,10567.0,680300.0,1.0,TAB by certified balancing contractor; one mobilization assumed,-627633.7200000001,-0.922583742466559
PRJ-2019-081,PRJ-2019-081-SOV-14,66190.37999999996,692.0,62.0,785.0,60.32386363636363,1.397613636363637,0.08222811671087533,2021-01-07,2021-04-30,15090.0,971500.0,0.95,Startup includes 2 weeks of system commissioning support,-905309.62,-0.9318678538342768
PRJ-2019-081,PRJ-2019-081-SOV-15,65713.01999999996,700.0,34.0,751.0,62.325842696629216,1.3984269662921358,0.04632152588555858,2021-01-06,2021-05-04,5711.0,367700.0,1.0,"Closeout includes as-builts, O&M manuals, and owner training",-301986.98000000004,-0.8212863203698668
PRJ-2019-082,PRJ-2019-082-SOV-01,635986.6699999991,7170.0,372.0,7728.0,58.73574561403509,1.3960087719298293,0.049323786793953855,2019-03-21,2021-02-25,31178.0,2087800.0,1.0,Clear site access; no coordination delays; standard PM staffing,-1451813.330000001,-0.695379504741834
PRJ-2019-082,PRJ-2019-082-SOV-02,189356.19,2132.0,98.0,2279.0,59.9169741697417,1.3970479704797036,0.04394618834080718,2019-03-22,2019-10-18,7744.0,518500.0,1.0,Submittals prepared in-house; standard review cycles,-329143.81,-0.6348000192864031
PRJ-2019-082,PRJ-2019-082-SOV-03,334161.0500000002,3746.0,214.0,4067.0,58.74207188160676,1.3966173361522154,0.05404040404040404,2019-05-31,2020-05-19,37243.0,2493900.0,0.85,70% shop fabrication; 30% field fab; standard material availability,-2159738.9499999997,-0.8660086410842455
PRJ-2019-082,PRJ-2019-082-SOV-04,334724.88000000047,3672.0,210.0,3987.0,59.61397849462366,1.397655913978491,0.05409582689335394,2019-06-05,2020-05-19,39342.0,2634500.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,-2299775.1199999996,-0.872945576010628
PRJ-2019-082,PRJ-2019-082-SOV-05,333761.0200000002,3582.0,248.0,3954.0,59.93171806167401,1.3979074889867802,0.06475195822454308,2019-05-31,2020-05-19,47072.0,3152100.0,0.9,Copper pricing based on current market rates,-2818338.98,-0.8941147108277021
PRJ-2019-082,PRJ-2019-082-SOV-06,206539.2300000001,2276.0,138.0,2483.0,59.167247386759584,1.3971428571428564,0.05716652858326429,2019-10-22,2020-05-19,20296.0,1359100.0,0.9,Refrigerant pricing per current market; lineset routing direct,-1152560.77,-0.848032352291958
PRJ-2019-082,PRJ-2019-082-SOV-07,177529.7900000002,2006.0,110.0,2171.0,58.90392156862745,1.3975294117647041,0.05198487712665406,2019-10-21,2020-05-19,23247.0,1556700.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,-1379170.2099999997,-0.885957609044774
PRJ-2019-082,PRJ-2019-082-SOV-08,173482.45000000004,1870.0,120.0,2050.0,59.96458333333333,1.398041666666665,0.06030150753768844,2019-10-21,2020-05-19,17018.0,1139600.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,-966117.5499999999,-0.8477689978939978
PRJ-2019-082,PRJ-2019-082-SOV-09,330428.17000000057,3638.0,174.0,3899.0,60.14502164502164,1.3979653679653643,0.04564533053515215,2019-10-22,2020-11-11,8030.0,537700.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,-207271.82999999943,-0.3854785754137985
PRJ-2019-082,PRJ-2019-082-SOV-10,172909.2700000003,1846.0,112.0,2014.0,60.86965811965812,1.3984188034188019,0.05720122574055159,2020-05-20,2020-11-12,32201.0,2156300.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,-1983390.7299999997,-0.9198120530538421
PRJ-2019-082,PRJ-2019-082-SOV-11,219635.4200000003,2382.0,152.0,2610.0,59.695,1.3958999999999993,0.05998421468034728,2020-05-20,2021-02-25,15409.0,1031800.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,-812164.5799999997,-0.7871337274665631
PRJ-2019-082,PRJ-2019-082-SOV-12,172333.8600000003,1962.0,102.0,2115.0,58.02217741935484,1.396048387096773,0.04941860465116279,2020-05-20,2020-11-11,18601.0,1245600.0,1.0,Insulation by specialty sub; pricing based on current bid,-1073266.1399999997,-0.8616459055876683
PRJ-2019-082,PRJ-2019-082-SOV-13,56260.849999999955,596.0,42.0,659.0,60.75974025974026,1.3980519480519484,0.06583072100313479,2020-11-13,2021-02-25,9093.0,608900.0,1.0,TAB by certified balancing contractor; one mobilization assumed,-552639.15,-0.907602479881754
PRJ-2019-082,PRJ-2019-082-SOV-14,55948.48999999996,628.0,26.0,667.0,60.25949367088607,1.3982278481012664,0.039755351681957186,2020-11-17,2021-02-25,10433.0,698600.0,0.95,Startup includes 2 weeks of system commissioning support,-642651.51,-0.9199134125393644
PRJ-2019-082,PRJ-2019-082-SOV-15,66004.43999999993,720.0,42.0,783.0,60.48888888888889,1.3981111111111115,0.05511811023622047,2020-11-13,2021-02-25,4298.0,287800.0,1.0,"Closeout includes as-builts, O&M manuals, and owner training",-221795.56000000006,-0.7706586518415568
PRJ-2019-083,PRJ-2019-083-SOV-01,419604.1800000005,4554.0,238.0,4911.0,60.64532871972318,1.397906574394456,0.0496661101836394,2019-01-11,2020-08-18,5691.0,384400.0,1.0,Clear site access; no coordination delays; standard PM staffing,35204.18000000052,0.09158215400624484
PRJ-2019-083,PRJ-2019-083-SOV-02,152161.24000000017,1672.0,98.0,1819.0,59.62264150943396,1.3962264150943382,0.05536723163841808,2019-01-11,2019-07-04,2644.0,178500.0,1.0,Submittals prepared in-house; standard review cycles,-26338.759999999835,-0.1475560784313716
PRJ-2019-083,PRJ-2019-083-SOV-03,181411.5100000002,1972.0,126.0,2161.0,59.93,1.3970799999999994,0.06005719733079123,2019-03-12,2019-12-26,8374.0,565600.0,0.85,70% shop fabrication; 30% field fab; standard material availability,-384188.48999999976,-0.6792582920792075
PRJ-2019-083,PRJ-2019-083-SOV-04,194905.70000000022,2152.0,122.0,2335.0,59.540293040293044,1.3961172161172148,0.05364995602462621,2019-03-13,2019-12-26,11515.0,777800.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,-582894.2999999998,-0.7494141167395215
PRJ-2019-083,PRJ-2019-083-SOV-05,169126.99000000017,1908.0,76.0,2022.0,59.83471074380165,1.396900826446279,0.038306451612903226,2019-03-19,2019-12-27,6679.0,451100.0,0.9,Copper pricing based on current market rates,-281973.00999999983,-0.6250787186876521
PRJ-2019-083,PRJ-2019-083-SOV-06,95620.71000000006,1074.0,60.0,1164.0,58.233333333333334,1.3945925925925904,0.05291005291005291,2019-07-08,2019-12-27,3184.0,215000.0,0.9,Refrigerant pricing per current market; lineset routing direct,-119379.28999999994,-0.5552525116279067
PRJ-2019-083,PRJ-2019-083-SOV-07,98229.06000000003,1044.0,58.0,1131.0,62.28731343283582,1.4005223880597,0.05263157894736842,2019-07-08,2019-12-27,4042.0,273000.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,-174770.93999999997,-0.6401865934065933
PRJ-2019-083,PRJ-2019-083-SOV-08,84626.61000000003,944.0,64.0,1040.0,57.92016806722689,1.3943697478991588,0.06349206349206349,2019-07-08,2019-12-27,2240.0,151300.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,-66673.38999999997,-0.440670125578321
PRJ-2019-083,PRJ-2019-083-SOV-09,204144.51000000042,2314.0,110.0,2479.0,58.55460750853242,1.3946416382252556,0.04537953795379538,2019-07-08,2020-05-22,2063.0,139300.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,64844.51000000042,0.46550258435032604
PRJ-2019-083,PRJ-2019-083-SOV-10,122066.80000000015,1322.0,70.0,1427.0,60.69578313253012,1.3970481927710825,0.05028735632183908,2019-12-30,2020-05-22,6709.0,453100.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,-331033.19999999984,-0.7305963363495913
PRJ-2019-083,PRJ-2019-083-SOV-11,148857.32000000027,1612.0,108.0,1774.0,59.568627450980394,1.3964215686274486,0.06279069767441861,2019-12-30,2020-08-18,3662.0,247300.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,-98442.67999999973,-0.39806987464617766
PRJ-2019-083,PRJ-2019-083-SOV-12,100591.58000000007,1162.0,42.0,1225.0,58.93835616438356,1.394657534246573,0.03488372093023256,2019-12-30,2020-05-21,4468.0,301800.0,1.0,Insulation by specialty sub; pricing based on current bid,-201208.41999999993,-0.6666945659377068
PRJ-2019-083,PRJ-2019-083-SOV-13,37508.88999999999,360.0,42.0,423.0,61.255319148936174,1.4008510638297882,0.1044776119402985,2020-05-25,2020-08-18,3177.0,214500.0,1.0,TAB by certified balancing contractor; one mobilization assumed,-176991.11000000002,-0.82513337995338
PRJ-2019-083,PRJ-2019-083-SOV-14,56681.32999999994,656.0,30.0,701.0,57.1280487804878,1.393292682926829,0.043731778425655975,2020-05-26,2020-08-18,2147.0,145000.0,0.95,Startup includes 2 weeks of system commissioning support,-88318.67000000006,-0.6090942758620693
PRJ-2019-083,PRJ-2019-083-SOV-15,41164.16999999996,452.0,24.0,488.0,60.144067796610166,1.3959322033898311,0.05042016806722689,2020-05-25,2020-08-18,1399.0,94400.0,1.0,"Closeout includes as-builts, O&M manuals, and owner training",-53235.83000000004,-0.5639388771186444
PRJ-2019-084,PRJ-2019-084-SOV-01,383713.0300000001,4314.0,234.0,4665.0,58.789667896678964,1.396051660516599,0.051451187335092345,2019-02-19,2020-05-25,5870.0,358700.0,1.0,Clear site access; no coordination delays; standard PM staffing,25013.030000000086,0.06973245051575157
PRJ-2019-084,PRJ-2019-084-SOV-02,133382.17000000013,1484.0,54.0,1565.0,60.46808510638298,1.3978723404255287,0.035110533159947985,2019-02-19,2019-07-04,1621.0,99000.0,1.0,Submittals prepared in-house; standard review cycles,34382.17000000013,0.34729464646464775
PRJ-2019-084,PRJ-2019-084-SOV-03,218400.26000000013,2456.0,146.0,2675.0,58.28295819935691,1.3960450160771691,0.056110684089162186,2019-04-05,2019-11-21,8642.0,528100.0,0.85,70% shop fabrication; 30% field fab; standard material availability,-309699.7399999999,-0.5864414694186705
PRJ-2019-084,PRJ-2019-084-SOV-04,231495.78000000046,2516.0,166.0,2765.0,59.62264150943396,1.39751572327044,0.061894108873974646,2019-04-05,2019-11-21,10320.0,630600.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,-399104.2199999995,-0.6328960038058984
PRJ-2019-084,PRJ-2019-084-SOV-05,217646.6100000002,2418.0,140.0,2628.0,59.59344262295082,1.3977377049180315,0.054730258014073496,2019-04-10,2019-11-21,7477.0,456900.0,0.9,Copper pricing based on current market rates,-239253.3899999998,-0.523644977019041
PRJ-2019-084,PRJ-2019-084-SOV-06,122977.88000000014,1340.0,82.0,1463.0,59.819526627218934,1.3962721893491095,0.057665260196905765,2019-07-08,2019-11-20,2312.0,141200.0,0.9,Refrigerant pricing per current market; lineset routing direct,-18222.119999999864,-0.1290518413597724
PRJ-2019-084,PRJ-2019-084-SOV-07,113907.59000000005,1220.0,76.0,1334.0,60.53846153846154,1.398397435897433,0.05864197530864197,2019-07-09,2019-11-21,4042.0,247000.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,-133092.40999999995,-0.5388356680161941
PRJ-2019-084,PRJ-2019-084-SOV-08,110224.91000000012,1212.0,60.0,1302.0,60.574675324675326,1.398506493506491,0.04716981132075472,2019-07-08,2019-11-21,1949.0,119100.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,-8875.08999999988,-0.07451796809403761
PRJ-2019-084,PRJ-2019-084-SOV-09,230179.96000000014,2518.0,152.0,2746.0,59.74068322981366,1.398291925465838,0.05692883895131086,2019-07-08,2020-03-16,2074.0,126700.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,103479.96000000014,0.8167321231254944
PRJ-2019-084,PRJ-2019-084-SOV-10,123322.55000000009,1342.0,64.0,1438.0,60.91470588235294,1.398411764705879,0.04551920341394026,2019-11-22,2020-03-17,3495.0,213500.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,-90177.44999999991,-0.42237681498829
PRJ-2019-084,PRJ-2019-084-SOV-11,144748.97000000023,1578.0,110.0,1743.0,59.5125,1.396599999999998,0.06516587677725119,2019-11-22,2020-05-22,2707.0,165400.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,-20651.029999999766,-0.12485507859733837
PRJ-2019-084,PRJ-2019-084-SOV-12,144290.01000000024,1548.0,108.0,1710.0,60.13520408163265,1.3991326530612216,0.06521739130434782,2019-11-22,2020-03-13,3273.0,200000.0,1.0,Insulation by specialty sub; pricing based on current bid,-55709.98999999976,-0.27854994999999877
PRJ-2019-084,PRJ-2019-084-SOV-13,37674.429999999986,380.0,20.0,410.0,64.2127659574468,1.401276595744681,0.05,2020-03-19,2020-05-22,1949.0,119100.0,1.0,TAB by certified balancing contractor; one mobilization assumed,-81425.57,-0.6836739714525609
PRJ-2019-084,PRJ-2019-084-SOV-14,31942.97999999999,348.0,28.0,390.0,59.41860465116279,1.3951162790697678,0.07446808510638298,2020-03-19,2020-05-22,1513.0,92400.0,0.95,Startup includes 2 weeks of system commissioning support,-60457.02000000001,-0.6542967532467534
PRJ-2019-084,PRJ-2019-084-SOV-15,34264.83999999998,378.0,20.0,408.0,59.364583333333336,1.394583333333334,0.05025125628140704,2020-03-20,2020-05-22,1229.0,75100.0,1.0,"Closeout includes as-builts, O&M manuals, and owner training",-40835.16000000002,-0.5437438082556594
PRJ-2019-085,PRJ-2019-085-SOV-01,347929.4700000003,3796.0,234.0,4147.0,60.17775467775468,1.397068607068602,0.05806451612903226,2019-03-26,2020-07-28,5258.0,321700.0,1.0,Clear site access; no coordination delays; standard PM staffing,26229.47000000032,0.08153394466894723
PRJ-2019-085,PRJ-2019-085-SOV-02,108750.44000000009,1226.0,78.0,1343.0,58.16774193548387,1.3929677419354825,0.0598159509202454,2019-03-26,2019-08-20,2347.0,143600.0,1.0,Submittals prepared in-house; standard review cycles,-34849.55999999991,-0.24268495821726957
PRJ-2019-085,PRJ-2019-085-SOV-03,144772.81000000017,1610.0,92.0,1748.0,59.03431372549019,1.3956372549019591,0.05405405405405406,2019-05-16,2020-01-14,7338.0,448900.0,0.85,70% shop fabrication; 30% field fab; standard material availability,-304127.1899999998,-0.6774942971708617
PRJ-2019-085,PRJ-2019-085-SOV-04,163694.58000000022,1784.0,132.0,1982.0,59.05777777777778,1.3941777777777757,0.06889352818371608,2019-05-16,2020-01-15,6615.0,404700.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,-241005.41999999978,-0.5955162342475903
PRJ-2019-085,PRJ-2019-085-SOV-05,136665.45000000022,1564.0,42.0,1627.0,60.398477157360404,1.3973604060913678,0.026151930261519303,2019-05-15,2020-01-14,8337.0,510100.0,0.9,Copper pricing based on current market rates,-373434.5499999998,-0.7320810625367571
PRJ-2019-085,PRJ-2019-085-SOV-06,83913.49000000005,942.0,58.0,1029.0,58.54132231404959,1.3954545454545444,0.058,2019-08-21,2020-01-15,3802.0,232600.0,0.9,Refrigerant pricing per current market; lineset routing direct,-148686.50999999995,-0.6392369303525364
PRJ-2019-085,PRJ-2019-085-SOV-07,79002.69999999997,886.0,36.0,940.0,59.37719298245614,1.3962280701754368,0.039045553145336226,2019-08-21,2020-01-13,2202.0,134700.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,-55697.30000000003,-0.4134914625092801
PRJ-2019-085,PRJ-2019-085-SOV-08,82940.09999999999,964.0,32.0,1012.0,58.46747967479675,1.3969105691056893,0.0321285140562249,2019-08-21,2020-01-14,1766.0,108000.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,-25059.90000000001,-0.2320361111111112
PRJ-2019-085,PRJ-2019-085-SOV-09,164015.69000000018,1768.0,94.0,1909.0,60.88513513513514,1.3982882882882866,0.050483351235230935,2019-08-21,2020-05-18,2519.0,154100.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,9915.690000000177,0.06434581440623087
